minute,value
1.0,-6
2.0,-10
3.0,-12
4.0,-31
5.0,-24
6.0,16
7.0,-27
8.0,-25
9.0,-41
10.0,-44
11.0,-33
12.0,-45
13.0,-29
14.0,30
15.0,29
16.0,62
17.0,38
18.0,17
19.0,-58
20.0,-40
21.0,-50
22.0,-55
23.0,-47
24.0,-24
25.0,-17
26.0,-12
27.0,13
28.0,3
29.0,-4
30.0,-56
31.0,42
32.0,-12
33.0,-20
34.0,-58
35.0,-39
36.0,-37
37.0,-40
38.0,-47
39.0,-44
40.0,-28
41.0,-53
42.0,-59
43.0,45
44.0,46
45.0,39
45.5,0
46.0,-11
47.0,-27
48.0,-26
49.0,-55
50.0,-33
51.0,39
52.0,-44
53.0,-65
54.0,-43
55.0,-61
56.0,-80
57.0,-51
58.0,-34
59.0,-100
60.0,-68
61.0,-23
62.0,-15
63.0,-10
64.0,-4
65.0,-43
66.0,-41
67.0,-26
68.0,33
69.0,9
70.0,-16
71.0,-5
72.0,-5
73.0,-100
74.0,-65
75.0,-38
76.0,-60
77.0,56
78.0,56
79.0,25
80.0,4
81.0,-9
82.0,-35
83.0,-25
84.0,-16
85.0,-38
86.0,-24
87.0,-10
88.0,-7
89.0,-15
90.0,10
90.5,-15
