minute,value
1.0,-8
2.0,-23
3.0,-36
4.0,-24
5.0,-15
6.0,-9
7.0,-5
8.0,-19
9.0,-43
10.0,-17
11.0,10
12.0,9
13.0,26
14.0,86
15.0,46
16.0,23
17.0,9
18.0,-5
19.0,-57
20.0,-24
21.0,-7
22.0,-7
23.0,-13
24.0,-11
25.0,-38
26.0,-39
27.0,-26
28.0,-16
29.0,-20
30.0,-7
31.0,3
32.0,4
33.0,5
34.0,32
35.0,16
36.0,-36
37.0,46
38.0,20
39.0,13
40.0,11
41.0,16
42.0,9
43.0,9
44.0,7
45.0,55
45.5,36
46.0,3
47.0,4
48.0,4
49.0,5
50.0,1
51.0,-23
52.0,-12
53.0,-16
54.0,-8
55.0,-3
56.0,21
57.0,16
58.0,19
59.0,13
60.0,17
61.0,10
62.0,-48
63.0,27
64.0,15
65.0,17
66.0,8
67.0,15
68.0,-17
69.0,11
70.0,8
71.0,11
72.0,12
73.0,14
74.0,22
75.0,-18
76.0,-7
77.0,-10
78.0,-17
79.0,-56
80.0,-67
81.0,-67
82.0,-44
83.0,-30
84.0,-36
85.0,-23
86.0,43
87.0,29
88.0,32
89.0,40
90.0,53
90.5,55
