minute,value
1.0,-3
2.0,-5
3.0,-6
4.0,-21
5.0,-18
6.0,-35
7.0,-22
8.0,-18
9.0,-2
10.0,9
11.0,-20
12.0,-24
13.0,-12
14.0,39
15.0,16
16.0,-19
17.0,40
18.0,20
19.0,8
20.0,3
21.0,2
22.0,-4
23.0,-14
24.0,17
25.0,-6
26.0,2
27.0,2
28.0,-33
29.0,-12
30.0,8
31.0,9
32.0,-14
33.0,-1
34.0,-14
35.0,-2
36.0,-17
37.0,-40
38.0,-33
39.0,-21
40.0,-21
41.0,44
42.0,20
43.0,10
44.0,9
45.0,9
45.5,-1
46.0,3
47.0,25
48.0,16
49.0,11
50.0,8
51.0,13
52.0,-16
53.0,-5
54.0,-63
55.0,-35
56.0,-44
57.0,-15
58.0,-7
59.0,20
60.0,12
61.0,13
62.0,4
63.0,12
64.0,3
65.0,38
66.0,32
67.0,8
68.0,7
69.0,7
70.0,11
71.0,11
72.0,11
73.0,-10
74.0,26
75.0,17
76.0,11
77.0,22
78.0,47
79.0,25
80.0,12
81.0,6
82.0,2
83.0,-3
84.0,21
85.0,11
86.0,11
87.0,11
88.0,19
89.0,14
90.0,35
90.5,35
