minute,value
1.0,-4
2.0,-11
3.0,8
4.0,-11
5.0,-26
6.0,-10
7.0,-9
8.0,-10
9.0,21
10.0,-25
11.0,-34
12.0,-8
13.0,-8
14.0,-9
15.0,-33
16.0,-11
17.0,-1
18.0,26
19.0,14
20.0,45
21.0,30
22.0,-51
23.0,-31
24.0,-24
25.0,-30
26.0,-9
27.0,50
28.0,22
29.0,16
30.0,-45
31.0,-20
32.0,-38
33.0,-59
34.0,-34
35.0,-16
36.0,-38
37.0,-31
38.0,-12
39.0,-4
40.0,-70
41.0,-46
42.0,-24
43.0,-16
44.0,-11
45.0,-15
45.5,81
46.0,3
47.0,5
48.0,-54
49.0,-43
50.0,-18
51.0,-18
52.0,-14
53.0,-10
54.0,-5
55.0,-21
56.0,-6
57.0,5
58.0,11
59.0,31
60.0,15
61.0,11
62.0,100
63.0,77
64.0,74
65.0,80
66.0,53
67.0,32
68.0,23
69.0,14
70.0,70
71.0,100
72.0,65
73.0,42
74.0,26
75.0,34
76.0,16
77.0,35
78.0,12
79.0,-26
80.0,-28
81.0,-17
82.0,14
83.0,13
84.0,15
85.0,21
86.0,27
87.0,5
88.0,-17
89.0,-20
90.0,-2
90.5,31
