minute,value
1.0,7
2.0,17
3.0,48
4.0,31
5.0,-32
6.0,-3
7.0,13
8.0,25
9.0,16
10.0,10
11.0,9
12.0,13
13.0,11
14.0,-12
15.0,44
16.0,33
17.0,20
18.0,29
19.0,46
20.0,38
21.0,61
22.0,39
23.0,24
24.0,94
25.0,57
26.0,74
27.0,46
28.0,-54
29.0,-15
30.0,-23
31.0,-8
32.0,-42
33.0,-20
34.0,-13
35.0,8
36.0,30
37.0,29
38.0,49
39.0,100
40.0,54
41.0,37
42.0,87
43.0,100
44.0,60
45.0,39
45.5,-63
46.0,3
47.0,4
48.0,15
49.0,12
50.0,20
51.0,36
52.0,-33
53.0,-8
54.0,-11
55.0,-2
56.0,6
57.0,9
58.0,4
59.0,8
60.0,29
61.0,39
62.0,24
63.0,13
64.0,8
65.0,-54
66.0,-42
67.0,37
68.0,12
69.0,-26
70.0,-3
71.0,5
72.0,-7
73.0,36
74.0,65
75.0,47
76.0,38
77.0,28
78.0,87
79.0,100
80.0,77
81.0,80
82.0,54
83.0,98
84.0,59
85.0,41
86.0,67
87.0,46
88.0,28
89.0,26
90.0,64
90.5,126
