minute,value
1.0,5
2.0,8
3.0,94
4.0,63
5.0,45
6.0,32
7.0,13
8.0,17
9.0,9
10.0,4
11.0,1
12.0,-66
13.0,-69
14.0,-26
15.0,-19
16.0,-14
17.0,-7
18.0,-5
19.0,-13
20.0,17
21.0,11
22.0,17
23.0,-15
24.0,-37
25.0,-21
26.0,-11
27.0,-5
28.0,3
29.0,6
30.0,12
31.0,19
32.0,18
33.0,10
34.0,-8
35.0,-3
36.0,-33
37.0,-16
38.0,33
39.0,12
40.0,7
41.0,14
42.0,14
43.0,17
44.0,7
45.0,-52
45.5,-15
46.0,6
47.0,27
48.0,22
49.0,11
50.0,22
51.0,6
52.0,-10
53.0,-2
54.0,35
55.0,23
56.0,32
57.0,38
58.0,42
59.0,21
60.0,-19
61.0,-23
62.0,-20
63.0,-16
64.0,-29
65.0,-3
66.0,33
67.0,20
68.0,15
69.0,15
70.0,51
71.0,30
72.0,4
73.0,27
74.0,23
75.0,11
76.0,9
77.0,-8
78.0,-1
79.0,6
80.0,16
81.0,8
82.0,49
83.0,35
84.0,27
85.0,100
86.0,92
87.0,85
88.0,88
89.0,60
90.0,22
90.5,-49
