minute,value
1.0,8
2.0,16
3.0,20
4.0,-14
5.0,5
6.0,6
7.0,7
8.0,1
9.0,8
10.0,10
11.0,12
12.0,13
13.0,14
14.0,18
15.0,23
16.0,14
17.0,9
18.0,-14
19.0,-28
20.0,-31
21.0,-19
22.0,-21
23.0,-28
24.0,-11
25.0,-48
26.0,30
27.0,30
28.0,23
29.0,44
30.0,33
31.0,31
32.0,-25
33.0,10
34.0,23
35.0,-16
36.0,7
37.0,13
38.0,-44
39.0,-66
40.0,-40
41.0,-59
42.0,-38
43.0,-8
44.0,-15
45.0,-16
45.5,53
46.0,-4
47.0,-20
48.0,-29
49.0,-32
50.0,-22
51.0,-16
52.0,-5
53.0,-59
54.0,-20
55.0,15
56.0,52
57.0,32
58.0,3
59.0,-19
60.0,-16
61.0,-14
62.0,23
63.0,50
64.0,31
65.0,35
66.0,21
67.0,-19
68.0,-8
69.0,9
70.0,31
71.0,66
72.0,40
73.0,23
74.0,22
75.0,7
76.0,-3
77.0,-4
78.0,-5
79.0,-56
80.0,-61
81.0,-38
82.0,-58
83.0,-55
84.0,-52
85.0,-24
86.0,-7
87.0,5
88.0,10
89.0,43
90.0,17
90.5,-36
