minute,value
1.0,-4
2.0,-11
3.0,-12
4.0,23
5.0,11
6.0,66
7.0,45
8.0,30
9.0,1
10.0,2
11.0,23
12.0,13
13.0,34
14.0,55
15.0,100
16.0,62
17.0,100
18.0,74
19.0,84
20.0,57
21.0,41
22.0,25
23.0,54
24.0,24
25.0,17
26.0,15
27.0,9
28.0,-19
29.0,31
30.0,-24
31.0,8
32.0,16
33.0,10
34.0,3
35.0,5
36.0,1
37.0,-2
38.0,-13
39.0,-11
40.0,-10
41.0,-9
42.0,-23
43.0,-15
44.0,-28
45.0,-14
45.5,-29
46.0,3
47.0,11
48.0,-7
49.0,-1
50.0,-23
51.0,-7
52.0,6
53.0,15
54.0,15
55.0,64
56.0,33
57.0,13
58.0,32
59.0,13
60.0,-7
61.0,23
62.0,13
63.0,55
64.0,32
65.0,19
66.0,57
67.0,20
68.0,11
69.0,6
70.0,-13
71.0,-14
72.0,26
73.0,-29
74.0,-5
75.0,-6
76.0,8
77.0,-4
78.0,-10
79.0,-12
80.0,-9
81.0,-9
82.0,-5
83.0,-5
84.0,-6
85.0,-6
86.0,14
87.0,-30
88.0,32
89.0,6
90.0,-6
90.5,-14
