minute,value
1.0,4
2.0,7
3.0,16
4.0,67
5.0,44
6.0,38
7.0,19
8.0,17
9.0,28
10.0,44
11.0,17
12.0,22
13.0,11
14.0,68
15.0,43
16.0,42
17.0,64
18.0,77
19.0,30
20.0,11
21.0,-29
22.0,-45
23.0,-42
24.0,-26
25.0,-39
26.0,-1
27.0,34
28.0,19
29.0,17
30.0,-22
31.0,71
32.0,86
33.0,57
34.0,80
35.0,74
36.0,34
37.0,48
38.0,28
39.0,16
40.0,4
41.0,8
42.0,17
43.0,-14
44.0,4
45.0,15
45.5,9
46.0,-5
47.0,67
48.0,45
49.0,37
50.0,21
51.0,19
52.0,3
53.0,3
54.0,-27
55.0,-16
56.0,42
57.0,23
58.0,14
59.0,13
60.0,1
61.0,-13
62.0,-16
63.0,-11
64.0,-8
65.0,9
66.0,12
67.0,6
68.0,-21
69.0,-21
70.0,-57
71.0,-38
72.0,-61
73.0,-37
74.0,-28
75.0,31
76.0,4
77.0,43
78.0,44
79.0,33
80.0,89
81.0,96
82.0,47
83.0,22
84.0,-17
85.0,29
86.0,4
87.0,2
88.0,-14
89.0,-8
90.0,-11
90.5,27
