minute,value
1.0,-4
2.0,-10
3.0,-2
4.0,4
5.0,6
6.0,33
7.0,20
8.0,12
9.0,28
10.0,13
11.0,6
12.0,10
13.0,3
14.0,-10
15.0,-11
16.0,40
17.0,68
18.0,30
19.0,29
20.0,21
21.0,6
22.0,-64
23.0,-41
24.0,-22
25.0,16
26.0,-4
27.0,-13
28.0,-12
29.0,-14
30.0,-15
31.0,-28
32.0,-22
33.0,-27
34.0,-19
35.0,-51
36.0,-33
37.0,-7
38.0,-6
39.0,17
40.0,-36
41.0,-13
42.0,18
43.0,13
44.0,63
45.0,34
45.5,5
46.0,2
47.0,18
48.0,36
49.0,17
50.0,5
51.0,-12
52.0,-14
53.0,-25
54.0,-31
55.0,-28
56.0,-36
57.0,-7
58.0,-12
59.0,-2
60.0,-6
61.0,20
62.0,5
63.0,1
64.0,-1
65.0,-5
66.0,26
67.0,9
68.0,1
69.0,17
70.0,13
71.0,-22
72.0,-10
73.0,22
74.0,3
75.0,1
76.0,28
77.0,-29
78.0,-10
79.0,-10
80.0,22
81.0,10
82.0,8
83.0,4
84.0,3
85.0,22
86.0,7
87.0,12
88.0,3
89.0,-6
90.0,-14
90.5,10
