minute,value
1.0,7
2.0,23
3.0,19
4.0,11
5.0,6
6.0,3
7.0,-1
8.0,-2
9.0,17
10.0,18
11.0,67
12.0,42
13.0,23
14.0,22
15.0,6
16.0,-15
17.0,-38
18.0,-20
19.0,-5
20.0,20
21.0,11
22.0,29
23.0,15
24.0,17
25.0,13
26.0,12
27.0,100
28.0,64
29.0,26
30.0,22
31.0,37
32.0,20
33.0,40
34.0,14
35.0,-63
36.0,-28
37.0,-10
38.0,-7
39.0,-3
40.0,5
41.0,7
42.0,-13
43.0,11
44.0,8
45.0,-7
45.5,14
46.0,-5
47.0,14
48.0,-8
49.0,-14
50.0,-20
51.0,-8
52.0,-37
53.0,-18
54.0,25
55.0,14
56.0,26
57.0,14
58.0,-37
59.0,30
60.0,3
61.0,-51
62.0,-79
63.0,-39
64.0,-15
65.0,17
66.0,18
67.0,52
68.0,26
69.0,27
70.0,31
71.0,16
72.0,7
73.0,5
74.0,3
75.0,-43
76.0,-25
77.0,44
78.0,18
79.0,25
80.0,21
81.0,23
82.0,34
83.0,-27
84.0,-6
85.0,-4
86.0,24
87.0,22
88.0,15
89.0,22
90.0,25
90.5,76
