minute,value
1.0,8
2.0,38
3.0,30
4.0,26
5.0,51
6.0,34
7.0,22
8.0,54
9.0,27
10.0,2
11.0,-7
12.0,9
13.0,-36
14.0,-21
15.0,-13
16.0,-47
17.0,-26
18.0,-57
19.0,-33
20.0,-15
21.0,-1
22.0,39
23.0,31
24.0,31
25.0,64
26.0,33
27.0,36
28.0,28
29.0,10
30.0,20
31.0,15
32.0,24
33.0,17
34.0,25
35.0,10
36.0,97
37.0,19
38.0,16
39.0,37
40.0,25
41.0,11
42.0,20
43.0,-59
44.0,-28
45.0,-31
45.5,31
46.0,-5
47.0,-22
48.0,-20
49.0,-19
50.0,-18
51.0,-17
52.0,-15
53.0,-13
54.0,-12
55.0,8
56.0,-6
57.0,7
58.0,7
59.0,19
60.0,20
61.0,31
62.0,60
63.0,54
64.0,57
65.0,7
66.0,-6
67.0,-9
68.0,-13
69.0,11
70.0,11
71.0,13
72.0,-12
73.0,-19
74.0,-21
75.0,-11
76.0,-4
77.0,-21
78.0,-9
79.0,31
80.0,18
81.0,13
82.0,35
83.0,29
84.0,69
85.0,71
86.0,47
87.0,27
88.0,17
89.0,9
90.0,24
90.5,1
