name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId
Elliot Anderson,,,elliot-anderson,E. Anderson,M,8,6933,M,994546,"{'nameTranslation': {'ar': 'إليوت أندرسون', 'hi': 'इलियट एंडरसन', 'bn': 'এলিয়ট অ্যান্ডারসন'}, 'shortNameTranslation': {'ar': 'إ. أندرسون', 'hi': 'ई. एंडरसन', 'bn': 'ই. অ্যান্ডারসন'}}",True,miss,assisted,right-foot,90,5794,394,,19.8,47.0,0,42.0,20.8,
Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,4014,M,1136730,"{'nameTranslation': {'ar': 'لويس هال', 'hi': 'लुईस हॉल', 'bn': 'লুইস হল'}, 'shortNameTranslation': {'ar': 'ل. هال', 'hi': 'एल. हॉल', 'bn': 'এল. হল'}}",True,block,regular,right-foot,90,5345,2645,,18.7,45.8,0,49.8,19.0,lewishall_10
Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,5075,M,855647,"{'nameTranslation': {'ar': 'هارفي بارنز', 'hi': 'हार्वे बार्न्स', 'bn': 'হার্ভে বার্নস'}, 'shortNameTranslation': {'ar': 'ه. بارنز', 'hi': 'एच. बार्न्स', 'bn': 'এইচ. বার্নস'}}",True,save,assisted,right-foot,84,4986,2286,,10.2,30.5,0,49.6,3.8,
Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,5075,M,855647,"{'nameTranslation': {'ar': 'هارفي بارنز', 'hi': 'हार्वे बार्न्स', 'bn': 'হার্ভে বার্নস'}, 'shortNameTranslation': {'ar': 'ه. بارنز', 'hi': 'एच. बार्न्स', 'bn': 'এইচ. বার্নস'}}",True,miss,regular,right-foot,81,4834,2134,,10.2,51.3,0,46.4,68.1,
Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,4014,M,1136730,"{'nameTranslation': {'ar': 'لويس هال', 'hi': 'लुईस हॉल', 'bn': 'লুইস হল'}, 'shortNameTranslation': {'ar': 'ل. هال', 'hi': 'एल. हॉल', 'bn': 'এল. হল'}}",True,block,corner,left-foot,79,4722,2022,,18.7,38.5,0,51.2,19.0,lewishall_10
Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,8455,M,333373,"{'nameTranslation': {'ar': 'ميغيل ألميرون', 'hi': 'मिगुएल अल्मिरोन', 'bn': 'মিগুয়েল আলমিরন'}, 'shortNameTranslation': {'ar': 'م. ألميرون', 'hi': 'एम. अल्मिरोन', 'bn': 'এম. আলমিরন'}}",True,save,assisted,right-foot,78,4644,1944,,5.4,67.0,0,49.8,10.1,miguel_almiron
Simon Adingra,,,simon-adingra,S. Adingra,M,24,45746,M,1110842,"{'nameTranslation': {'ar': 'سيمون أدينغرا', 'hi': 'साइमन एडिंगरा', 'bn': 'সাইমন আদিংরা'}, 'shortNameTranslation': {'ar': 'س. أدينغرا', 'hi': 'एस. एडिंगरा', 'bn': 'এস. আদিংরা'}}",False,block,assisted,right-foot,77,4565,1865,,15.0,51.1,0,49.0,19.0,simon.adingra
Billy Gilmour,,,gilmour-billy,B. Gilmour,M,6,4385,M,907668,"{'nameTranslation': {'ar': 'غيلمور، بيلي', 'hi': 'गिल्मर, बिली', 'bn': 'গিলমোর, বিলি'}, 'shortNameTranslation': {'ar': 'ب. غيلمور', 'hi': 'बी. गिल्मर', 'bn': 'বি. গিলমোর'}}",False,block,corner,right-foot,75,4497,1797,,21.2,51.1,0,49.7,19.0,billygilmour
Benicio Boaitey,,,boaitey-benicio,B. Boaitey,M,26,113,M,1142604,"{'nameTranslation': {'ar': 'بوياتي، بينيشيو', 'hi': 'बोआइटे, बेनिसियो', 'bn': 'বোয়াইতে, বেনিসিও'}, 'shortNameTranslation': {'ar': 'ب. بينيشيو', 'hi': 'बी. बोआइटे', 'bn': 'বি. বোয়াইটি'}}",False,block,assisted,left-foot,75,4448,1748,,22.0,64.6,0,54.4,19.0,
Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,15531,M,914902,"{'nameTranslation': {'ar': 'غوردون، أنتوني', 'hi': 'गॉर्डन, एंथनी', 'bn': 'গর্ডন, অ্যান্টনি'}, 'shortNameTranslation': {'ar': 'أ. غوردون', 'hi': 'ए. गॉर्डन', 'bn': 'এ. গর্ডন'}}",True,block,assisted,right-foot,62,3700,1000,,10.0,36.8,0,50.8,19.0,AGordon
Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,3550,M,372336,"{'nameTranslation': {'ar': 'جاكوب مورفي', 'hi': 'जैकब मर्फी', 'bn': 'জ্যাকব মারফি'}, 'shortNameTranslation': {'ar': 'ج. مورفي', 'hi': 'जे. मर्फी', 'bn': 'জে. মারফি'}}",True,save,assisted,right-foot,61,3626,926,,27.3,97.4,0,48.0,17.1,
Julio Enciso,,,julio-enciso,J. Enciso,M,10,11901,M,973556,"{'nameTranslation': {'ar': 'خوليو إنسيسو', 'hi': 'जूलियो एनकिसो', 'bn': 'জুলিও এনসিসো'}, 'shortNameTranslation': {'ar': 'خ. إنسيسو', 'hi': 'जे. एनकिसो', 'bn': 'জে. এনসিসো'}}",False,save,regular,right-foot,59,3531,831,,17.6,36.0,0,46.4,20.3,julioenciso.33
Pascal Groß,,,pascal-gross,P. Groß,M,13,4485,M,48480,"{'nameTranslation': {'ar': 'باسكال غروس', 'hi': 'पास्कल ग्रोस', 'bn': 'প্যাসকেল গ্রোস'}, 'shortNameTranslation': {'ar': 'ب. غروس', 'hi': 'पी. ग्रोस', 'bn': 'পি. গ্রোস'}}",False,miss,assisted,right-foot,47,2771,71,,24.8,65.8,0,44.9,68.1,pascalgross65
Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,1640,M,866191,"{'nameTranslation': {'ar': 'شون لونغستاف', 'hi': 'सीन लॉन्गस्टाफ़', 'bn': 'শন লংস্টাফ'}, 'shortNameTranslation': {'ar': 'ش. لونغستاف', 'hi': 'एस. लॉन्गस्टाफ़', 'bn': 'এস. লংস্টাফ'}}",True,goal,assisted,right-foot,45,2949,249,regular,6.7,46.4,0,50.3,6.3,
Elliot Anderson,,,elliot-anderson,E. Anderson,M,8,6933,M,994546,"{'nameTranslation': {'ar': 'إليوت أندرسون', 'hi': 'इलियट एंडरसन', 'bn': 'এলিয়ট অ্যান্ডারসন'}, 'shortNameTranslation': {'ar': 'إ. أندرسون', 'hi': 'ई. एंडरसन', 'bn': 'ই. অ্যান্ডারসন'}}",True,block,assisted,right-foot,45,2916,216,,18.9,34.0,0,48.1,19.0,
Facundo Buonanotte,Facundo Buonanotte,,facundo-buonanotte,F. Buonanotte,M,40,18331,M,1117025,"{'nameTranslation': {'ar': 'فاكوندو بونانوتي', 'hi': 'फ़ाकंडो बुओनानोट्टे', 'bn': 'ফ্যাকুন্ডো বুওনানোত্তে'}, 'shortNameTranslation': {'ar': 'ف. بونانوتي', 'hi': 'एफ. बुओनानोट्टे', 'bn': 'এফ. বুওনানোট'}}",False,block,regular,left-foot,45,2875,175,,4.3,33.6,0,52.1,19.0,facubuonanotte_
Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,15531,M,914902,"{'nameTranslation': {'ar': 'غوردون، أنتوني', 'hi': 'गॉर्डन, एंथनी', 'bn': 'গর্ডন, অ্যান্টনি'}, 'shortNameTranslation': {'ar': 'أ. غوردون', 'hi': 'ए. गॉर्डन', 'bn': 'এ. গর্ডন'}}",True,block,assisted,right-foot,45,2765,65,,4.5,39.1,0,52.7,19.0,AGordon
Alexander Isak,,,alexander-isak,A. Isak,F,9,101689,M,823941,"{'nameTranslation': {'ar': 'ألكسندر إيزاك', 'hi': 'अलेक्जेंडर इसाक', 'bn': 'আলেকজান্ডার ইসাক'}, 'shortNameTranslation': {'ar': 'أ. إيزاك', 'hi': 'ए. इसाक', 'bn': 'এ. ইসাক'}}",True,save,assisted,left-foot,44,2637,2637,,11.7,38.0,0,52.2,20.3,AlexIsak
Julio Enciso,,,julio-enciso,J. Enciso,M,10,11901,M,973556,"{'nameTranslation': {'ar': 'خوليو إنسيسو', 'hi': 'जूलियो एनकिसो', 'bn': 'জুলিও এনসিসো'}, 'shortNameTranslation': {'ar': 'خ. إنسيسو', 'hi': 'जे. एनकिसो', 'bn': 'জে. এনসিসো'}}",False,miss,regular,right-foot,43,2566,2566,,9.9,62.6,0,60.2,12.5,julioenciso.33
Julio Enciso,,,julio-enciso,J. Enciso,M,10,11901,M,973556,"{'nameTranslation': {'ar': 'خوليو إنسيسو', 'hi': 'जूलियो एनकिसो', 'bn': 'জুলিও এনসিসো'}, 'shortNameTranslation': {'ar': 'خ. إنسيسو', 'hi': 'जे. एनकिसो', 'bn': 'জে. এনসিসো'}}",False,block,assisted,right-foot,43,2564,2564,,14.4,64.4,0,50.6,19.0,julioenciso.33
Julio Enciso,,,julio-enciso,J. Enciso,M,10,11901,M,973556,"{'nameTranslation': {'ar': 'خوليو إنسيسو', 'hi': 'जूलियो एनकिसो', 'bn': 'জুলিও এনসিসো'}, 'shortNameTranslation': {'ar': 'خ. إنسيسو', 'hi': 'जे. एनकिसो', 'bn': 'জে. এনসিসো'}}",False,save,assisted,right-foot,42,2512,2512,,27.1,46.0,0,49.7,8.9,julioenciso.33
Julio Enciso,,,julio-enciso,J. Enciso,M,10,11901,M,973556,"{'nameTranslation': {'ar': 'خوليو إنسيسو', 'hi': 'जूलियो एनकिसो', 'bn': 'জুলিও এনসিসো'}, 'shortNameTranslation': {'ar': 'خ. إنسيسو', 'hi': 'जे. एनकिसो', 'bn': 'জে. এনসিসো'}}",False,miss,assisted,head,42,2466,2466,,9.1,58.3,0,52.1,72.2,julioenciso.33
Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,4014,M,1136730,"{'nameTranslation': {'ar': 'لويس هال', 'hi': 'लुईस हॉल', 'bn': 'লুইস হল'}, 'shortNameTranslation': {'ar': 'ل. هال', 'hi': 'एल. हॉल', 'bn': 'এল. হল'}}",True,miss,assisted,left-foot,38,2224,2224,,8.9,26.4,0,56.8,55.6,lewishall_10
Danny Welbeck,,,danny-welbeck,D. Welbeck,F,18,4472,M,33902,"{'nameTranslation': {'ar': 'داني ويلبيك', 'hi': 'डैनी वेल्बेक', 'bn': 'ড্যানি ওয়েলবেক'}, 'shortNameTranslation': {'ar': 'د. ويلبيك', 'hi': 'डी. वेल्बेक', 'bn': 'ডি. ওয়েলবেক'}}",False,save,assisted,right-foot,37,2163,2163,,8.4,50.7,0,50.3,13.9,
Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,1640,M,866191,"{'nameTranslation': {'ar': 'شون لونغستاف', 'hi': 'सीन लॉन्गस्टाफ़', 'bn': 'শন লংস্টাফ'}, 'shortNameTranslation': {'ar': 'ش. لونغستاف', 'hi': 'एस. लॉन्गस्टाफ़', 'bn': 'এস. লংস্টাফ'}}",True,save,corner,head,34,2019,2019,,2.3,55.4,0,48.1,17.7,
