minute,value
1.0,-1
2.0,7
3.0,-24
4.0,-8
5.0,-5
6.0,-3
7.0,-3
8.0,15
9.0,22
10.0,63
11.0,90
12.0,51
13.0,27
14.0,4
15.0,6
16.0,23
17.0,17
18.0,31
19.0,18
20.0,-37
21.0,-12
22.0,-1
23.0,7
24.0,11
25.0,22
26.0,28
27.0,23
28.0,20
29.0,22
30.0,7
31.0,-6
32.0,-8
33.0,-3
34.0,5
35.0,15
36.0,30
37.0,21
38.0,77
39.0,49
40.0,72
41.0,45
42.0,31
43.0,44
44.0,31
45.0,20
45.5,90
46.0,6
47.0,12
48.0,8
49.0,11
50.0,100
51.0,71
52.0,58
53.0,79
54.0,53
55.0,6
56.0,-55
57.0,-15
58.0,-12
59.0,-7
60.0,12
61.0,-20
62.0,45
63.0,30
64.0,26
65.0,23
66.0,23
67.0,68
68.0,48
69.0,39
70.0,61
71.0,37
72.0,21
73.0,13
74.0,9
75.0,4
76.0,29
77.0,26
78.0,24
79.0,24
80.0,21
81.0,18
82.0,47
83.0,34
84.0,34
85.0,21
86.0,12
87.0,16
88.0,9
89.0,4
90.0,19
90.5,84
