minute,value
1.0,-6
2.0,-10
3.0,26
4.0,7
5.0,-5
6.0,-56
7.0,-28
8.0,-3
9.0,2
10.0,72
11.0,55
12.0,47
13.0,65
14.0,34
15.0,13
16.0,12
17.0,-12
18.0,-4
19.0,4
20.0,1
21.0,-5
22.0,-11
23.0,7
24.0,-2
25.0,-3
26.0,-5
27.0,9
28.0,10
29.0,4
30.0,-34
31.0,-15
32.0,-5
33.0,5
34.0,6
35.0,27
36.0,18
37.0,12
38.0,9
39.0,7
40.0,5
41.0,5
42.0,5
43.0,26
44.0,19
45.0,7
45.5,88
46.0,4
47.0,34
48.0,17
49.0,8
50.0,-9
51.0,-13
52.0,-10
53.0,-9
54.0,-6
55.0,-4
56.0,-21
57.0,-47
58.0,-32
59.0,-20
60.0,20
61.0,5
62.0,5
63.0,53
64.0,30
65.0,17
66.0,22
67.0,1
68.0,19
69.0,39
70.0,26
71.0,-30
72.0,-9
73.0,-4
74.0,6
75.0,-19
76.0,-3
77.0,-4
78.0,40
79.0,-33
80.0,-15
81.0,-12
82.0,24
83.0,34
84.0,20
85.0,27
86.0,15
87.0,6
88.0,22
89.0,12
90.0,59
90.5,9
