minute,value
1.0,-4
2.0,-30
3.0,-31
4.0,-15
5.0,-6
6.0,4
7.0,14
8.0,22
9.0,42
10.0,22
11.0,37
12.0,31
13.0,17
14.0,14
15.0,30
16.0,55
17.0,32
18.0,23
19.0,17
20.0,19
21.0,14
22.0,38
23.0,26
24.0,19
25.0,15
26.0,19
27.0,10
28.0,-11
29.0,-3
30.0,-75
31.0,-62
32.0,-31
33.0,-12
34.0,-47
35.0,-17
36.0,21
37.0,10
38.0,12
39.0,16
40.0,5
41.0,1
42.0,-13
43.0,12
44.0,27
45.0,29
45.5,29
46.0,8
47.0,12
48.0,20
49.0,34
50.0,34
51.0,42
52.0,77
53.0,47
54.0,29
55.0,22
56.0,15
57.0,43
58.0,19
59.0,12
60.0,8
61.0,45
62.0,1
63.0,-19
64.0,-3
65.0,77
66.0,49
67.0,39
68.0,32
69.0,25
70.0,38
71.0,29
72.0,24
73.0,4
74.0,9
75.0,21
76.0,45
77.0,34
78.0,73
79.0,100
80.0,94
81.0,60
82.0,73
83.0,71
84.0,53
85.0,36
86.0,28
87.0,21
88.0,54
89.0,45
90.0,89
90.5,17
