minute,value
1.0,8
2.0,14
3.0,70
4.0,50
5.0,48
6.0,36
7.0,25
8.0,41
9.0,40
10.0,28
11.0,55
12.0,33
13.0,18
14.0,10
15.0,13
16.0,9
17.0,9
18.0,13
19.0,12
20.0,61
21.0,45
22.0,44
23.0,35
24.0,17
25.0,11
26.0,8
27.0,-4
28.0,49
29.0,22
30.0,6
31.0,-7
32.0,-47
33.0,-46
34.0,-23
35.0,-10
36.0,34
37.0,25
38.0,24
39.0,22
40.0,8
41.0,50
42.0,63
43.0,61
44.0,36
45.0,42
45.5,-6
46.0,-6
47.0,14
48.0,14
49.0,17
50.0,15
51.0,-12
52.0,20
53.0,12
54.0,4
55.0,8
56.0,18
57.0,6
58.0,14
59.0,12
60.0,11
61.0,9
62.0,9
63.0,8
64.0,-47
65.0,-22
66.0,18
67.0,6
68.0,29
69.0,17
70.0,8
71.0,8
72.0,8
73.0,8
74.0,-19
75.0,-4
76.0,-30
77.0,-8
78.0,61
79.0,35
80.0,27
81.0,23
82.0,4
83.0,5
84.0,5
85.0,8
86.0,47
87.0,10
88.0,66
89.0,62
90.0,39
90.5,27
