name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId
Diego Carlos,,,diego-carlos,D. Carlos,D,34,2789,M,604232,"{'nameTranslation': {'ar': 'دييغو كارلوس', 'hi': 'डिएगो कार्लोस', 'bn': 'দিয়েগো কার্লোস'}, 'shortNameTranslation': {'ar': 'د. كارلوس', 'hi': 'डी. कार्लोस', 'bn': 'ডি. কার্লোস'}}",False,save,corner,head,90,5640,240,,1.8,44.6,0,51.8,4.4,
Douglas Luiz,,,douglas-luiz,D. Luiz,M,12,11414,M,867887,"{'nameTranslation': {'ar': 'دوغلاس لويز', 'hi': 'डगलस लुइज़', 'bn': 'ডগলাস লুই'}, 'shortNameTranslation': {'ar': 'د. لويز', 'hi': 'डी. लुइज़', 'bn': 'ডি. লুইজ'}}",False,save,free-kick,right-foot,90,5621,221,,5.1,17.9,0,54.2,31.6,Douglas_Luiz
Callum Wilson,,,callum-wilson,C. Wilson,F,9,3183,M,113956,"{'nameTranslation': {'ar': 'كالوم ويلسون', 'hi': 'कैलम विल्सन', 'bn': 'ক্যালাম উইলসন'}, 'shortNameTranslation': {'ar': 'ك. ويلسون', 'hi': 'सी. विल्सन', 'bn': 'সি. উইলসন'}}",True,save,fast-break,right-foot,90,5516,116,,28.1,73.6,0,46.0,10.8,
Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,5075,M,855647,"{'nameTranslation': {'ar': 'هارفي بارنز', 'hi': 'हार्वे बार्न्स', 'bn': 'হার্ভে বার্নস'}, 'shortNameTranslation': {'ar': 'ه. بارنز', 'hi': 'एच. बार्न्स', 'bn': 'এইচ. বার্নস'}}",True,goal,assisted,right-foot,90,5412,12,regular,9.1,40.4,0,45.8,15.2,
Philippe Coutinho,,,philippe-coutinho,P. Coutinho,M,10,71508,M,119159,"{'nameTranslation': {'ar': 'فيليب كوتينيو', 'hi': 'फिलिप कूटिन्हो', 'bn': 'ফিলিপে কৌতিনহো'}, 'shortNameTranslation': {'ar': 'ف. كوتينيو', 'hi': 'पी. कूटिन्हो', 'bn': 'পি. কৌতিনহো'}}",False,miss,assisted,right-foot,90,5367,2667,,10.0,40.3,0,40.8,19.4,Coutinho
Joelinton,,,joelinton,Joelinton,M,7,9814,M,560128,"{'nameTranslation': {'ar': 'جويلينتون', 'hi': 'जोलिंटन', 'bn': 'জোলিন্টন'}, 'shortNameTranslation': {'ar': 'جولينتون', 'hi': 'जोएलिंटन', 'bn': 'জোলিন্টন'}}",True,block,corner,head,82,4906,2206,,3.0,57.6,0,52.4,19.0,joelinton34
Callum Wilson,,,callum-wilson,C. Wilson,F,9,3183,M,113956,"{'nameTranslation': {'ar': 'كالوم ويلسون', 'hi': 'कैलम विल्सन', 'bn': 'ক্যালাম উইলসন'}, 'shortNameTranslation': {'ar': 'ك. ويلسون', 'hi': 'सी. विल्सन', 'bn': 'সি. উইলসন'}}",True,save,assisted,right-foot,81,4850,2150,,7.4,52.8,0,52.8,10.1,
Callum Wilson,,,callum-wilson,C. Wilson,F,9,3183,M,113956,"{'nameTranslation': {'ar': 'كالوم ويلسون', 'hi': 'कैलम विल्सन', 'bn': 'ক্যালাম উইলসন'}, 'shortNameTranslation': {'ar': 'ك. ويلسون', 'hi': 'सी. विल्सन', 'bn': 'সি. উইলসন'}}",True,save,regular,right-foot,80,4756,2056,,2.9,30.8,0,50.4,27.2,
Callum Wilson,,,callum-wilson,C. Wilson,F,9,3183,M,113956,"{'nameTranslation': {'ar': 'كالوم ويلسون', 'hi': 'कैलम विल्सन', 'bn': 'ক্যালাম উইলসন'}, 'shortNameTranslation': {'ar': 'ك. ويلسون', 'hi': 'सी. विल्सन', 'bn': 'সি. উইলসন'}}",True,goal,assisted,right-foot,77,4589,1889,regular,8.9,48.0,0,47.4,24.7,
Diego Carlos,,,diego-carlos,D. Carlos,D,34,2789,M,604232,"{'nameTranslation': {'ar': 'دييغو كارلوس', 'hi': 'डिएगो कार्लोस', 'bn': 'দিয়েগো কার্লোস'}, 'shortNameTranslation': {'ar': 'د. كارلوس', 'hi': 'डी. कार्लोस', 'bn': 'ডি. কার্লোস'}}",False,miss,corner,head,75,4452,1752,,9.1,49.0,0,39.8,11.1,
Matty Cash,,,matty-cash,M. Cash,D,2,9152,M,833956,"{'nameTranslation': {'ar': 'ماتي كاش', 'hi': 'मैटी कैश', 'bn': 'ম্যাটি ক্যাশ'}, 'shortNameTranslation': {'ar': 'م. كاش', 'hi': 'एम. कैश', 'bn': 'এম. ক্যাশ'}}",False,save,assisted,right-foot,74,4420,1720,,11.5,80.0,0,54.0,3.8,mattycash622
Matty Cash,,,matty-cash,M. Cash,D,2,9152,M,833956,"{'nameTranslation': {'ar': 'ماتي كاش', 'hi': 'मैटी कैश', 'bn': 'ম্যাটি ক্যাশ'}, 'shortNameTranslation': {'ar': 'م. كاش', 'hi': 'एम. कैश', 'bn': 'এম. ক্যাশ'}}",False,miss,fast-break,right-foot,64,3816,1116,,7.8,56.3,0,53.4,61.1,mattycash622
