minute,value
1.0,2
2.0,4
3.0,13
4.0,11
5.0,16
6.0,42
7.0,24
8.0,-32
9.0,-21
10.0,-15
11.0,-4
12.0,8
13.0,14
14.0,68
15.0,40
16.0,96
17.0,36
18.0,38
19.0,48
20.0,35
21.0,25
22.0,22
23.0,18
24.0,15
25.0,42
26.0,-28
27.0,3
28.0,20
29.0,14
30.0,9
31.0,11
32.0,-37
33.0,-11
34.0,9
35.0,10
36.0,-21
37.0,7
38.0,49
39.0,55
40.0,68
41.0,44
42.0,36
43.0,-30
44.0,-4
45.0,-1
45.5,-10
46.0,8
47.0,24
48.0,14
49.0,8
50.0,4
51.0,11
52.0,13
53.0,16
54.0,15
55.0,19
56.0,13
57.0,47
58.0,30
59.0,21
60.0,26
61.0,19
62.0,11
63.0,10
64.0,45
65.0,34
66.0,28
67.0,25
68.0,66
69.0,52
70.0,67
71.0,47
72.0,30
73.0,-20
74.0,-2
75.0,30
76.0,18
77.0,43
78.0,28
79.0,20
80.0,11
81.0,-31
82.0,-8
83.0,9
84.0,4
85.0,58
86.0,25
87.0,19
88.0,34
89.0,25
90.0,15
90.5,61
