minute,value
1.0,-6
2.0,-10
3.0,-12
4.0,-19
5.0,-16
6.0,20
7.0,-9
8.0,-12
9.0,-34
10.0,-90
11.0,-69
12.0,-44
13.0,-35
14.0,-57
15.0,-38
16.0,-32
17.0,-19
18.0,39
19.0,14
20.0,12
21.0,14
22.0,5
23.0,-70
24.0,-42
25.0,-38
26.0,-30
27.0,21
28.0,4
29.0,-4
30.0,-4
31.0,21
32.0,33
33.0,17
34.0,8
35.0,3
36.0,21
37.0,9
38.0,1
39.0,3
40.0,16
41.0,-26
42.0,-9
43.0,15
44.0,-31
45.0,-14
45.5,53
46.0,5
47.0,21
48.0,7
49.0,-6
50.0,10
51.0,-5
52.0,-8
53.0,-10
54.0,17
55.0,1
56.0,-3
57.0,-1
58.0,47
59.0,27
60.0,16
61.0,9
62.0,-8
63.0,7
64.0,-7
65.0,-11
66.0,-42
67.0,-60
68.0,-32
69.0,-25
70.0,-21
71.0,-55
72.0,-37
73.0,-25
74.0,-11
75.0,13
76.0,10
77.0,44
78.0,61
79.0,41
80.0,57
81.0,63
82.0,28
83.0,18
84.0,4
85.0,-6
86.0,28
87.0,19
88.0,27
89.0,-20
90.0,8
90.5,4
