name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ
Evan Ferguson,,,evan-ferguson,E. Ferguson,F,11,8187,M,EvanFerguson9,999231,"{'nameTranslation': {'ar': 'إيفان فيرغسون', 'hi': 'इवान फर्ग्यूसन', 'bn': 'ইভান ফার্গুসন'}, 'shortNameTranslation': {'ar': 'إ. فيرغسون', 'hi': 'ई. फर्ग्यूसन', 'bn': 'ই. ফার্গুসন'}}",True,goal,assisted,right-foot,90,5689,289,regular,3.3,53.8,0,48.4,3.2
Carlton Morris,,,carlton-morris,C. Morris,F,9,1084,M,,358222,"{'nameTranslation': {'ar': 'كارلتون موريس', 'hi': 'कार्लटन मॉरिस', 'bn': 'কার্লটন মরিস'}, 'shortNameTranslation': {'ar': 'ك. موريس', 'hi': 'सी. मॉरिस', 'bn': 'সি. মরিস'}}",False,miss,corner,head,90,5542,142,,7.7,50.9,0,50.3,68.1
Jacob Brown,,,jacob-brown,J. Brown,F,19,152,M,,858911,"{'nameTranslation': {'ar': 'جاكوب براون', 'hi': 'जैकब ब्राउन', 'bn': 'জ্যাকব ব্রাউন'}, 'shortNameTranslation': {'ar': 'ج. براون', 'hi': 'जे. ब्राउन', 'bn': 'জে. ব্রাউন'}}",False,save,assisted,right-foot,90,5507,107,,14.2,49.1,0,50.8,29.7
Pascal Groß,,,pascal-gross,P. Groß,M,13,4485,M,pascalgross65,48480,"{'nameTranslation': {'ar': 'باسكال غروس', 'hi': 'पास्कल ग्रोस', 'bn': 'প্যাসকেল গ্রোস'}, 'shortNameTranslation': {'ar': 'ب. غروس', 'hi': 'पी. ग्रोस', 'bn': 'পি. গ্রোস'}}",True,save,assisted,right-foot,89,5320,2620,,6.4,40.4,0,53.2,3.2
João Pedro,,,joao-pedro,J. Pedro,F,20,86665,M,joaopedro,975079,"{'nameTranslation': {'ar': 'جواو بيدرو', 'hi': 'जोआओ पेड्रो', 'bn': 'জন পেড্রো'}, 'shortNameTranslation': {'ar': 'ج. بيدرو', 'hi': 'जे. पेड्रो', 'bn': 'জে. পেড্রো'}}",True,save,assisted,left-foot,87,5194,2494,,8.1,41.0,0,53.2,8.9
Evan Ferguson,,,evan-ferguson,E. Ferguson,F,11,8187,M,EvanFerguson9,999231,"{'nameTranslation': {'ar': 'إيفان فيرغسون', 'hi': 'इवान फर्ग्यूसन', 'bn': 'ইভান ফার্গুসন'}, 'shortNameTranslation': {'ar': 'إ. فيرغسون', 'hi': 'ई. फर्ग्यूसन', 'bn': 'ই. ফার্গুসন'}}",True,post,assisted,right-foot,86,5140,2440,,16.5,37.5,0,44.9,9.5
Simon Adingra,,,simon-adingra,S. Adingra,M,24,45746,M,simon.adingra,1110842,"{'nameTranslation': {'ar': 'سيمون أدينغرا', 'hi': 'साइमन एडिंगरा', 'bn': 'সাইমন আদিংরা'}, 'shortNameTranslation': {'ar': 'س. أدينغرا', 'hi': 'एस. एडिंगरा', 'bn': 'এস. আদিংরা'}}",True,goal,regular,right-foot,85,5048,2348,regular,4.4,58.1,0,46.8,12.7
Pervis Estupiñán,,,pervis-estupinan,P. Estupiñán,D,2,14340,M,pervisestupinan,805465,"{'nameTranslation': {'ar': 'بيرفيس إستوبينيان', 'hi': 'परविस एस्टुपिनान', 'bn': 'পারভিস এস্তুপিনান'}, 'shortNameTranslation': {'ar': 'ب. إستوبينيان', 'hi': 'पी. एस्टुपिनान', 'bn': 'পি. এস্তুপিনান'}}",True,save,assisted,left-foot,85,5042,2342,,8.7,32.3,0,51.7,25.9
Billy Gilmour,,,gilmour-billy,B. Gilmour,M,6,4385,M,billygilmour,907668,"{'nameTranslation': {'ar': 'غيلمور، بيلي', 'hi': 'गिल्मर, बिली', 'bn': 'গিলমোর, বিলি'}, 'shortNameTranslation': {'ar': 'ب. غيلمور', 'hi': 'बी. गिल्मर', 'bn': 'বি. গিলমোর'}}",True,save,regular,right-foot,84,5007,2307,,22.2,68.4,0,51.3,7.0
Carlton Morris,,,carlton-morris,C. Morris,F,9,1084,M,,358222,"{'nameTranslation': {'ar': 'كارلتون موريس', 'hi': 'कार्लटन मॉरिस', 'bn': 'কার্লটন মরিস'}, 'shortNameTranslation': {'ar': 'ك. موريس', 'hi': 'सी. मॉरिस', 'bn': 'সি. মরিস'}}",False,goal,penalty,right-foot,81,4806,2106,penalty,11.5,50.0,0,53.1,2.5
João Pedro,,,joao-pedro,J. Pedro,F,20,86665,M,joaopedro,975079,"{'nameTranslation': {'ar': 'جواو بيدرو', 'hi': 'जोआओ पेड्रो', 'bn': 'জন পেড্রো'}, 'shortNameTranslation': {'ar': 'ج. بيدرو', 'hi': 'जे. पेड्रो', 'bn': 'জে. পেড্রো'}}",True,goal,penalty,right-foot,71,4219,1519,penalty,11.5,50.0,0,45.9,17.1
Solly March,,,solly-march,S. March,M,7,1260,M,,301288,"{'nameTranslation': {'ar': 'سولي مارتش', 'hi': 'सोली मार्च', 'bn': 'সলি মার্চ'}, 'shortNameTranslation': {'ar': 'س. مارتش', 'hi': 'एस. मार्च', 'bn': 'এস. মার্চ'}}",True,save,assisted,left-foot,63,3766,1066,,11.7,40.0,0,49.8,15.8
Pascal Groß,,,pascal-gross,P. Groß,M,13,4485,M,pascalgross65,48480,"{'nameTranslation': {'ar': 'باسكال غروس', 'hi': 'पास्कल ग्रोस', 'bn': 'প্যাসকেল গ্রোস'}, 'shortNameTranslation': {'ar': 'ب. غروس', 'hi': 'पी. ग्रोस', 'bn': 'পি. গ্রোস'}}",True,post,set-piece,right-foot,52,3100,400,,12.8,19.9,0,55.2,1.9
João Pedro,,,joao-pedro,J. Pedro,F,20,86665,M,joaopedro,975079,"{'nameTranslation': {'ar': 'جواو بيدرو', 'hi': 'जोआओ पेड्रो', 'bn': 'জন পেড্রো'}, 'shortNameTranslation': {'ar': 'ج. بيدرو', 'hi': 'जे. पेड्रो', 'bn': 'জে. পেড্রো'}}",True,block,assisted,right-foot,48,2832,132,,13.2,40.8,0,51.2,19.0
Jan Paul van Hecke,,,jan-paul-van-hecke,J. P. van Hecke,D,6,2983,M,,962012,"{'nameTranslation': {'ar': 'جان بول فان هيك', 'hi': 'जान पॉल वैन हेक', 'bn': 'জান পল ভ্যান হেকে'}, 'shortNameTranslation': {'ar': 'ج. ب. فان هيك', 'hi': 'जे.पी. वैन हेक', 'bn': 'জে. পি. ভ্যান হেকে'}}",True,save,corner,head,47,2778,78,,14.4,48.0,0,53.9,13.9
Carlton Morris,,,carlton-morris,C. Morris,F,9,1084,M,,358222,"{'nameTranslation': {'ar': 'كارلتون موريس', 'hi': 'कार्लटन मॉरिस', 'bn': 'কার্লটন মরিস'}, 'shortNameTranslation': {'ar': 'ك. موريس', 'hi': 'सी. मॉरिस', 'bn': 'সি. মরিস'}}",False,miss,assisted,head,45,2717,17,,7.4,45.1,0,40.8,8.3
Mahmoud Dahoud,,,mahmoud-dahoud,M. Dahoud,M,18,1888,M,,341589,"{'nameTranslation': {'ar': 'محمود داوود', 'hi': 'महमूद दाउद', 'bn': 'মাহমুদ দাহৌদ'}, 'shortNameTranslation': {'ar': 'م. داوود', 'hi': 'एम. दाउद', 'bn': 'এম. দাহৌদ'}}",True,block,regular,right-foot,42,2487,2487,,25.1,52.2,0,51.2,19.0
Danny Welbeck,,,danny-welbeck,D. Welbeck,F,18,4472,M,,33902,"{'nameTranslation': {'ar': 'داني ويلبيك', 'hi': 'डैनी वेल्बेक', 'bn': 'ড্যানি ওয়েলবেক'}, 'shortNameTranslation': {'ar': 'د. ويلبيك', 'hi': 'डी. वेल्बेक', 'bn': 'ডি. ওয়েলবেক'}}",True,block,assisted,right-foot,42,2484,2484,,10.3,47.4,0,50.7,19.0
Pervis Estupiñán,,,pervis-estupinan,P. Estupiñán,D,2,14340,M,pervisestupinan,805465,"{'nameTranslation': {'ar': 'بيرفيس إستوبينيان', 'hi': 'परविस एस्टुपिनान', 'bn': 'পারভিস এস্তুপিনান'}, 'shortNameTranslation': {'ar': 'ب. إستوبينيان', 'hi': 'पी. एस्टुपिनान', 'bn': 'পি. এস্তুপিনান'}}",True,save,assisted,left-foot,40,2392,2392,,26.6,31.0,0,48.8,8.9
Danny Welbeck,,,danny-welbeck,D. Welbeck,F,18,4472,M,,33902,"{'nameTranslation': {'ar': 'داني ويلبيك', 'hi': 'डैनी वेल्बेक', 'bn': 'ড্যানি ওয়েলবেক'}, 'shortNameTranslation': {'ar': 'د. ويلبيك', 'hi': 'डी. वेल्बेक', 'bn': 'ডি. ওয়েলবেক'}}",True,post,assisted,right-foot,39,2281,2281,,13.7,49.5,0,44.8,0.6
Issa Kaboré,,,issa-kabore,I. Kaboré,D,12,17342,M,issa_kabore_29,1006189,"{'nameTranslation': {'ar': 'عيسى كابوري', 'hi': 'इस्सा काबोरे', 'bn': 'ইসা কাবোরে'}, 'shortNameTranslation': {'ar': 'ع. كابوري', 'hi': 'आई. काबोरे', 'bn': 'আই. কাবোরে'}}",False,miss,corner,left-foot,38,2234,2234,,24.2,58.3,0,58.3,69.4
Carlton Morris,,,carlton-morris,C. Morris,F,9,1084,M,,358222,"{'nameTranslation': {'ar': 'كارلتون موريس', 'hi': 'कार्लटन मॉरिस', 'bn': 'কার্লটন মরিস'}, 'shortNameTranslation': {'ar': 'ك. موريس', 'hi': 'सी. मॉरिस', 'bn': 'সি. মরিস'}}",False,save,corner,head,37,2206,2206,,8.8,42.7,0,50.5,3.8
Solly March,,,solly-march,S. March,M,7,1260,M,,301288,"{'nameTranslation': {'ar': 'سولي مارتش', 'hi': 'सोली मार्च', 'bn': 'সলি মার্চ'}, 'shortNameTranslation': {'ar': 'س. مارتش', 'hi': 'एस. मार्च', 'bn': 'এস. মার্চ'}}",True,goal,assisted,head,36,2107,2107,regular,6.1,53.0,0,53.7,20.9
Marvelous Nakamba,,,marvelous-nakamba,M. Nakamba,M,13,1025,M,,556904,"{'nameTranslation': {'ar': 'مارفلوس ناكامبا', 'hi': 'मार्वलस नाकाम्बा', 'bn': 'বিস্ময়কর নাকাম্বা'}, 'shortNameTranslation': {'ar': 'م. ناكامبا', 'hi': 'एम. नाकाम्बा', 'bn': 'এম. নাকাম্বা'}}",False,block,regular,left-foot,34,2036,2036,,24.2,58.3,0,51.8,19.0
Kaoru Mitoma,,,mitoma-kaoru,K. Mitoma,M,22,21430,M,KaoruM,936849,"{'nameTranslation': {'ar': 'ميتوما، كاورو', 'hi': 'मिटोमा, काओरू', 'bn': 'মিতোমা, কাওরু'}, 'shortNameTranslation': {'ar': 'ك. ميتوما', 'hi': 'के. काओरू', 'bn': 'কে. মিতোমা'}}",True,miss,assisted,right-foot,33,1963,1963,,15.2,26.8,0,59.5,41.7
Pelly Ruddock Mpanzu,,,pelly-ruddock-mpanzu,P. R. Mpanzu,M,17,296,M,,387116,"{'nameTranslation': {'ar': 'بيلي رودوك مبانزو', 'hi': 'पेली रुडॉक मपांज़ू', 'bn': 'পেলি রাডক এমপানজু'}, 'shortNameTranslation': {'ar': 'ب. رودوك مبانزو', 'hi': 'पीआर रुडॉक', 'bn': 'পি. আর. এমপানজু'}}",False,block,fast-break,left-foot,29,1684,1684,,12.2,31.2,0,52.3,19.0
Mahmoud Dahoud,,,mahmoud-dahoud,M. Dahoud,M,18,1888,M,,341589,"{'nameTranslation': {'ar': 'محمود داوود', 'hi': 'महमूद दाउद', 'bn': 'মাহমুদ দাহৌদ'}, 'shortNameTranslation': {'ar': 'م. داوود', 'hi': 'एम. दाउद', 'bn': 'এম. দাহৌদ'}}",True,miss,assisted,right-foot,26,1517,1517,,25.1,37.3,0,39.3,88.9
Pelly Ruddock Mpanzu,,,pelly-ruddock-mpanzu,P. R. Mpanzu,M,17,296,M,,387116,"{'nameTranslation': {'ar': 'بيلي رودوك مبانزو', 'hi': 'पेली रुडॉक मपांज़ू', 'bn': 'পেলি রাডক এমপানজু'}, 'shortNameTranslation': {'ar': 'ب. رودوك مبانزو', 'hi': 'पीआर रुडॉक', 'bn': 'পি. আর. এমপানজু'}}",False,miss,fast-break,head,23,1353,1353,,4.1,45.2,0,59.8,13.9
Danny Welbeck,,,danny-welbeck,D. Welbeck,F,18,4472,M,,33902,"{'nameTranslation': {'ar': 'داني ويلبيك', 'hi': 'डैनी वेल्बेक', 'bn': 'ড্যানি ওয়েলবেক'}, 'shortNameTranslation': {'ar': 'د. ويلبيك', 'hi': 'डी. वेल्बेक', 'bn': 'ডি. ওয়েলবেক'}}",True,save,assisted,right-foot,20,1178,1178,,12.0,71.9,0,52.0,6.3
