round,home_team,home_url,away_team,away_url,result,match_url,home_league,away_league
Third Round,Érdi VSE,https://www.transfermarkt.com/erdi-vse/startseite/verein/29431/saison_id/2025,ETO FC,https://www.transfermarkt.com/eto-fc-gyor/startseite/verein/6055/saison_id/2025,0:3,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716576,Unknown,First Tier
Third Round,Majosi SE,https://www.transfermarkt.com/majosi-se/startseite/verein/59528/saison_id/2025,Gödöllő,https://www.transfermarkt.com/godolloi-sk/startseite/verein/49564/saison_id/2025,2:0,https://www.transfermarkt.com/spielbericht/index/spielbericht/4724896,Unknown,Unknown
Third Round,Szolnok,https://www.transfermarkt.com/szolnoki-mav-fc/startseite/verein/5399/saison_id/2025,ESMTK,https://www.transfermarkt.com/erzsebeti-smtk/startseite/verein/22014/saison_id/2025,0:3,https://www.transfermarkt.com/spielbericht/index/spielbericht/4724895,Unknown,Unknown
Third Round,Tiszafüred,https://www.transfermarkt.com/tiszafuredi-vse/startseite/verein/29930/saison_id/2025,Putnok,https://www.transfermarkt.com/putnok-fc/startseite/verein/29766/saison_id/2025,3:2,https://www.transfermarkt.com/spielbericht/index/spielbericht/4724651,Unknown,Unknown
Third Round,VLS Veszprém,https://www.transfermarkt.com/vls-veszprem/startseite/verein/27178/saison_id/2025,Debrecen,https://www.transfermarkt.com/debreceni-vsc/startseite/verein/84/saison_id/2025,0:2,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716577,Unknown,First Tier
Third Round,Salgótarján,https://www.transfermarkt.com/salgotarjani-btc/startseite/verein/7114/saison_id/2025,Tiszakécske,https://www.transfermarkt.com/duna-aszfalt-tiszakecskei-lc/startseite/verein/40173/saison_id/2025,1:4,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716585,Unknown,Second Tier
Third Round,Móri SE,https://www.transfermarkt.com/mor-se/startseite/verein/27775/saison_id/2025,Honvéd,https://www.transfermarkt.com/budapest-honved-fc/startseite/verein/709/saison_id/2025,1:4,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716584,Unknown,Second Tier
Third Round,Iváncsa,https://www.transfermarkt.com/ivancsa-kse/startseite/verein/51232/saison_id/2025,Kazincbarcika,https://www.transfermarkt.com/kazincbarcikai-sc/startseite/verein/24031/saison_id/2025,0:1AET,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716578,Unknown,First Tier
Third Round,Hódmezövásárhely FC,https://www.transfermarkt.com/hodmezovasarhely-fc/startseite/verein/30022/saison_id/2025,Diósgyőr,https://www.transfermarkt.com/diosgyori-vtk/startseite/verein/9241/saison_id/2025,1:3,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716580,Unknown,First Tier
Third Round,Gyulai FC,https://www.transfermarkt.com/gyulai-fc/startseite/verein/28567/saison_id/2025,Mezőkövesd,https://www.transfermarkt.com/mezokovesd-zsory-fc/startseite/verein/24032/saison_id/2025,0:2,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716581,Unknown,Second Tier
Third Round,Nagykanizsa,https://www.transfermarkt.com/fc-nagykanizsa/startseite/verein/30641/saison_id/2025,Kozármisleny,https://www.transfermarkt.com/kozarmisleny-fc/startseite/verein/24023/saison_id/2025,1:2,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716582,Unknown,Second Tier
Third Round,Füzesabony SC,https://www.transfermarkt.com/fuzesabony-sc/startseite/verein/56637/saison_id/2025,Budapesti VSC,https://www.transfermarkt.com/budapesti-vsc/startseite/verein/22516/saison_id/2025,0:4,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716583,Unknown,Second Tier
Third Round,BFC Siófok,https://www.transfermarkt.com/bfc-siofok/startseite/verein/3552/saison_id/2025,MTK Budapest,https://www.transfermarkt.com/mtk-budapest/startseite/verein/634/saison_id/2025,1:7,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716586,Unknown,First Tier
Third Round,Rákospalota,https://www.transfermarkt.com/rakospalotai-eac/startseite/verein/13414/saison_id/2025,Karcagi SE,https://www.transfermarkt.com/karcagi-se/startseite/verein/27399/saison_id/2025,2:4,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716588,Unknown,Second Tier
Third Round,Szarvaskend,https://www.transfermarkt.com/szarvaskend-se/startseite/verein/62450/saison_id/2025,Ferencváros,https://www.transfermarkt.com/ferencvaros-budapest/startseite/verein/279/saison_id/2025,0:15,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716587,Unknown,First Tier
Third Round,Pécsi MFC,https://www.transfermarkt.com/pecsi-mfc/startseite/verein/3233/saison_id/2025,Debreceni EAC,https://www.transfermarkt.com/debreceni-eac/startseite/verein/28779/saison_id/2025,0:2,https://www.transfermarkt.com/spielbericht/index/spielbericht/4724652,Unknown,Unknown
Third Round,Gyirmót FC,https://www.transfermarkt.com/gyirmot-fc-gyor/startseite/verein/22610/saison_id/2025,Csákvár,https://www.transfermarkt.com/aqvital-fc-csakvar/startseite/verein/33524/saison_id/2025,0:1,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716590,Unknown,Second Tier
Third Round,Békéscsaba,https://www.transfermarkt.com/bekescsaba-1912-elore-se/startseite/verein/6049/saison_id/2025,Nyíregyháza,https://www.transfermarkt.com/nyiregyhaza-spartacus/startseite/verein/6058/saison_id/2025,4:2on pens,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716589,Second Tier,First Tier
Third Round,FC Ajka,https://www.transfermarkt.com/fc-ajka/startseite/verein/24012/saison_id/2025,Kisvárda,https://www.transfermarkt.com/kisvarda-fc/startseite/verein/30613/saison_id/2025,3:1,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716592,Second Tier,First Tier
Third Round,Dorog,https://www.transfermarkt.com/dorogi-fc/startseite/verein/27770/saison_id/2025,Szeged,https://www.transfermarkt.com/szeged-csanad-ga/startseite/verein/30660/saison_id/2025,0:2,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716593,Unknown,Second Tier
Third Round,Videoton FC,https://www.transfermarkt.com/mol-fehervar-fc/startseite/verein/11107/saison_id/2025,Szentlőrinc SE,https://www.transfermarkt.com/szentlorinc-se/startseite/verein/30624/saison_id/2025,3:0,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716594,Second Tier,Second Tier
Third Round,Vasas FC,https://www.transfermarkt.com/vasas-fc/startseite/verein/5378/saison_id/2025,Puskás AFC,https://www.transfermarkt.com/puskas-akademia-fc/startseite/verein/37169/saison_id/2025,4:1,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716591,Second Tier,First Tier
Third Round,Kelen SC,https://www.transfermarkt.com/kelen-sc/startseite/verein/54890/saison_id/2025,Tarpa,https://www.transfermarkt.com/tarpa-sc/startseite/verein/49630/saison_id/2025,4:2on pens,https://www.transfermarkt.com/spielbericht/index/spielbericht/4724653,Unknown,Unknown
Third Round,Martfű,https://www.transfermarkt.com/martfui-lse/startseite/verein/84993/saison_id/2025,Dombóvári FC,https://www.transfermarkt.com/dombovari-fc/startseite/verein/56223/saison_id/2025,9:8on pens,https://www.transfermarkt.com/spielbericht/index/spielbericht/4724654,Unknown,Unknown
Third Round,Mezőörs,https://www.transfermarkt.com/mezoors-kse/startseite/verein/100993/saison_id/2025,Komárom,https://www.transfermarkt.com/komaromi-vse/startseite/verein/55049/saison_id/2025,1:0,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731614,Unknown,Unknown
Third Round,Sárvár FC,https://www.transfermarkt.com/sarvar-fc/startseite/verein/26382/saison_id/2025,Pilisi LK,https://www.transfermarkt.com/pilisi-lk/startseite/verein/41719/saison_id/2025,2:5,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731615,Unknown,Unknown
Third Round,Kecskemét,https://www.transfermarkt.com/kecskemeti-te/startseite/verein/12423/saison_id/2025,Újpest FC,https://www.transfermarkt.com/ujpest-fc/startseite/verein/708/saison_id/2025,3:2AET,https://www.transfermarkt.com/spielbericht/index/spielbericht/4716595,Second Tier,First Tier
Fourth Round,Diósgyőr,https://www.transfermarkt.com/diosgyori-vtk/startseite/verein/9241/saison_id/2025,Szeged,https://www.transfermarkt.com/szeged-csanad-ga/startseite/verein/30660/saison_id/2025,2:0,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731627,First Tier,Second Tier
Fourth Round,Martfű,https://www.transfermarkt.com/martfui-lse/startseite/verein/84993/saison_id/2025,Paksi FC,https://www.transfermarkt.com/paksi-fc/startseite/verein/12163/saison_id/2025,1:4,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731616,Unknown,First Tier
Fourth Round,Debreceni EAC,https://www.transfermarkt.com/debreceni-eac/startseite/verein/28779/saison_id/2025,Budapesti VSC,https://www.transfermarkt.com/budapesti-vsc/startseite/verein/22516/saison_id/2025,1:0AET,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731617,Unknown,Second Tier
Fourth Round,Majosi SE,https://www.transfermarkt.com/majosi-se/startseite/verein/59528/saison_id/2025,Videoton FC,https://www.transfermarkt.com/mol-fehervar-fc/startseite/verein/11107/saison_id/2025,0:1,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731618,Unknown,Second Tier
Fourth Round,Kelen SC,https://www.transfermarkt.com/kelen-sc/startseite/verein/54890/saison_id/2025,Kazincbarcika,https://www.transfermarkt.com/kazincbarcikai-sc/startseite/verein/24031/saison_id/2025,0:1,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731619,Unknown,First Tier
Fourth Round,Karcagi SE,https://www.transfermarkt.com/karcagi-se/startseite/verein/27399/saison_id/2025,Csákvár,https://www.transfermarkt.com/aqvital-fc-csakvar/startseite/verein/33524/saison_id/2025,2:3AET,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731623,Second Tier,Second Tier
Fourth Round,Kecskemét,https://www.transfermarkt.com/kecskemeti-te/startseite/verein/12423/saison_id/2025,Tiszafüred,https://www.transfermarkt.com/tiszafuredi-vse/startseite/verein/29930/saison_id/2025,2:1,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731625,Second Tier,Unknown
Fourth Round,FC Ajka,https://www.transfermarkt.com/fc-ajka/startseite/verein/24012/saison_id/2025,Tiszakécske,https://www.transfermarkt.com/duna-aszfalt-tiszakecskei-lc/startseite/verein/40173/saison_id/2025,2:1AET,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731629,Second Tier,Second Tier
Fourth Round,Vasas FC,https://www.transfermarkt.com/vasas-fc/startseite/verein/5378/saison_id/2025,Mezőörs,https://www.transfermarkt.com/mezoors-kse/startseite/verein/100993/saison_id/2025,3:0,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731620,Second Tier,Unknown
Fourth Round,Kozármisleny,https://www.transfermarkt.com/kozarmisleny-fc/startseite/verein/24023/saison_id/2025,ESMTK,https://www.transfermarkt.com/erzsebeti-smtk/startseite/verein/22014/saison_id/2025,2:3on pens,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731624,Second Tier,Unknown
Fourth Round,ETO FC,https://www.transfermarkt.com/eto-fc-gyor/startseite/verein/6055/saison_id/2025,Pilisi LK,https://www.transfermarkt.com/pilisi-lk/startseite/verein/41719/saison_id/2025,9:0,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731622,First Tier,Unknown
Fourth Round,MTK Budapest,https://www.transfermarkt.com/mtk-budapest/startseite/verein/634/saison_id/2025,Mezőkövesd,https://www.transfermarkt.com/mezokovesd-zsory-fc/startseite/verein/24032/saison_id/2025,5:1,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731626,First Tier,Second Tier
Fourth Round,Ferencváros,https://www.transfermarkt.com/ferencvaros-budapest/startseite/verein/279/saison_id/2025,Békéscsaba,https://www.transfermarkt.com/bekescsaba-1912-elore-se/startseite/verein/6049/saison_id/2025,4:0,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731631,First Tier,Second Tier
Fourth Round,III. Kerület,https://www.transfermarkt.com/iii-kerulet-tve-budapest/startseite/verein/26308/saison_id/2025,Soroksár,https://www.transfermarkt.com/soroksar-sc/startseite/verein/14585/saison_id/2025,0:1,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731628,Unknown,Second Tier
Fourth Round,Zalaegerszeg,https://www.transfermarkt.com/zalaegerszegi-te-fc/startseite/verein/1391/saison_id/2025,Budafoki MTE,https://www.transfermarkt.com/budafoki-mte/startseite/verein/28410/saison_id/2025,3:1,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731630,First Tier,Second Tier
Fourth Round,Debrecen,https://www.transfermarkt.com/debreceni-vsc/startseite/verein/84/saison_id/2025,Honvéd,https://www.transfermarkt.com/budapest-honved-fc/startseite/verein/709/saison_id/2025,1:2AET,https://www.transfermarkt.com/spielbericht/index/spielbericht/4731621,First Tier,Second Tier
Round of 16,Debreceni EAC,https://www.transfermarkt.com/debreceni-eac/startseite/verein/28779/saison_id/2025,Soroksár,https://www.transfermarkt.com/soroksar-sc/startseite/verein/14585/saison_id/2025,0:1,https://www.transfermarkt.com/spielbericht/index/spielbericht/4765127,Unknown,Second Tier
Round of 16,FC Ajka,https://www.transfermarkt.com/fc-ajka/startseite/verein/24012/saison_id/2025,Kazincbarcika,https://www.transfermarkt.com/kazincbarcikai-sc/startseite/verein/24031/saison_id/2025,0:1,https://www.transfermarkt.com/spielbericht/index/spielbericht/4765122,Second Tier,First Tier
Round of 16,Honvéd,https://www.transfermarkt.com/budapest-honved-fc/startseite/verein/709/saison_id/2025,ESMTK,https://www.transfermarkt.com/erzsebeti-smtk/startseite/verein/22014/saison_id/2025,2:0,https://www.transfermarkt.com/spielbericht/index/spielbericht/4765120,Second Tier,Unknown
Round of 16,Zalaegerszeg,https://www.transfermarkt.com/zalaegerszegi-te-fc/startseite/verein/1391/saison_id/2025,Vasas FC,https://www.transfermarkt.com/vasas-fc/startseite/verein/5378/saison_id/2025,2:1,https://www.transfermarkt.com/spielbericht/index/spielbericht/4765126,First Tier,Second Tier
Round of 16,Ferencváros,https://www.transfermarkt.com/ferencvaros-budapest/startseite/verein/279/saison_id/2025,Csákvár,https://www.transfermarkt.com/aqvital-fc-csakvar/startseite/verein/33524/saison_id/2025,4:0,https://www.transfermarkt.com/spielbericht/index/spielbericht/4765123,First Tier,Second Tier
Round of 16,MTK Budapest,https://www.transfermarkt.com/mtk-budapest/startseite/verein/634/saison_id/2025,Kecskemét,https://www.transfermarkt.com/kecskemeti-te/startseite/verein/12423/saison_id/2025,1:2,https://www.transfermarkt.com/spielbericht/index/spielbericht/4765125,First Tier,Second Tier
Round of 16,Paksi FC,https://www.transfermarkt.com/paksi-fc/startseite/verein/12163/saison_id/2025,Diósgyőr,https://www.transfermarkt.com/diosgyori-vtk/startseite/verein/9241/saison_id/2025,2:6,https://www.transfermarkt.com/spielbericht/index/spielbericht/4765124,First Tier,First Tier
Round of 16,ETO FC,https://www.transfermarkt.com/eto-fc-gyor/startseite/verein/6055/saison_id/2025,Videoton FC,https://www.transfermarkt.com/mol-fehervar-fc/startseite/verein/11107/saison_id/2025,2:0,https://www.transfermarkt.com/spielbericht/index/spielbericht/4765121,First Tier,Second Tier
Quarter-Finals,ETO FC,https://www.transfermarkt.com/eto-fc-gyor/startseite/verein/6055/saison_id/2025,Kecskemét,https://www.transfermarkt.com/kecskemeti-te/startseite/verein/12423/saison_id/2025,3:1AET,https://www.transfermarkt.com/spielbericht/index/spielbericht/4826743,First Tier,Second Tier
Quarter-Finals,Zalaegerszeg,https://www.transfermarkt.com/zalaegerszegi-te-fc/startseite/verein/1391/saison_id/2025,Soroksár,https://www.transfermarkt.com/soroksar-sc/startseite/verein/14585/saison_id/2025,1:0,https://www.transfermarkt.com/spielbericht/index/spielbericht/4826744,First Tier,Second Tier
Quarter-Finals,Kazincbarcika,https://www.transfermarkt.com/kazincbarcikai-sc/startseite/verein/24031/saison_id/2025,Ferencváros,https://www.transfermarkt.com/ferencvaros-budapest/startseite/verein/279/saison_id/2025,0:5,https://www.transfermarkt.com/spielbericht/index/spielbericht/4826745,First Tier,First Tier
Quarter-Finals,Honvéd,https://www.transfermarkt.com/budapest-honved-fc/startseite/verein/709/saison_id/2025,Diósgyőr,https://www.transfermarkt.com/diosgyori-vtk/startseite/verein/9241/saison_id/2025,1:0,https://www.transfermarkt.com/spielbericht/index/spielbericht/4826746,Second Tier,First Tier
Semi-Finals,Honvéd,https://www.transfermarkt.com/budapest-honved-fc/startseite/verein/709/saison_id/2025,Zalaegerszeg,https://www.transfermarkt.com/zalaegerszegi-te-fc/startseite/verein/1391/saison_id/2025,6:7on pens,https://www.transfermarkt.com/spielbericht/index/spielbericht/4838747,Second Tier,First Tier
Semi-Finals,Ferencváros,https://www.transfermarkt.com/ferencvaros-budapest/startseite/verein/279/saison_id/2025,ETO FC,https://www.transfermarkt.com/eto-fc-gyor/startseite/verein/6055/saison_id/2025,5:4on pens,https://www.transfermarkt.com/spielbericht/index/spielbericht/4838746,First Tier,First Tier
