minute,value
1.0,-5
2.0,-4
3.0,-8
4.0,-15
5.0,-10
6.0,-20
7.0,21
8.0,32
9.0,59
10.0,18
11.0,7
12.0,-33
13.0,-19
14.0,18
15.0,-17
16.0,29
17.0,14
18.0,11
19.0,8
20.0,12
21.0,-5
22.0,-5
23.0,35
24.0,15
25.0,11
26.0,21
27.0,30
28.0,27
29.0,52
30.0,28
31.0,-17
32.0,-54
33.0,-36
34.0,-28
35.0,-43
36.0,-18
37.0,21
38.0,3
39.0,-66
40.0,-62
41.0,-53
42.0,-25
43.0,-10
44.0,20
45.0,9
45.5,14
46.0,-3
47.0,-29
48.0,-14
49.0,-5
50.0,-3
51.0,8
52.0,10
53.0,33
54.0,26
55.0,43
56.0,14
57.0,-54
58.0,-46
59.0,-21
60.0,-18
61.0,34
62.0,30
63.0,23
64.0,15
65.0,100
66.0,75
67.0,55
68.0,60
69.0,40
70.0,2
71.0,12
72.0,24
73.0,25
74.0,25
75.0,45
76.0,30
77.0,-26
78.0,24
79.0,16
80.0,13
81.0,57
82.0,41
83.0,28
84.0,89
85.0,58
86.0,36
87.0,92
88.0,61
89.0,38
90.0,47
90.5,41
