minute,value
1.0,-10
2.0,-45
3.0,-34
4.0,-28
5.0,-14
6.0,-5
7.0,-3
8.0,12
9.0,5
10.0,9
11.0,18
12.0,10
13.0,14
14.0,-21
15.0,-15
16.0,-22
17.0,-15
18.0,-11
19.0,23
20.0,6
21.0,-6
22.0,39
23.0,17
24.0,8
25.0,26
26.0,-33
27.0,-20
28.0,-35
29.0,-24
30.0,-25
31.0,-16
32.0,-12
33.0,29
34.0,13
35.0,-30
36.0,22
37.0,-17
38.0,-14
39.0,-35
40.0,-24
41.0,-32
42.0,-28
43.0,-18
44.0,-50
45.0,-31
45.5,1
46.0,2
47.0,1
48.0,-72
49.0,-8
50.0,-12
51.0,-6
52.0,7
53.0,23
54.0,-23
55.0,13
56.0,2
57.0,-1
58.0,13
59.0,-54
60.0,-22
61.0,-23
62.0,53
63.0,-38
64.0,-18
65.0,-24
66.0,-57
67.0,-99
68.0,-63
69.0,-43
70.0,30
71.0,-7
72.0,-40
73.0,-12
74.0,-18
75.0,-53
76.0,-28
77.0,-31
78.0,-25
79.0,-99
80.0,-100
81.0,-77
82.0,-65
83.0,-47
84.0,-28
85.0,-14
86.0,-16
87.0,-13
88.0,-53
89.0,-36
90.0,-25
90.5,-21
