minute,value
1.0,-8
2.0,-38
3.0,-21
4.0,14
5.0,-2
6.0,13
7.0,41
8.0,33
9.0,59
10.0,42
11.0,25
12.0,15
13.0,18
14.0,66
15.0,45
16.0,41
17.0,34
18.0,30
19.0,80
20.0,64
21.0,100
22.0,90
23.0,57
24.0,51
25.0,26
26.0,-12
27.0,19
28.0,17
29.0,70
30.0,34
31.0,9
32.0,-13
33.0,-19
34.0,-31
35.0,-4
36.0,22
37.0,28
38.0,26
39.0,73
40.0,43
41.0,25
42.0,37
43.0,20
44.0,6
45.0,24
45.5,5
46.0,7
47.0,19
48.0,4
49.0,20
50.0,11
51.0,5
52.0,-30
53.0,-50
54.0,-33
55.0,-22
56.0,-55
57.0,-24
58.0,49
59.0,30
60.0,16
61.0,-27
62.0,-7
63.0,-42
64.0,-22
65.0,-11
66.0,-2
67.0,3
68.0,65
69.0,41
70.0,71
71.0,38
72.0,18
73.0,2
74.0,-5
75.0,20
76.0,15
77.0,16
78.0,56
79.0,47
80.0,30
81.0,21
82.0,15
83.0,9
84.0,26
85.0,31
86.0,22
87.0,16
88.0,19
89.0,-17
90.0,-27
90.5,13
