name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team
Nicolò Zaniolo,,,nicolo-zaniolo,N. Zaniolo,F,10,9354,M,nicolozaniolo,864898,"{'nameTranslation': {'ar': 'نيكولو زانيولو', 'hi': 'निकोलो ज़ेनिओलो', 'bn': 'নিকোলো জানিওলো'}, 'shortNameTranslation': {'ar': 'ن. زانيولو', 'hi': 'एन. ज़ेनिओलो', 'bn': 'এন. জানিওলো'}}",77.428571428571,71.728571428571,7,home
Calum Chambers,,,calum-chambers,C. Chambers,D,12,615,M,,227942,"{'nameTranslation': {'ar': 'كالوم تشامبرز', 'hi': 'कैलम चैम्बर्स', 'bn': 'ক্যালাম চেম্বারস'}, 'shortNameTranslation': {'ar': 'ك. تشامبرز', 'hi': 'सी. चैम्बर्स', 'bn': 'সি. চেম্বারস'}}",59.57,62.93,10,home
Jhon Durán,,,jhon-duran,J. Durán,F,10,30568,M,jaderduran9,974577,"{'nameTranslation': {'ar': 'جون دوران', 'hi': 'जॉन डुरान', 'bn': 'জন ডুরান'}, 'shortNameTranslation': {'ar': 'ج. دوران', 'hi': 'जे. डुरान', 'bn': 'জে. ডুরান'}}",54.0,54.32,10,home
Ollie Watkins,,,ollie-watkins,O. Watkins,F,11,19613,M,OllieWatkins,555386,"{'nameTranslation': {'ar': 'أولي واتكينز', 'hi': 'ओली वॉटकिंस', 'bn': 'অলি ওয়াটকিন্স'}, 'shortNameTranslation': {'ar': 'أ. واتكينز', 'hi': 'ओ. वॉटकिंस', 'bn': 'ও. ওয়াটকিন্স'}}",68.046875,62.296875,32,home
Youri Tielemans,,,youri-tielemans,Y. Tielemans,M,8,9703,M,youritielemans,331737,"{'nameTranslation': {'ar': 'يوري تيليمانس', 'hi': 'यूरी टिएलमान्स', 'bn': 'ইউরি টাইলেম্যানস'}, 'shortNameTranslation': {'ar': 'ي. تيليمانس', 'hi': 'वाई. टिएलमान्स', 'bn': 'ওয়াই. টাইলেম্যানস'}}",43.259183673469,41.595918367347,49,home
Moussa Diaby,,,diaby-moussa,M. Diaby,M,19,7519,M,moussadiaby,855817,"{'nameTranslation': {'ar': 'موسى ديابي', 'hi': 'डायबी, मूसा', 'bn': 'ডায়াবি, মুসা'}, 'shortNameTranslation': {'ar': 'م. ديابي', 'hi': 'एम. डायबी', 'bn': 'এম. ডায়াবি'}}",62.334042553191,39.506382978723,47,home
Ezri Konsa,,,ezri-konsa,E. Konsa,D,4,3125,M,,827679,"{'nameTranslation': {'ar': 'إزري كونسا', 'hi': 'एज़री कोंसा', 'bn': 'ইজরি কনসা'}, 'shortNameTranslation': {'ar': 'إ. كونسا', 'hi': 'ई. कोंसा', 'bn': 'ই. কনসা'}}",45.552173913043,13.308695652174,69,home
John McGinn,,,john-mcginn,J. McGinn,M,7,3796,M,,250223,"{'nameTranslation': {'ar': 'جون ماكجين', 'hi': 'जॉन मैकगिन', 'bn': 'জন ম্যাকগিন'}, 'shortNameTranslation': {'ar': 'ج. ماكجين', 'hi': 'जे. मैकगिन', 'bn': 'জে. ম্যাকগিন'}}",51.934848484848,64.8,66,home
Douglas Luiz,,,douglas-luiz,D. Luiz,M,12,11414,M,Douglas_Luiz,867887,"{'nameTranslation': {'ar': 'دوغلاس لويز', 'hi': 'डगलस लुइज़', 'bn': 'ডগলাস লুই'}, 'shortNameTranslation': {'ar': 'د. لويز', 'hi': 'डी. लुइज़', 'bn': 'ডি. লুইজ'}}",47.970491803279,57.954098360656,61,home
Leon Bailey,,,leon-bailey,L. Bailey,M,31,7430,M,leonbailey,808590,"{'nameTranslation': {'ar': 'ليون بيلي', 'hi': 'लियोन बेली', 'bn': 'লিওন বেইলি'}, 'shortNameTranslation': {'ar': 'ل. بيلي', 'hi': 'एल. बेली', 'bn': 'এল. বেইলি'}}",62.192307692308,28.938461538462,52,home
Emiliano Martínez,,,emiliano-martinez,E. Martínez,G,23,62646,M,EmiMartínez,158263,"{'nameTranslation': {'ar': 'إميليانو مارتينيز', 'hi': 'एमिलियानो मार्टिनेज', 'bn': 'এমিলিয়ানো মার্টিনেজ'}, 'shortNameTranslation': {'ar': 'إ. مارتينيز', 'hi': 'ई. मार्टिनेज', 'bn': 'ই. মার্টিনেজ'}}",12.392753623188,53.25652173913,69,home
Diego Carlos,,,diego-carlos,D. Carlos,D,34,2789,M,,604232,"{'nameTranslation': {'ar': 'دييغو كارلوس', 'hi': 'डिएगो कार्लोस', 'bn': 'দিয়েগো কার্লোস'}, 'shortNameTranslation': {'ar': 'د. كارلوس', 'hi': 'डी. कार्लोस', 'bn': 'ডি. কার্লোস'}}",34.170886075949,37.1,79,home
Lucas Digne,,,lucas-digne,L. Digne,D,12,4445,M,LDigne,96538,"{'nameTranslation': {'ar': 'لوكاس دين', 'hi': 'लुकास डिग्ने', 'bn': 'লুকাস ডিগনে'}, 'shortNameTranslation': {'ar': 'ل. دين', 'hi': 'एल. डिग्ने', 'bn': 'এল. ডিগনে'}}",48.947126436782,86.395402298851,87,home
