minute,value
1.0,-6
2.0,-9
3.0,-12
4.0,24
5.0,14
6.0,8
7.0,41
8.0,18
9.0,-26
10.0,-30
11.0,-22
12.0,-36
13.0,-19
14.0,31
15.0,18
16.0,14
17.0,8
18.0,-6
19.0,49
20.0,18
21.0,36
22.0,21
23.0,-55
24.0,-28
25.0,-32
26.0,21
27.0,-2
28.0,64
29.0,32
30.0,9
31.0,10
32.0,-24
33.0,-22
34.0,-29
35.0,-44
36.0,-84
37.0,-55
38.0,-32
39.0,-25
40.0,-26
41.0,-25
42.0,-22
43.0,-20
44.0,-25
45.0,-90
45.5,-112
46.0,-13
47.0,-16
48.0,-75
49.0,-52
50.0,-47
51.0,-44
52.0,-62
53.0,-55
54.0,-32
55.0,45
56.0,18
57.0,-36
58.0,75
59.0,30
60.0,5
61.0,-8
62.0,2
63.0,-37
64.0,-24
65.0,-2
66.0,78
67.0,36
68.0,2
69.0,-54
70.0,-37
71.0,-100
72.0,-73
73.0,-45
74.0,-27
75.0,-20
76.0,-9
77.0,-9
78.0,-30
79.0,-56
80.0,-20
81.0,-19
82.0,-40
83.0,-29
84.0,-22
85.0,-22
86.0,-33
87.0,-14
88.0,23
89.0,25
90.0,4
90.5,-70
