minute,value
1.0,-9
2.0,-1
3.0,9
4.0,23
5.0,18
6.0,16
7.0,14
8.0,25
9.0,8
10.0,-6
11.0,5
12.0,-5
13.0,8
14.0,81
15.0,58
16.0,40
17.0,22
18.0,3
19.0,-13
20.0,-21
21.0,-10
22.0,14
23.0,12
24.0,-9
25.0,-3
26.0,3
27.0,6
28.0,-11
29.0,-7
30.0,-54
31.0,-40
32.0,-27
33.0,-17
34.0,-21
35.0,-3
36.0,3
37.0,29
38.0,59
39.0,33
40.0,66
41.0,30
42.0,7
43.0,-10
44.0,8
45.0,18
45.5,11
46.0,-4
47.0,-7
48.0,-42
49.0,-57
50.0,-32
51.0,-13
52.0,13
53.0,31
54.0,17
55.0,-15
56.0,-7
57.0,-9
58.0,-10
59.0,-9
60.0,-39
61.0,-18
62.0,27
63.0,2
64.0,5
65.0,8
66.0,8
67.0,46
68.0,21
69.0,-34
70.0,-7
71.0,27
72.0,-16
73.0,-31
74.0,-30
75.0,-30
76.0,-35
77.0,-24
78.0,-47
79.0,-31
80.0,-22
81.0,-20
82.0,-28
83.0,-10
84.0,-2
85.0,7
86.0,-8
87.0,-11
88.0,-18
89.0,-13
90.0,9
90.5,22
