minute,value
1.0,-5
2.0,-6
3.0,-42
4.0,-29
5.0,-20
6.0,-18
7.0,-22
8.0,-58
9.0,-31
10.0,-1
11.0,1
12.0,37
13.0,24
14.0,12
15.0,5
16.0,9
17.0,28
18.0,9
19.0,-6
20.0,-7
21.0,-10
22.0,-14
23.0,-12
24.0,-13
25.0,-13
26.0,-11
27.0,12
28.0,-10
29.0,-23
30.0,-22
31.0,-15
32.0,-7
33.0,11
34.0,10
35.0,100
36.0,88
37.0,72
38.0,46
39.0,13
40.0,-9
41.0,-14
42.0,-22
43.0,-14
44.0,-27
45.0,-16
45.5,44
46.0,-8
47.0,8
48.0,1
49.0,-3
50.0,-6
51.0,-9
52.0,-8
53.0,-6
54.0,18
55.0,13
56.0,100
57.0,58
58.0,43
59.0,28
60.0,42
61.0,42
62.0,36
63.0,77
64.0,62
65.0,27
66.0,27
67.0,21
68.0,47
69.0,-50
70.0,-8
71.0,-2
72.0,9
73.0,-7
74.0,3
75.0,6
76.0,-5
77.0,-3
78.0,-6
79.0,-9
80.0,-3
81.0,6
82.0,-18
83.0,-8
84.0,-6
85.0,65
86.0,35
87.0,23
88.0,8
89.0,-28
90.0,-30
90.5,18
