minute,value
1.0,7
2.0,17
3.0,17
4.0,-12
5.0,-2
6.0,20
7.0,6
8.0,-31
9.0,-19
10.0,-14
11.0,-12
12.0,-14
13.0,-14
14.0,-13
15.0,-32
16.0,-33
17.0,-46
18.0,-54
19.0,57
20.0,17
21.0,-29
22.0,-9
23.0,-6
24.0,-11
25.0,-23
26.0,-9
27.0,30
28.0,17
29.0,61
30.0,36
31.0,20
32.0,8
33.0,-25
34.0,-24
35.0,-20
36.0,-34
37.0,34
38.0,3
39.0,-7
40.0,-8
41.0,53
42.0,12
43.0,1
44.0,-47
45.0,-34
45.5,-11
46.0,-1
47.0,6
48.0,-35
49.0,-19
50.0,-12
51.0,-8
52.0,-19
53.0,-74
54.0,-43
55.0,-13
56.0,21
57.0,12
58.0,31
59.0,-28
60.0,13
61.0,-6
62.0,-10
63.0,-28
64.0,-14
65.0,-9
66.0,-2
67.0,31
68.0,21
69.0,25
70.0,42
71.0,31
72.0,26
73.0,34
74.0,16
75.0,-28
76.0,44
77.0,15
78.0,5
79.0,-19
80.0,-17
81.0,-18
82.0,17
83.0,-15
84.0,18
85.0,-10
86.0,-19
87.0,-30
88.0,-10
89.0,-34
90.0,-12
90.5,-2
