minute,value
1.0,-2
2.0,2
3.0,3
4.0,54
5.0,96
6.0,56
7.0,73
8.0,41
9.0,15
10.0,-6
11.0,-6
12.0,-12
13.0,-27
14.0,-25
15.0,-21
16.0,-74
17.0,-39
18.0,34
19.0,7
20.0,8
21.0,16
22.0,66
23.0,48
24.0,67
25.0,21
26.0,6
27.0,-55
28.0,-59
29.0,-27
30.0,-25
31.0,-20
32.0,15
33.0,9
34.0,56
35.0,29
36.0,13
37.0,13
38.0,15
39.0,16
40.0,18
41.0,16
42.0,37
43.0,18
44.0,7
45.0,19
45.5,36
46.0,5
47.0,20
48.0,-15
49.0,4
50.0,4
51.0,16
52.0,3
53.0,16
54.0,6
55.0,-4
56.0,-6
57.0,-41
58.0,-25
59.0,-42
60.0,-24
61.0,-11
62.0,-7
63.0,25
64.0,40
65.0,17
66.0,-45
67.0,-28
68.0,-13
69.0,38
70.0,19
71.0,16
72.0,12
73.0,8
74.0,3
75.0,6
76.0,1
77.0,-3
78.0,-31
79.0,-22
80.0,-16
81.0,-14
82.0,-11
83.0,-33
84.0,-22
85.0,-16
86.0,-12
87.0,-48
88.0,-40
89.0,-31
90.0,-51
90.5,-66
