minute,value
1.0,3
2.0,5
3.0,6
4.0,8
5.0,7
6.0,-6
7.0,-1
8.0,-35
9.0,-23
10.0,-16
11.0,-11
12.0,-54
13.0,-18
14.0,20
15.0,3
16.0,1
17.0,3
18.0,-25
19.0,22
20.0,9
21.0,67
22.0,77
23.0,52
24.0,59
25.0,71
26.0,43
27.0,40
28.0,68
29.0,43
30.0,8
31.0,76
32.0,48
33.0,30
34.0,23
35.0,20
36.0,11
37.0,91
38.0,66
39.0,33
40.0,-32
41.0,40
42.0,13
43.0,1
44.0,1
45.0,3
45.5,-19
46.0,5
47.0,4
48.0,13
49.0,19
50.0,7
51.0,12
52.0,15
53.0,16
54.0,17
55.0,18
56.0,61
57.0,46
58.0,57
59.0,40
60.0,51
61.0,28
62.0,17
63.0,9
64.0,6
65.0,3
66.0,-7
67.0,-51
68.0,-58
69.0,-34
70.0,-74
71.0,-39
72.0,-18
73.0,-8
74.0,-18
75.0,-6
76.0,7
77.0,-8
78.0,-3
79.0,2
80.0,3
81.0,-19
82.0,-6
83.0,-4
84.0,5
85.0,-10
86.0,-2
87.0,5
88.0,-4
89.0,31
90.0,23
90.5,-3
