minute,value
1.0,8
2.0,13
3.0,16
4.0,26
5.0,23
6.0,55
7.0,40
8.0,27
9.0,23
10.0,22
11.0,18
12.0,29
13.0,16
14.0,42
15.0,24
16.0,21
17.0,18
18.0,81
19.0,36
20.0,16
21.0,11
22.0,9
23.0,31
24.0,21
25.0,17
26.0,16
27.0,46
28.0,32
29.0,71
30.0,61
31.0,47
32.0,42
33.0,64
34.0,44
35.0,66
36.0,41
37.0,20
38.0,49
39.0,29
40.0,11
41.0,11
42.0,38
43.0,71
44.0,39
45.0,39
45.5,-16
46.0,2
47.0,3
48.0,4
49.0,4
50.0,4
51.0,4
52.0,-10
53.0,-4
54.0,-2
55.0,4
56.0,13
57.0,9
58.0,6
59.0,66
60.0,40
61.0,24
62.0,15
63.0,-41
64.0,41
65.0,16
66.0,15
67.0,22
68.0,36
69.0,24
70.0,20
71.0,17
72.0,15
73.0,31
74.0,15
75.0,-25
76.0,-12
77.0,-7
78.0,-11
79.0,-2
80.0,2
81.0,-9
82.0,-50
83.0,-24
84.0,31
85.0,10
86.0,6
87.0,1
88.0,10
89.0,41
90.0,33
90.5,51
