name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,firstName,lastName,sofascoreId
Vitinho,vitinho,Vitinho,D,2,3443,M,914477,"{'nameTranslation': {'ar': 'فيتينيو', 'hi': 'विटिन्हो', 'bn': 'ভিতিনহো'}, 'shortNameTranslation': {'ar': 'فيتينيو', 'hi': 'विटिन्हो', 'bn': 'ভিতিনহো'}}",True,block,assisted,right-foot,90,5565,165,,22.1,58.4,0,49.4,19.0,,,
Wilson Odobert,wilson-odobert,W. Odobert,F,28,4085,M,1142679,"{'nameTranslation': {'ar': 'ويلسون أودوبيرت', 'hi': 'विल्सन ओडोबर्ट', 'bn': 'উইলসন ওডোবার্ট'}, 'shortNameTranslation': {'ar': 'و. أودوبيرت', 'hi': 'डब्लू. ओडोबर्ट', 'bn': 'ডব্লিউ. ওডোবার্ট'}}",True,miss,assisted,right-foot,88,5223,2523,,15.2,45.7,0,37.0,26.4,,,
Jóhann Guðmundsson,johann-gudmundsson,J. Guðmundsson,M,7,389,M,49805,"{'nameTranslation': {'ar': 'يوهان غودموندسون', 'hi': 'जोहान गुडमंडसन', 'bn': 'জন গুডমুন্ডসন'}, 'shortNameTranslation': {'ar': 'ي. غودموندسون', 'hi': 'जे. गुडमंडसन', 'bn': 'জে. গুডমন্ডসন'}}",True,save,assisted,left-foot,82,4873,2173,,13.6,67.8,0,51.0,17.1,,,
Vitinho,vitinho,Vitinho,D,2,3443,M,914477,"{'nameTranslation': {'ar': 'فيتينيو', 'hi': 'विटिन्हो', 'bn': 'ভিতিনহো'}, 'shortNameTranslation': {'ar': 'فيتينيو', 'hi': 'विटिन्हो', 'bn': 'ভিতিনহো'}}",True,miss,assisted,left-foot,78,4622,1922,,14.6,67.5,0,62.5,63.9,,,
Anthony Elanga,anthony-elanga,A. Elanga,M,20,10539,M,979232,"{'nameTranslation': {'ar': 'أنتوني إلانغا', 'hi': 'एंथनी एलंगा', 'bn': 'অ্যান্টনি এলাঙ্গা'}, 'shortNameTranslation': {'ar': 'أ. إلانغا', 'hi': 'ए. एलंगा', 'bn': 'এ. এলাঙ্গা'}}",False,save,fast-break,right-foot,77,4576,1876,,15.6,34.8,0,50.0,5.7,,,anthonyelanga
Wilson Odobert,wilson-odobert,W. Odobert,F,28,4085,M,1142679,"{'nameTranslation': {'ar': 'ويلسون أودوبيرت', 'hi': 'विल्सन ओडोबर्ट', 'bn': 'উইলসন ওডোবার্ট'}, 'shortNameTranslation': {'ar': 'و. أودوبيرت', 'hi': 'डब्लू. ओडोबर्ट', 'bn': 'ডব্লিউ. ওডোবার্ট'}}",True,block,assisted,right-foot,76,4520,1820,,21.5,21.8,0,45.4,19.0,,,
Josh Cullen,cullen-josh,J. Cullen,M,24,937,M,792122,"{'nameTranslation': {'ar': 'كولين، جوش', 'hi': 'कुलेन, जोश', 'bn': 'কুলেন, জোশ'}, 'shortNameTranslation': {'ar': 'ج. كولين', 'hi': 'जे. कुलेन', 'bn': 'জে. কুলেন'}}",True,goal,assisted,left-foot,72,4281,1581,regular,22.6,50.7,0,53.6,7.0,,,
Vitinho,vitinho,Vitinho,D,2,3443,M,914477,"{'nameTranslation': {'ar': 'فيتينيو', 'hi': 'विटिन्हो', 'bn': 'ভিতিনহো'}, 'shortNameTranslation': {'ar': 'فيتينيو', 'hi': 'विटिन्हो', 'bn': 'ভিতিনহো'}}",True,block,assisted,right-foot,70,4185,1485,,25.4,54.3,0,45.5,19.0,,,
Murillo,murillo,Murillo,D,5,9796,M,1199282,"{'nameTranslation': {'ar': 'موريو', 'hi': 'मुरिलो', 'bn': 'মুরিলো'}, 'shortNameTranslation': {'ar': 'موريو', 'hi': 'मुरिलो', 'bn': 'মুরিলো'}}",False,save,set-piece,left-foot,66,3941,1241,,21.4,71.8,0,53.0,6.3,Murillo,,murillosantiago40
Murillo,murillo,Murillo,D,5,9796,M,1199282,"{'nameTranslation': {'ar': 'موريو', 'hi': 'मुरिलो', 'bn': 'মুরিলো'}, 'shortNameTranslation': {'ar': 'موريو', 'hi': 'मुरिलो', 'bn': 'মুরিলো'}}",False,miss,corner,left-foot,64,3798,1098,,10.3,35.2,0,35.0,2.8,Murillo,,murillosantiago40
Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,6717,M,865912,"{'nameTranslation': {'ar': 'مورغان غيبز-وايت', 'hi': 'मॉर्गन गिब्स-व्हाइट', 'bn': 'মরগান গিবস-হোয়াইট'}, 'shortNameTranslation': {'ar': 'م. غيبز-وايت', 'hi': 'एम. गिब्स-व्हाइट', 'bn': 'এম. গিবস-হোয়াইট'}}",False,block,assisted,right-foot,63,3734,1034,,13.0,45.2,0,47.0,19.0,,,Morgangibbs27
Wilson Odobert,wilson-odobert,W. Odobert,F,28,4085,M,1142679,"{'nameTranslation': {'ar': 'ويلسون أودوبيرت', 'hi': 'विल्सन ओडोबर्ट', 'bn': 'উইলসন ওডোবার্ট'}, 'shortNameTranslation': {'ar': 'و. أودوبيرت', 'hi': 'डब्लू. ओडोबर्ट', 'bn': 'ডব্লিউ. ওডোবার্ট'}}",True,miss,assisted,right-foot,61,3619,919,,19.9,32.6,0,38.3,56.9,,,
Chris Wood,chris-wood,C. Wood,F,11,7744,M,50480,"{'nameTranslation': {'ar': 'كريس وود', 'hi': 'क्रिस वुड', 'bn': 'ক্রিস উড'}, 'shortNameTranslation': {'ar': 'ك. وود', 'hi': 'सी. वुड', 'bn': 'সি. উড'}}",False,miss,fast-break,right-foot,55,3294,594,,15.0,59.9,0,50.1,68.1,,,wodsy39
