minute,value
1.0,3
2.0,-41
3.0,-16
4.0,-2
5.0,17
6.0,45
7.0,37
8.0,29
9.0,19
10.0,20
11.0,20
12.0,4
13.0,-8
14.0,-46
15.0,-24
16.0,-15
17.0,-39
18.0,-18
19.0,17
20.0,13
21.0,23
22.0,22
23.0,47
24.0,48
25.0,45
26.0,78
27.0,48
28.0,44
29.0,18
30.0,-15
31.0,-5
32.0,6
33.0,23
34.0,52
35.0,34
36.0,22
37.0,10
38.0,13
39.0,16
40.0,41
41.0,33
42.0,15
43.0,17
44.0,27
45.0,44
45.5,35
46.0,3
47.0,-49
48.0,-15
49.0,-25
50.0,25
51.0,35
52.0,26
53.0,25
54.0,19
55.0,-50
56.0,-39
57.0,-17
58.0,-5
59.0,5
60.0,15
61.0,43
62.0,9
63.0,3
64.0,-34
65.0,-50
66.0,-24
67.0,-28
68.0,-10
69.0,13
70.0,-20
71.0,38
72.0,68
73.0,32
74.0,28
75.0,27
76.0,47
77.0,25
78.0,49
79.0,36
80.0,28
81.0,30
82.0,25
83.0,60
84.0,42
85.0,16
86.0,16
87.0,16
88.0,36
89.0,29
90.0,44
90.5,9
