id,match_id,map,home_team_score,away_team_score,has_statistics,has_rounds,has_lineups
217211,215894,,,,False,True,True
217218,215894,,,,False,False,False
125115,91308,Nuke,19,15,False,True,True
125117,91308,Train,16,5,False,True,True
125116,91308,Dust2,17,19,False,True,True
125129,91313,Nuke,13,16,False,True,True
125126,91313,Dust2,11,16,False,True,True
125196,91344,Inferno,19,15,False,True,True
125191,91344,Dust2,11,16,False,True,True
125192,91344,Nuke,16,12,False,True,True
125197,91345,Inferno,11,16,False,True,True
125193,91345,Nuke,16,9,False,True,True
125200,91345,Vertigo,16,4,False,True,True
125240,91371,Vertigo,19,16,False,True,True
125241,91371,Nuke,13,16,False,True,True
125242,91371,Inferno,16,5,False,True,True
125246,91372,Nuke,11,16,False,True,True
125244,91372,Mirage,10,16,False,True,True
151777,106221,,,,False,False,False
151778,106221,,,,False,False,False
151779,106221,,,,False,False,False
151782,106223,,,,False,False,False
151783,106223,,,,False,False,False
151784,106223,,,,False,False,False
151861,106264,,,,False,False,False
151862,106264,,,,False,False,False
151867,106265,,,,False,False,False
151868,106265,,,,False,False,False
152041,106354,,,,False,False,False
152042,106354,,,,False,False,False
152038,106355,,,,False,False,False
152039,106355,,,,False,False,False
152040,106355,,,,False,False,False
140324,99795,,,,False,False,False
140411,99850,,,,False,False,False
140501,99905,,,,False,False,False
140503,99908,,,,False,False,False
140594,99966,,,,False,False,False
140592,99967,,,,False,False,False
140322,99792,,,,False,False,False
140327,99797,,,,False,False,False
140418,99855,,,,False,False,False
140419,99856,,,,False,False,False
140505,99911,,,,False,False,False
140600,99971,,,,False,False,False
84408,67802,Mirage,16,12,False,True,True
84409,67802,Nuke,6,16,False,True,True
84410,67802,Inferno,16,7,False,True,True
84411,67803,Nuke,12,16,False,True,True
84412,67803,Inferno,16,11,False,True,True
84413,67803,Mirage,16,7,False,True,True
84467,67836,Inferno,16,7,False,True,True
84468,67836,Nuke,16,6,False,True,True
84470,67837,Overpass,12,16,False,True,True
84472,67837,Nuke,16,13,False,True,True
84473,67837,Inferno,16,12,False,True,True
84476,67839,Mirage,19,15,False,True,True
84477,67839,Nuke,16,4,False,True,True
84542,67875,Dust2,16,11,False,True,True
84543,67875,Inferno,16,9,False,True,True
84544,67876,Inferno,13,16,False,True,True
84545,67876,Mirage,16,4,False,True,True
84546,67876,Overpass,16,11,False,True,True
84547,67877,Mirage,16,10,False,True,True
84548,67877,Nuke,5,16,False,True,True
84549,67877,Dust2,16,9,False,True,True
84620,67918,Inferno,11,16,False,True,True
84621,67918,Mirage,16,14,False,True,True
84623,67918,Overpass,12,16,False,True,True
84627,67921,Nuke,22,18,False,True,True
84628,67921,Dust2,14,16,False,True,True
84629,67921,Inferno,16,11,False,True,True
84738,67984,Mirage,16,14,False,True,True
84739,67984,Nuke,16,13,False,True,True
84740,67985,Dust2,16,4,False,True,True
84741,67985,Nuke,16,11,False,True,True
84742,67986,Nuke,7,16,False,True,True
84743,67986,Overpass,16,19,False,True,True
84882,68070,Mirage,16,10,False,True,True
84883,68070,Dust2,16,7,False,True,True
101915,77982,Mirage,16,9,False,True,True
101916,77982,Dust2,13,16,False,True,True
101917,77982,Nuke,16,13,False,True,True
101918,77983,Dust2,16,12,False,True,True
101919,77983,Mirage,16,11,False,True,True
102042,78058,Dust2,16,14,False,True,True
102043,78058,Ancient,7,16,False,True,True
102045,78058,Mirage,16,7,False,True,True
102047,78059,Dust2,11,16,False,True,True
102048,78059,Nuke,16,13,False,True,True
102049,78059,Inferno,17,19,False,True,True
102162,78125,Dust2,16,10,False,True,True
102163,78125,Inferno,16,12,False,True,True
102167,78126,Vertigo,11,16,False,True,True
102168,78126,Nuke,16,9,False,True,True
102169,78126,Mirage,16,11,False,True,True
102275,78189,Mirage,16,12,False,True,True
102277,78189,Vertigo,16,13,False,True,True
102400,78268,Overpass,11,16,False,True,True
102402,78268,Dust2,12,16,False,True,True
102399,78269,Ancient,9,16,False,True,True
102401,78269,Dust2,16,14,False,True,True
102403,78269,Mirage,16,14,False,True,True
102405,78271,Ancient,16,10,False,True,True
102407,78271,Inferno,12,16,False,True,True
102408,78271,Nuke,16,5,False,True,True
102409,78273,Dust2,2,16,False,True,True
102410,78273,Inferno,14,16,False,True,True
102552,78362,Mirage,10,16,False,True,True
102553,78362,Ancient,9,16,False,True,True
102556,78364,Dust2,11,16,False,True,True
102557,78364,Mirage,16,7,False,True,True
