minute,value
1.0,-2
2.0,-24
3.0,-16
4.0,-12
5.0,10
6.0,-9
7.0,102
8.0,39
9.0,10
10.0,-6
11.0,7
12.0,5
13.0,28
14.0,36
15.0,24
16.0,63
17.0,39
18.0,45
19.0,12
20.0,27
21.0,30
22.0,12
23.0,25
24.0,14
25.0,51
26.0,30
27.0,20
28.0,38
29.0,24
30.0,22
31.0,34
32.0,31
33.0,45
34.0,24
35.0,3
36.0,-25
37.0,-27
38.0,-24
39.0,-12
40.0,-29
41.0,27
42.0,30
43.0,1
44.0,-10
45.0,-13
45.5,7
46.0,-8
47.0,-37
48.0,-25
49.0,-25
50.0,-18
51.0,-17
52.0,12
53.0,-4
54.0,-4
55.0,-5
56.0,-19
57.0,-19
58.0,-39
59.0,-30
60.0,-45
61.0,-16
62.0,-68
63.0,-44
64.0,-32
65.0,-100
66.0,-77
67.0,-45
68.0,-45
69.0,-32
70.0,-16
71.0,-6
72.0,-7
73.0,53
74.0,22
75.0,10
76.0,2
77.0,-15
78.0,-16
79.0,-13
80.0,-11
81.0,-10
82.0,-36
83.0,-15
84.0,-1
85.0,-6
86.0,-9
87.0,-9
88.0,-12
89.0,22
90.0,-12
90.5,-86
