minute,value
1.0,1
2.0,2
3.0,2
4.0,21
5.0,35
6.0,19
7.0,13
8.0,13
9.0,24
10.0,-20
11.0,-3
12.0,-24
13.0,-17
14.0,-30
15.0,32
16.0,21
17.0,38
18.0,44
19.0,28
20.0,29
21.0,19
22.0,13
23.0,9
24.0,64
25.0,35
26.0,15
27.0,36
28.0,28
29.0,26
30.0,9
31.0,-10
32.0,-44
33.0,-21
34.0,33
35.0,55
36.0,8
37.0,11
38.0,16
39.0,68
40.0,46
41.0,73
42.0,47
43.0,50
44.0,29
45.0,-18
45.5,-40
46.0,-3
47.0,-10
48.0,13
49.0,13
50.0,11
51.0,44
52.0,30
53.0,39
54.0,45
55.0,-61
56.0,-21
57.0,-16
58.0,-14
59.0,-7
60.0,13
61.0,10
62.0,87
63.0,44
64.0,58
65.0,62
66.0,36
67.0,82
68.0,48
69.0,12
70.0,9
71.0,-34
72.0,-18
73.0,-7
74.0,-34
75.0,-17
76.0,-4
77.0,66
78.0,43
79.0,55
80.0,38
81.0,27
82.0,17
83.0,50
84.0,67
85.0,51
86.0,22
87.0,38
88.0,18
89.0,-48
90.0,-43
90.5,47
