Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,GM,xG Diff,Goal,xGOT,NPxG,ExpG,ShtIncBl,Touches_in_Op_Box_%,TouchOpBox,TchsA3%,TchsA3,FldTilt,Poss%,PsCmp,PsAtt,Touches,PPDA,HighTurnovers,Sequences start D3 end A3,DirectSpeed,AvgSeqPass,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
95,339wxbt07ltnva7hop6m5o477,497,Switzerland,Switzerland,SUI,Switzerland,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.55,2,1.17,1.11,1.11,6,2.2%,14,12.6%,79,41.8%,54.9%,369,443,627,8.17,7,6,1.15,3.9,497,3,SUI vs CAN,true,false,true,false,false,2026-06-24,5irko4jg9o9ixmfz8cu3oxjpw,eg7vduna0h3vis1wd47s41za7,597,597,Switzerland,Canada,CAN,2,1,Played,W 2-1,2608291,SUI vs CAN (2026-06-24)
95,ajab3nmpoltsoeqcuoyi4pwzx,614,Brazil,Brazil,BRA,Brazil,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,3.29,3,4.80,4.33,4.33,21,4.5%,35,20.7%,161,59.0%,53.7%,564,605,777,24.31,7,11,1.06,6.3,614,3,SCO vs BRA,false,true,true,false,false,2026-06-24,spvh4xw4rpclalcf1jhsrv2s,bcllqlzvj9j7opjene2zvran7,115,115,Brazil,Scotland,SCO,3,0,Played,W 3-0,2608293,SCO vs BRA (2026-06-24)
95,151psmk1h1c846f2lqmflkx75,1327,Haiti,Haiti,HAI,Haiti,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-2.54,2,0.49,1.22,1.22,9,2.0%,9,13.5%,62,19.6%,31.2%,198,247,460,9.38,4,7,1.13,2.4,1327,3,MAR vs HAI,false,true,false,false,true,2026-06-24,1r744e2q8r9lfwjz888dzxmac,avggs3u2b5cu8i1dnzknhth52,1057,1057,Haiti,Morocco,MAR,2,4,Played,L 2-4,2608294,MAR vs HAI (2026-06-24)
95,bcllqlzvj9j7opjene2zvran7,115,Scotland,Scotland,SCO,Scotland,#0000CC,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-3.29,0,1.23,1.04,1.04,14,4.0%,27,18.7%,125,41.0%,46.3%,450,500,668,26.38,3,9,1.34,4.7,115,3,SCO vs BRA,true,false,false,false,true,2026-06-24,spvh4xw4rpclalcf1jhsrv2s,ajab3nmpoltsoeqcuoyi4pwzx,614,614,Scotland,Brazil,BRA,0,3,Played,L 0-3,2608293,SCO vs BRA (2026-06-24)
95,o5iztj2zl6b0v6ed9q5m7p1k,537,Bosnia-Herzegovina,Bosnia-Herzegovina,BIH,Bosnia,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.10,3,0.96,0.68,0.68,14,3.0%,20,20.6%,139,48.1%,54.0%,452,515,675,18.16,11,7,1.01,4.5,537,3,BIH vs QAT,true,false,true,false,false,2026-06-24,6eub9tlno07el5y4ajvumqqdw,ea68amhsn28ijs7bzjuzeqrz6,1873,1873,Bosnia-Herzegovina,Qatar,QAT,3,1,Played,W 3-1,2608292,BIH vs QAT (2026-06-24)
95,dd4ko7d3muqheb54u1s9k39p3,1222,Congo DR,Congo DR,COD,Congo DR,#0000ff,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.61,0,0.08,0.37,0.37,7,2.2%,10,16.2%,74,30.1%,37.3%,226,299,457,13.78,7,6,1.67,2.8,1222,2,COL vs COD,false,true,false,false,true,2026-06-24,csme1qixbyobvbac3o0td9uz8,7km4szeh6fs5bbdgypshh0snd,832,832,Congo DR,Colombia,COL,0,1,Played,L 0-1,2608286,COL vs COD (2026-06-24)
95,avggs3u2b5cu8i1dnzknhth52,1057,Morocco,Morocco,MAR,Morocco,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,2.54,4,4.81,3.76,3.76,22,6.1%,46,29.3%,222,80.4%,68.8%,477,541,757,7.82,16,12,1.08,4.0,1057,3,MAR vs HAI,true,false,true,false,false,2026-06-24,1r744e2q8r9lfwjz888dzxmac,151psmk1h1c846f2lqmflkx75,1327,1327,Morocco,Haiti,HAI,4,2,Played,W 4-2,2608294,MAR vs HAI (2026-06-24)
105,39d8zamp9tvg3wc51jxc2a1c0,1221,Côte d'Ivoire,Côte d'Ivoire,CIV,Côte d'Ivoire,#FF9900,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.81,2,1.86,1.31,1.31,7,2.7%,22,20.9%,168,64.7%,62.9%,558,624,802,9.79,8,3,0.86,4.9,1221,3,CUW vs CIV,false,true,true,false,false,2026-06-25,2kh760gcb6c4liigtebtxtus4,3csexoalt9hfesmo2p4619ga4,6512,6512,Côte d'Ivoire,Curaçao,CUW,2,0,Played,W 2-0,2608298,CUW vs CIV (2026-06-25)
105,3l2t2db0c5ow2f7s7bhr6mij4,357,Germany,Germany,GER,Germany,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.62,1,0.95,0.65,0.65,11,2.5%,20,24.1%,191,56.1%,60.9%,517,592,793,11.23,8,15,1.22,4.3,357,3,ECU vs GER,false,true,false,false,true,2026-06-25,1ela50pkr7ho1l8kbj6a1di50,2j2402oabiovxw24cnjk9m369,830,830,Germany,Ecuador,ECU,1,2,Played,L 1-2,2608297,ECU vs GER (2026-06-25)
105,4w1ktgu1nbbgqfe3ssbb4fg5v,361,Sweden,Sweden,SWE,Sweden,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.57,1,1.16,0.64,0.64,11,2.3%,13,26.0%,148,54.5%,48.0%,312,395,570,21.56,5,2,0.97,3.0,361,3,JPN vs SWE,false,true,false,true,false,2026-06-25,83o3gqwqwt5c9jskxmcpqjvv8,6duaxcbrofil112qfq4v895go,1266,1266,Sweden,Japan,JPN,1,1,Played,T 1-1,2608300,JPN vs SWE (2026-06-25)
105,1yghbv1c71b37eenutbwnvvq,1041,Korea Republic,Korea Republic,KOR,Korea Rep,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.25,0,1.42,0.90,0.90,8,2.0%,18,26.6%,237,74.8%,68.6%,641,719,890,20.00,11,14,1.01,5.9,1041,3,RSA vs KOR,false,true,false,false,true,2026-06-25,ec5p7nsiix511225m4yfqt250,xmip8t9f2kefltjkraxzsxl9,522,522,Korea Republic,South Africa,RSA,0,1,Played,L 0-1,2608290,RSA vs KOR (2026-06-25)
105,657oha8nkne1ybba2bouzkbo7,366,Netherlands,Netherlands,NED,Netherlands,#FF6600,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.22,3,2.22,1.85,1.85,20,5.3%,44,33.4%,276,77.9%,70.9%,602,647,826,6.59,15,14,1.35,5.5,366,3,TUN vs NED,false,true,true,false,false,2026-06-25,77okx4j2kol5e0806b6xf74lw,ctp7ovvf34m7fzshua9ogbr6i,1224,1224,Netherlands,Tunisia,TUN,3,1,Played,W 3-1,2608299,TUN vs NED (2026-06-25)
105,70tnqyqn871jwlk26gtjw7knm,367,Czechia,Czechia,CZE,Czechia,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.22,0,0.13,0.53,0.53,13,2.5%,14,19.0%,108,40.0%,51.8%,333,398,567,14.20,7,5,1.17,3.4,367,3,CZE vs MEX,true,false,false,false,true,2026-06-25,d7gajq1bxb1xtvqbuxivlk4r8,4vofb84dzb5fyc81n2ssws6ah,659,659,Czechia,Mexico,MEX,0,3,Played,L 0-3,2608289,CZE vs MEX (2026-06-25)
105,4vofb84dzb5fyc81n2ssws6ah,659,Mexico,Mexico,MEX,Mexico,#009933,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.22,3,2.35,1.74,1.74,11,2.7%,15,24.4%,135,60.0%,48.2%,330,386,553,15.13,4,7,1.28,3.7,659,3,CZE vs MEX,false,true,true,false,false,2026-06-25,d7gajq1bxb1xtvqbuxivlk4r8,70tnqyqn871jwlk26gtjw7knm,367,367,Mexico,Czechia,CZE,3,0,Played,W 3-0,2608289,CZE vs MEX (2026-06-25)
105,2j2402oabiovxw24cnjk9m369,830,Ecuador,Ecuador,ECU,Ecuador,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.62,2,1.63,1.27,1.27,7,3.1%,18,24.3%,142,43.9%,39.1%,312,378,585,12.73,11,8,1.28,3.0,830,3,ECU vs GER,true,false,true,false,false,2026-06-25,1ela50pkr7ho1l8kbj6a1di50,3l2t2db0c5ow2f7s7bhr6mij4,357,357,Ecuador,Germany,GER,2,1,Played,W 2-1,2608297,ECU vs GER (2026-06-25)
105,6duaxcbrofil112qfq4v895go,1266,Japan,Japan,JPN,Japan,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.57,1,1.27,1.21,1.21,8,1.8%,11,18.0%,111,45.5%,52.0%,378,445,618,11.15,5,7,0.96,4.2,1266,3,JPN vs SWE,true,false,false,true,false,2026-06-25,83o3gqwqwt5c9jskxmcpqjvv8,4w1ktgu1nbbgqfe3ssbb4fg5v,361,361,Japan,Sweden,SWE,1,1,Played,T 1-1,2608300,JPN vs SWE (2026-06-25)
105,ctp7ovvf34m7fzshua9ogbr6i,1224,Tunisia,Tunisia,TUN,Tunisia,#ed001a,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.22,1,0.94,0.62,0.62,10,2.5%,11,16.9%,73,22.1%,29.1%,199,258,433,57.17,4,11,1.70,2.5,1224,3,TUN vs NED,true,false,false,false,true,2026-06-25,77okx4j2kol5e0806b6xf74lw,657oha8nkne1ybba2bouzkbo7,366,366,Tunisia,Netherlands,NED,1,3,Played,L 1-3,2608299,TUN vs NED (2026-06-25)
105,3csexoalt9hfesmo2p4619ga4,6512,Curaçao,Curaçao,CUW,Curaçao,,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.81,0,0.06,0.50,0.50,11,3.3%,18,20.3%,110,35.3%,37.1%,295,355,542,14.70,8,8,1.49,3.3,6512,3,CUW vs CIV,true,false,false,false,true,2026-06-25,2kh760gcb6c4liigtebtxtus4,39d8zamp9tvg3wc51jxc2a1c0,1221,1221,Curaçao,Côte d'Ivoire,CIV,0,2,Played,L 0-2,2608298,CUW vs CIV (2026-06-25)
105,xmip8t9f2kefltjkraxzsxl9,522,South Africa,South Africa,RSA,South Africa,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.25,1,0.50,1.16,1.16,13,2.5%,13,15.0%,77,25.2%,31.4%,277,340,512,29.65,8,8,1.00,3.1,522,3,RSA vs KOR,true,false,true,false,false,2026-06-25,ec5p7nsiix511225m4yfqt250,1yghbv1c71b37eenutbwnvvq,1041,1041,South Africa,Korea Republic,KOR,1,0,Played,W 1-0,2608290,RSA vs KOR (2026-06-25)
117,4pz87gsel7183b7kcadw1dwzv,368,France,France,FRA,France,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.20,4,3.00,1.50,1.50,18,4.2%,31,29.3%,215,60.5%,55.9%,480,555,735,10.68,11,8,0.97,4.5,368,3,NOR vs FRA,false,true,true,false,false,2026-06-26,1fxxfshtg3b7p2ya8789tke8k,e1vf7kzswllumuykwezkrbo70,363,363,France,Norway,NOR,4,1,Played,W 4-1,2608305,NOR vs FRA (2026-06-26)
117,9s2kpeunkes0g17l95r3t91j6,362,Türkiye,Türkiye,TUR,Türkiye,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.93,3,2.32,3.05,3.05,9,3.5%,22,22.7%,144,51.1%,47.4%,335,434,635,10.05,8,4,0.89,3.2,362,3,TUR vs USA,true,false,true,false,false,2026-06-26,8chdphpgdqjkj85rml9odn1uc,9vh2u1p4ppm597tjfahst2m3n,596,596,Türkiye,United States,USA,3,2,Played,W 3-2,2608295,TUR vs USA (2026-06-26)
117,e1vf7kzswllumuykwezkrbo70,363,Norway,Norway,NOR,Norway,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.20,1,1.41,0.91,1.70,10,4.5%,27,21.6%,129,39.5%,44.1%,343,421,597,12.07,14,2,0.83,3.2,363,3,NOR vs FRA,true,false,false,false,true,2026-06-26,1fxxfshtg3b7p2ya8789tke8k,4pz87gsel7183b7kcadw1dwzv,368,368,Norway,France,FRA,1,4,Played,L 1-4,2608305,NOR vs FRA (2026-06-26)
117,9vh2u1p4ppm597tjfahst2m3n,596,United States,United States,USA,United States,#000099,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.93,2,2.36,2.13,2.13,18,5.1%,36,22.8%,161,48.9%,52.6%,398,471,706,10.70,7,6,1.27,3.4,596,3,TUR vs USA,false,true,false,false,true,2026-06-26,8chdphpgdqjkj85rml9odn1uc,9s2kpeunkes0g17l95r3t91j6,362,362,United States,Türkiye,TUR,2,3,Played,L 2-3,2608295,TUR vs USA (2026-06-26)
117,3cwjdmekfdouwg990mqdq9fh0,835,Paraguay,Paraguay,PAR,Paraguay,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.31,0,0.30,0.24,0.24,7,1.1%,7,14.1%,87,42.5%,44.2%,330,426,615,15.89,9,3,1.03,3.2,835,3,PAR vs AUS,true,false,false,true,false,2026-06-26,9784oivu7jkgn66e0pnnsyr6c,bl4fd8cxe6kjvjx8br82gkhnq,575,575,Paraguay,Australia,AUS,0,0,Played,T 0-0,2608296,PAR vs AUS (2026-06-26)
117,bl4fd8cxe6kjvjx8br82gkhnq,575,Australia,Australia,AUS,Australia,#FFCC00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.31,0,0.60,0.55,0.55,12,1.9%,14,22.7%,168,57.5%,55.8%,438,537,740,13.11,16,12,1.29,3.5,575,3,PAR vs AUS,false,true,false,true,false,2026-06-26,9784oivu7jkgn66e0pnnsyr6c,3cwjdmekfdouwg990mqdq9fh0,835,835,Australia,Paraguay,PAR,0,0,Played,T 0-0,2608296,PAR vs AUS (2026-06-26)
117,2wk1549tkz80oet8226euj7jp,1226,Senegal,Senegal,SEN,Senegal,#009933,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,2.87,5,4.93,3.01,3.01,28,6.5%,51,39.7%,313,81.3%,68.9%,517,590,789,9.04,22,10,1.33,4.0,1226,3,SEN vs IRQ,true,false,true,false,false,2026-06-26,2bi32jvwjtru3nrkulzx3ip04,7u6a9femhquay3jnk6ysgiwx9,1800,1800,Senegal,Iraq,IRQ,5,0,Played,W 5-0,2608306,SEN vs IRQ (2026-06-26)
117,7u6a9femhquay3jnk6ysgiwx9,1800,Iraq,Iraq,IRQ,Iraq,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-2.87,0,0.07,0.14,0.14,6,1.1%,5,13.7%,63,18.7%,31.1%,184,266,459,19.38,8,0,0.86,2.3,1800,3,SEN vs IRQ,false,true,false,false,true,2026-06-26,2bi32jvwjtru3nrkulzx3ip04,2wk1549tkz80oet8226euj7jp,1226,1226,Iraq,Senegal,SEN,0,5,Played,L 0-5,2608306,SEN vs IRQ (2026-06-26)
125,ck8m1cn23sukwsurgx5qakttk,114,England,England,ENG,England,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.91,2,2.01,1.56,1.56,17,5.2%,39,29.6%,223,77.2%,65.9%,490,558,753,6.68,16,16,1.73,4.3,114,3,PAN vs ENG,false,true,true,false,false,2026-06-27,3t13xxgisfsmlvm62iydvpqms,8856r86rattc8kxn6a0l9tb2t,1869,1869,England,Panama,PAN,2,0,Played,W 2-0,2608311,PAN vs ENG (2026-06-27)
125,eh7yt2x2wck51oixw8012ux5j,118,Spain,Spain,ESP,Spain,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.66,1,0.20,0.86,0.86,6,2.5%,20,16.8%,136,50.5%,66.2%,553,622,811,8.56,9,10,1.05,4.9,118,3,URU vs ESP,false,true,true,false,false,2026-06-27,ahb6v608gitlu543aevomjuac,9l06impjllgop0gte8fldb4zo,837,837,Spain,Uruguay,URU,1,0,Played,W 1-0,2608303,URU vs ESP (2026-06-27)
125,4njsfszcgd9m765d6suktsz2a,535,Croatia,Croatia,CRO,Croatia,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.22,2,0.87,0.42,0.42,8,1.3%,9,17.5%,120,53.8%,53.6%,477,523,685,24.94,7,4,0.81,5.1,535,3,CRO vs GHA,true,false,true,false,false,2026-06-27,4n1jg6og0392ta1ncdefsn2tw,9bix8nlt6cgbson25qntg2zzh,1219,1219,Croatia,Ghana,GHA,2,1,Played,W 2-1,2608312,CRO vs GHA (2026-06-27)
125,pfvmhackqyhhk02majd2tb8l,360,Belgium,Belgium,BEL,Belgium,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,3.41,5,3.14,3.64,3.64,35,10.9%,79,35.3%,256,70.0%,54.2%,462,525,725,10.59,8,12,1.32,3.9,360,3,NZL vs BEL,false,true,true,false,false,2026-06-27,enyd3pel1z18f8cikzixnwpw4,bhu61cgwm07e2pik1jqmnztgl,1804,1804,Belgium,New Zealand,NZL,5,1,Played,W 5-1,2608301,NZL vs BEL (2026-06-27)
125,9bix8nlt6cgbson25qntg2zzh,1219,Ghana,Ghana,GHA,Ghana,#CC0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.22,1,0.96,0.64,0.64,6,1.5%,9,14.0%,84,46.2%,46.4%,402,455,601,22.11,8,6,1.14,4.8,1219,3,CRO vs GHA,false,true,false,false,true,2026-06-27,4n1jg6og0392ta1ncdefsn2tw,4njsfszcgd9m765d6suktsz2a,535,535,Ghana,Croatia,CRO,1,2,Played,L 1-2,2608312,CRO vs GHA (2026-06-27)
125,8gxg8f7p9299jbrz30u8bsc7g,359,Portugal,Portugal,POR,Portugal,#CC0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.77,0,0.47,0.93,0.93,13,2.1%,13,23.7%,147,36.1%,45.5%,405,446,620,21.53,6,11,1.55,4.8,359,3,COL vs POR,false,true,false,true,false,2026-06-27,dsi0ga8gcy8xcrywdfj3i51qs,7km4szeh6fs5bbdgypshh0snd,832,832,Portugal,Colombia,COL,0,0,Played,T 0-0,2608309,COL vs POR (2026-06-27)
125,7km4szeh6fs5bbdgypshh0snd,832,Colombia,Colombia,COL,Colombia,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.77,0,0.61,1.70,1.70,24,5.0%,34,33.0%,224,63.9%,54.5%,485,544,679,14.05,9,12,1.09,4.9,832,3,COL vs POR,true,false,false,true,false,2026-06-27,dsi0ga8gcy8xcrywdfj3i51qs,8gxg8f7p9299jbrz30u8bsc7g,359,359,Colombia,Portugal,POR,0,0,Played,T 0-0,2608309,COL vs POR (2026-06-27)
125,8856r86rattc8kxn6a0l9tb2t,1869,Panama,Panama,PAN,Panama,#0033FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.91,0,0.21,0.66,0.66,13,3.0%,14,15.5%,73,22.8%,34.1%,202,268,470,14.48,6,5,1.72,2.3,1869,3,PAN vs ENG,true,false,false,false,true,2026-06-27,3t13xxgisfsmlvm62iydvpqms,ck8m1cn23sukwsurgx5qakttk,114,114,Panama,England,ENG,0,2,Played,L 0-2,2608311,PAN vs ENG (2026-06-27)
125,9l06impjllgop0gte8fldb4zo,837,Uruguay,Uruguay,URU,Uruguay,#3399FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.66,0,0.10,0.20,0.20,5,2.5%,12,29.4%,143,49.5%,33.8%,228,301,487,11.95,18,4,1.34,2.4,837,3,URU vs ESP,true,false,false,false,true,2026-06-27,ahb6v608gitlu543aevomjuac,eh7yt2x2wck51oixw8012ux5j,118,118,Uruguay,Spain,ESP,0,1,Played,L 0-1,2608303,URU vs ESP (2026-06-27)
125,elayenut7wtobtmg7hyujzdoe,1359,Uzbekistan,Uzbekistan,UZB,Uzbekistan,#D3D3D3,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.97,1,0.29,0.20,0.20,3,1.2%,7,22.2%,127,44.3%,42.6%,269,355,573,9.13,16,4,1.54,2.7,1359,3,COD vs UZB,false,true,false,false,true,2026-06-27,emz36epmepynr3ggfksojdmhg,dd4ko7d3muqheb54u1s9k39p3,1222,1222,Uzbekistan,Congo DR,COD,1,3,Played,L 1-3,2608310,COD vs UZB (2026-06-27)
125,dd4ko7d3muqheb54u1s9k39p3,1222,Congo DR,Congo DR,COD,Congo DR,#0000ff,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.97,3,2.35,1.39,2.18,19,4.2%,30,25.1%,180,55.7%,57.4%,400,485,718,11.57,13,8,1.54,2.9,1222,3,COD vs UZB,true,false,true,false,false,2026-06-27,emz36epmepynr3ggfksojdmhg,elayenut7wtobtmg7hyujzdoe,1359,1359,Congo DR,Uzbekistan,UZB,3,1,Played,W 3-1,2608310,COD vs UZB (2026-06-27)
125,cubclbw5k5gdqdau95bnav0nn,1042,IR Iran,IR Iran,IRN,Iran,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.13,1,1.23,1.18,1.97,13,4.6%,26,21.2%,119,43.0%,39.0%,281,367,561,14.83,7,5,1.62,2.7,1042,3,EGY vs IRN,false,true,false,true,false,2026-06-27,ctfvqyihaptbye55z2v5jims,3669sbeijslw88073qlw1cbcp,1225,1225,IR Iran,Egypt,EGY,1,1,Played,T 1-1,2608302,EGY vs IRN (2026-06-27)
125,9l4imoomrnyceg5u3kdxf5l5r,1264,Saudi Arabia,Saudi Arabia,KSA,Saudi Arabia,#008000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.00,0,0.33,0.39,0.39,7,3.1%,20,20.8%,134,48.5%,49.3%,359,444,643,8.66,10,6,1.32,3.2,1264,3,CPV vs KSA,false,true,false,true,false,2026-06-27,bl0y9cpgj82lun5bhvz8r3u38,1iq69zi4oze3oh0cis0s5wb7o,1529,1529,Saudi Arabia,Cabo Verde,CPV,0,0,Played,T 0-0,2608304,CPV vs KSA (2026-06-27)
125,bhu61cgwm07e2pik1jqmnztgl,1804,New Zealand,New Zealand,NZL,New Zealand,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-3.41,1,0.23,0.23,0.23,6,1.0%,6,16.0%,98,30.0%,45.8%,369,436,612,25.38,1,5,1.25,3.9,1804,3,NZL vs BEL,true,false,false,false,true,2026-06-27,enyd3pel1z18f8cikzixnwpw4,pfvmhackqyhhk02majd2tb8l,360,360,New Zealand,Belgium,BEL,1,5,Played,L 1-5,2608301,NZL vs BEL (2026-06-27)
125,3669sbeijslw88073qlw1cbcp,1225,Egypt,Egypt,EGY,Egypt,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.13,1,0.47,0.84,0.84,15,3.5%,28,18.4%,147,57.0%,61.0%,513,589,797,15.00,4,11,1.14,4.1,1225,3,EGY vs IRN,true,false,false,true,false,2026-06-27,ctfvqyihaptbye55z2v5jims,cubclbw5k5gdqdau95bnav0nn,1042,1042,Egypt,IR Iran,IRN,1,1,Played,T 1-1,2608302,EGY vs IRN (2026-06-27)
125,1iq69zi4oze3oh0cis0s5wb7o,1529,Cabo Verde,Cabo Verde,CPV,Cabo Verde,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.00,0,0.51,1.39,1.39,15,2.7%,19,23.2%,160,51.5%,50.7%,381,451,691,13.96,10,7,1.38,3.1,1529,3,CPV vs KSA,true,false,false,true,false,2026-06-27,bl0y9cpgj82lun5bhvz8r3u38,9l4imoomrnyceg5u3kdxf5l5r,1264,1264,Cabo Verde,Saudi Arabia,KSA,0,0,Played,T 0-0,2608304,CPV vs KSA (2026-06-27)
141,61g4epojd5f198lv1sje27yh3,515,Austria,Austria,AUT,Austria,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.18,3,1.32,1.49,1.49,10,3.4%,18,23.5%,125,41.9%,35.0%,346,396,531,29.79,10,6,1.10,4.1,515,3,ALG vs AUT,false,true,false,true,false,2026-06-28,94kik3fjes44gzerha1wu2l90,cbx8lz7loz866tsoawwrpxyl9,1215,1215,Austria,Algeria,ALG,3,3,Played,T 3-3,2608308,ALG vs AUT (2026-06-28)
141,eg7vduna0h3vis1wd47s41za7,597,Canada,Canada,CAN,Canada,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.24,1,1.67,1.38,1.38,12,4.4%,25,28.7%,164,58.1%,42.1%,298,379,572,10.98,13,13,1.99,2.9,597,,RSA vs CAN,false,true,true,false,false,2026-06-28,5m9cv89dxqg33qbdgfynvc6c4,xmip8t9f2kefltjkraxzsxl9,522,522,Canada,South Africa,RSA,1,0,Played,W 1-0,2608313,RSA vs CAN (2026-06-28)
141,ak48fkypnql8y4n69cvcq5ghc,632,Argentina,Argentina,ARG,Argentina,#99FFFF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.37,3,1.45,1.34,2.13,12,1.6%,15,19.0%,180,69.6%,73.0%,737,801,946,8.80,10,9,0.66,7.5,632,3,JOR vs ARG,false,true,true,false,false,2026-06-28,8g2qr1sd0kqxtjcvybdfgzvh0,btn8ibf55ovz7y252vdiprbip,1843,1843,Argentina,Jordan,JOR,3,1,Played,W 3-1,2608307,JOR vs ARG (2026-06-28)
141,cbx8lz7loz866tsoawwrpxyl9,1215,Algeria,Algeria,ALG,Algeria,#00CC00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.18,3,2.79,1.67,1.67,12,2.4%,22,18.5%,166,58.1%,65.0%,706,754,898,21.00,7,6,0.69,7.9,1215,3,ALG vs AUT,true,false,false,true,false,2026-06-28,94kik3fjes44gzerha1wu2l90,61g4epojd5f198lv1sje27yh3,515,515,Algeria,Austria,AUT,3,3,Played,T 3-3,2608308,ALG vs AUT (2026-06-28)
141,btn8ibf55ovz7y252vdiprbip,1843,Jordan,Jordan,JOR,Jordan,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.37,1,0.72,0.76,0.76,5,0.9%,4,20.4%,88,30.4%,27.0%,228,285,431,21.22,9,2,1.07,3.0,1843,3,JOR vs ARG,true,false,false,false,true,2026-06-28,8g2qr1sd0kqxtjcvybdfgzvh0,ak48fkypnql8y4n69cvcq5ghc,632,632,Jordan,Argentina,ARG,1,3,Played,L 1-3,2608307,JOR vs ARG (2026-06-28)
141,xmip8t9f2kefltjkraxzsxl9,522,South Africa,South Africa,RSA,South Africa,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.24,0,0.11,0.14,0.14,6,1.0%,8,10.0%,77,41.9%,57.9%,466,554,770,13.30,4,14,0.98,4.0,522,,RSA vs CAN,true,false,false,false,true,2026-06-28,5m9cv89dxqg33qbdgfynvc6c4,eg7vduna0h3vis1wd47s41za7,597,597,South Africa,Canada,CAN,0,1,Played,L 0-1,2608313,RSA vs CAN (2026-06-28)
