name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,averageX,averageY,pointsCount,team,firstName,lastName,sofascoreId
Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,3140,M,871765,"{'nameTranslation': {'ar': 'نيكولاس دومينغيز', 'hi': 'निकोलस डोमिन्ग्यूज़', 'bn': 'নিকোলাস ডোমিংগুয়েজ'}, 'shortNameTranslation': {'ar': 'ن. دومينغيز', 'hi': 'एन. डोमिन्ग्यूज़', 'bn': 'এন. ডোমিঙ্গুয়েজ'}}",42.94,48.506666666667,15,home,,,
Taiwo Awoniyi,taiwo-awoniyi,T. Awoniyi,F,9,3500,M,359664,"{'nameTranslation': {'ar': 'تايوو أونيي', 'hi': 'ताइवो अवोनीयी', 'bn': 'তাইও আওনিয়ি'}, 'shortNameTranslation': {'ar': 'ت. أونيي', 'hi': 'टी. अवोनीयी', 'bn': 'টি. আওনিয়ি'}}",69.26,77.82,5,home,,,
Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,6811,M,758168,"{'nameTranslation': {'ar': 'موسى نياكاتي', 'hi': 'मूसा नियाखाटे', 'bn': 'মুসা নিয়াখাটে'}, 'shortNameTranslation': {'ar': 'م. نياكاتي', 'hi': 'एम. नियाखाटे', 'bn': 'এম. নিয়াখাটে'}}",40.272549019608,79.580392156863,51,home,,,niakhate
Anthony Elanga,anthony-elanga,A. Elanga,M,20,10539,M,979232,"{'nameTranslation': {'ar': 'أنتوني إلانغا', 'hi': 'एंथनी एलंगा', 'bn': 'অ্যান্টনি এলাঙ্গা'}, 'shortNameTranslation': {'ar': 'أ. إلانغا', 'hi': 'ए. एलंगा', 'bn': 'এ. এলাঙ্গা'}}",70.166666666667,25.425,12,home,,,anthonyelanga
Matz Sels,matz-sels,M. Sels,G,26,2453,M,78152,"{'nameTranslation': {'ar': 'ماتس سيلس', 'hi': 'मैट्ज़ सेल्स', 'bn': 'ম্যাটজ সেলস'}, 'shortNameTranslation': {'ar': 'م. سيلس', 'hi': 'एम. सेल्स', 'bn': 'এম. সেলস'}}",10.245454545455,50.263636363636,22,home,,,
Gonzalo Montiel,gonzalo-montiel,G. Montiel,D,4,9289,M,822933,"{'nameTranslation': {'ar': 'غونزالو مونتييل', 'hi': 'गोंजालो मोंटिएल', 'bn': 'গঞ্জালো মন্টিয়েল'}, 'shortNameTranslation': {'ar': 'غ. مونتيل', 'hi': 'जी. मोंटिएल', 'bn': 'জি. মন্টিয়েল'}}",54.036,19.628,25,home,,,gonzalo_montiel29
Harry Toffolo,harry-toffolo,H. Toffolo,D,15,379,M,358218,"{'nameTranslation': {'ar': 'هاري توفولو', 'hi': 'हैरी टोफ़ोलो', 'bn': 'হ্যারি টফোলো'}, 'shortNameTranslation': {'ar': 'ه. توفولو', 'hi': 'एच. टोफ़ोलो', 'bn': 'এইচ. টফোলো'}}",52.763636363636,85.345454545455,11,home,,,
Ryan Yates,ryan-yates,R. Yates,M,22,881,M,846252,"{'nameTranslation': {'ar': 'ريان ييتس', 'hi': 'रयान येट्स', 'bn': 'রায়ান ইয়েটস'}, 'shortNameTranslation': {'ar': 'ر. ييتس', 'hi': 'आर. येट्स', 'bn': 'আর. ইয়েটস'}}",48.165957446809,41.802127659574,47,home,,,
Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,9379,M,867442,"{'nameTranslation': {'ar': 'كالوم هادسون أودوي', 'hi': 'कैलम हडसन-ओडोई', 'bn': 'ক্যালাম হাডসন-ওডোই'}, 'shortNameTranslation': {'ar': 'ك. هودسون أودوي', 'hi': 'सी. हडसन-ओडोई', 'bn': 'সি. হাডসন-ওডোই'}}",69.914814814815,79.992592592593,54,home,,,Calteck10
Chris Wood,chris-wood,C. Wood,F,11,7744,M,50480,"{'nameTranslation': {'ar': 'كريس وود', 'hi': 'क्रिस वुड', 'bn': 'ক্রিস উড'}, 'shortNameTranslation': {'ar': 'ك. وود', 'hi': 'सी. वुड', 'bn': 'সি. উড'}}",61.394444444444,45.908333333333,36,home,,,wodsy39
Ola Aina,ola-aina,O. Aina,D,34,4048,M,800417,"{'nameTranslation': {'ar': 'أولا أينا', 'hi': 'ओला आइना', 'bn': 'ওলা আইনা'}, 'shortNameTranslation': {'ar': 'أ. أينا', 'hi': 'ओ. आइना', 'bn': 'ও. আইনা'}}",50.149295774648,63.223943661972,71,home,,,
Murillo,murillo,Murillo,D,5,9796,M,1199282,"{'nameTranslation': {'ar': 'موريو', 'hi': 'मुरिलो', 'bn': 'মুরিলো'}, 'shortNameTranslation': {'ar': 'موريو', 'hi': 'मुरिलो', 'bn': 'মুরিলো'}}",35.010714285714,55.033928571429,56,home,Murillo,,murillosantiago40
Willy Boly,willy-boly,W. Boly,D,30,1805,M,139310,"{'nameTranslation': {'ar': 'ويلي بولي', 'hi': 'विली बोली', 'bn': 'উইলি বলি'}, 'shortNameTranslation': {'ar': 'و. بولي', 'hi': 'डब्लू. बोली', 'bn': 'ডব্লিউ. বলি'}}",38.1671875,32.040625,64,home,,,
Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,6717,M,865912,"{'nameTranslation': {'ar': 'مورغان غيبز-وايت', 'hi': 'मॉर्गन गिब्स-व्हाइट', 'bn': 'মরগান গিবস-হোয়াইট'}, 'shortNameTranslation': {'ar': 'م. غيبز-وايت', 'hi': 'एम. गिब्स-व्हाइट', 'bn': 'এম. গিবস-হোয়াইট'}}",59.260674157303,55.534831460674,89,home,,,Morgangibbs27
Danilo,danilo,Danilo,M,35,4572,M,1064039,"{'nameTranslation': {'ar': 'دانيلو', 'hi': 'डेनिलो', 'bn': 'দানিলো'}, 'shortNameTranslation': {'ar': 'دانيلو', 'hi': 'डेनिलो', 'bn': 'দানিলো'}}",50.592452830189,59.494339622642,53,home,,,Danilo
Raheem Sterling,raheem-sterling,R. Sterling,F,30,37771,M,138534,"{'nameTranslation': {'ar': 'رحيم ستيرلينغ', 'hi': 'रहीम स्टर्लिंग', 'bn': 'রাহিম স্টার্লিং'}, 'shortNameTranslation': {'ar': 'ر. سترلينغ', 'hi': 'आर. स्टर्लिंग', 'bn': 'আর. স্টার্লিং'}}",54.8125,69.88125,16,away,,,Sterling7
Reece James,reece-james,R. James,D,24,50164,M,885908,"{'nameTranslation': {'ar': 'ريس جيمس', 'hi': 'रीस जेम्स', 'bn': 'রিস জেমস'}, 'shortNameTranslation': {'ar': 'ر. جيمس', 'hi': 'आर. जेम्स', 'bn': 'আর. জেমস'}}",47.538461538462,16.223076923077,26,away,,,ReeceJ
Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,86972,M,1085381,"{'nameTranslation': {'ar': 'نيكولاس جاكسون', 'hi': 'निकोलस जैक्सन', 'bn': 'নিকোলাস জ্যাকসন'}, 'shortNameTranslation': {'ar': 'ن. جاكسون', 'hi': 'एन. जैक्सन', 'bn': 'এন. জ্যাকসন'}}",63.274576271186,37.033898305085,59,away,Nicolas Jackson,,NJackson11
Malo Gusto,gusto-malo,M. Gusto,D,27,18882,M,996958,"{'nameTranslation': {'ar': 'جوستو، مالو', 'hi': 'गुस्टो, मालो', 'bn': 'গুস্টো, মালো'}, 'shortNameTranslation': {'ar': 'م. جوستو', 'hi': 'एम. गुस्टो', 'bn': 'এম. গুস্টো'}}",59.910714285714,15.685714285714,28,away,,,malogst
Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,52393,M,769333,"{'nameTranslation': {'ar': 'كريستوفر نكونكو', 'hi': 'क्रिस्टोफर नकुंकू', 'bn': 'ক্রিস্টোফার এনকুঙ্কু'}, 'shortNameTranslation': {'ar': 'ك. نكونكو', 'hi': 'सी. नकुंकू', 'bn': 'সি. এনকুঙ্কু'}}",65.38,55.903333333333,30,away,,,Nkunku
Noni Madueke,noni-madueke,N. Madueke,M,20,40433,M,966547,"{'nameTranslation': {'ar': 'نوني مادويكي', 'hi': 'नोनी मदुके', 'bn': 'ননি মাদুকে'}, 'shortNameTranslation': {'ar': 'ن. مادويكي', 'hi': 'एन. मदुके', 'bn': 'এন. মাদুকে'}}",58.985294117647,29.267647058824,34,away,,,nonzinoo10
Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,10,52950,M,958966,"{'nameTranslation': {'ar': 'ميخايلو مودريك', 'hi': 'माइखाइलो मुडरीक', 'bn': 'মিখাইলো মড্রিক'}, 'shortNameTranslation': {'ar': 'م. مودريك', 'hi': 'एम. मुडरीक', 'bn': 'এম. মড্রিক'}}",62.948571428571,74.617142857143,35,away,,,MMudryk10
Thiago Silva,thiago-silva,T. Silva,D,,43819,M,33541,"{'nameTranslation': {'ar': 'تياغو سيلفا', 'hi': 'थियागो सिल्वा', 'bn': 'থিয়াগো সিলভা'}, 'shortNameTranslation': {'ar': 'ت. سيلفا', 'hi': 'टी. सिल्वा', 'bn': 'টি. সিলভা'}}",34.967424242424,42.937878787879,132,away,,,ThiagoSilva
Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,8808,M,882604,"{'nameTranslation': {'ar': 'دوردي بيتروفيتش', 'hi': 'डोरे पेट्रोविक', 'bn': 'ডোরে পেট্রোভিচ'}, 'shortNameTranslation': {'ar': 'د. بيتروفيتش', 'hi': 'डी. पेट्रोविक', 'bn': 'ডি. পেট্রোভিচ'}}",8.0809523809524,50.692857142857,42,away,,,dj.petrovic12
Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,78106,M,987650,"{'nameTranslation': {'ar': 'مويسيس كايسيدو', 'hi': 'मोइसेस कैसेडो', 'bn': 'মোজেস কাইসেডো'}, 'shortNameTranslation': {'ar': 'م. كايسيدو', 'hi': 'एम. कैसेडो', 'bn': 'এম. কাইসেডো'}}",44.224060150376,40.307518796992,133,away,,,MoisesCaicedo55
Cole Palmer,cole-palmer,C. Palmer,M,10,368423,M,982780,"{'nameTranslation': {'ar': 'كول بالمر', 'hi': 'कोल पाल्मर', 'bn': 'কোল পামার'}, 'shortNameTranslation': {'ar': 'ك. بالمر', 'hi': 'सी. पाल्मर', 'bn': 'সি. পামার'}}",59.510126582278,43.010126582278,79,away,,,ColdPalmer
Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,10333,M,904827,"{'nameTranslation': {'ar': 'بينوا بادياشيل', 'hi': 'बेनोइट बाडियाशिले', 'bn': 'বেনেডিক্ট বাদিয়াশিলে'}, 'shortNameTranslation': {'ar': 'ب. بادياشيل', 'hi': 'बी. बाडियाशिले', 'bn': 'বি.বাদিয়াশিলে'}}",33.669841269841,64.238095238095,63,away,,,badiashile
Conor Gallagher,conor-gallagher,C. Gallagher,M,4,15436,M,904970,"{'nameTranslation': {'ar': 'كونور غالاغير', 'hi': 'कोनोर गालाघर', 'bn': 'কনর গ্যালাঘের'}, 'shortNameTranslation': {'ar': 'ك. غالاغر', 'hi': 'सी. गालाघर', 'bn': 'সি. গ্যালাঘের'}}",53.894366197183,49.50985915493,71,away,,,conorgallagher92
Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,13565,M,826134,"{'nameTranslation': {'ar': 'تريفوه تشالوبا', 'hi': 'ट्रेवोह चालोबा', 'bn': 'ত্রেভহ চালোবাহ'}, 'shortNameTranslation': {'ar': 'ت. تشالوبا', 'hi': 'टी. चालोबा', 'bn': 'টি. চালোবাহ'}}",33.927551020408,23.859183673469,98,away,,,yungchalobah
Marc Cucurella,marc-cucurella,M. Cucurella,D,3,37004,M,794939,"{'nameTranslation': {'ar': 'مارك كوكوريلا', 'hi': 'मार्क कोकोरेला', 'bn': 'মার্ক কুকুরেলা'}, 'shortNameTranslation': {'ar': 'م. كوكوريلا', 'hi': 'एम. कोकोरेला', 'bn': 'এম. কুকুরেলা'}}",48.430107526882,73.188172043011,93,away,,,cucurella3
