minute,value
1.0,3
2.0,-76
3.0,-42
4.0,-22
5.0,-11
6.0,-4
7.0,11
8.0,27
9.0,13
10.0,18
11.0,5
12.0,22
13.0,16
14.0,61
15.0,35
16.0,23
17.0,58
18.0,-36
19.0,-49
20.0,-35
21.0,-34
22.0,-55
23.0,-29
24.0,-13
25.0,-7
26.0,-2
27.0,1
28.0,-53
29.0,-19
30.0,29
31.0,18
32.0,19
33.0,19
34.0,14
35.0,10
36.0,10
37.0,35
38.0,-23
39.0,40
40.0,27
41.0,16
42.0,28
43.0,18
44.0,7
45.0,8
45.5,20
46.0,3
47.0,12
48.0,10
49.0,75
50.0,48
51.0,64
52.0,46
53.0,23
54.0,-12
55.0,13
56.0,8
57.0,8
58.0,56
59.0,50
60.0,27
61.0,-49
62.0,-1
63.0,-6
64.0,-7
65.0,12
66.0,7
67.0,9
68.0,3
69.0,37
70.0,19
71.0,-12
72.0,4
73.0,40
74.0,22
75.0,11
76.0,11
77.0,-73
78.0,-30
79.0,-35
80.0,-25
81.0,-36
82.0,-20
83.0,-91
84.0,-99
85.0,-65
86.0,-58
87.0,-39
88.0,-7
89.0,-1
90.0,30
90.5,17
