minute,value
1.0,-2
2.0,46
3.0,23
4.0,7
5.0,7
6.0,2
7.0,4
8.0,-2
9.0,4
10.0,24
11.0,18
12.0,41
13.0,50
14.0,13
15.0,4
16.0,-3
17.0,-6
18.0,-8
19.0,-7
20.0,-37
21.0,-23
22.0,-7
23.0,-6
24.0,-5
25.0,-3
26.0,13
27.0,-7
28.0,8
29.0,41
30.0,18
31.0,3
32.0,-41
33.0,35
34.0,11
35.0,28
36.0,21
37.0,23
38.0,18
39.0,3
40.0,2
41.0,36
42.0,22
43.0,14
44.0,13
45.0,9
45.5,61
46.0,6
47.0,11
48.0,31
49.0,24
50.0,20
51.0,17
52.0,15
53.0,22
54.0,16
55.0,50
56.0,33
57.0,19
58.0,11
59.0,49
60.0,22
61.0,10
62.0,9
63.0,20
64.0,9
65.0,9
66.0,11
67.0,13
68.0,10
69.0,-39
70.0,-35
71.0,-15
72.0,18
73.0,25
74.0,44
75.0,100
76.0,100
77.0,71
78.0,96
79.0,98
80.0,73
81.0,72
82.0,49
83.0,34
84.0,31
85.0,42
86.0,33
87.0,25
88.0,15
89.0,57
90.0,38
90.5,62
