name,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,firstName,lastName
Divock Origi,divock-origi,D. Origi,F,27,3656,M,divockorigi,190399,"{'nameTranslation': {'ar': 'ديفوك أوريجي', 'hi': 'डिवॉक ओरिजी', 'bn': 'ডিভক অরিজি'}, 'shortNameTranslation': {'ar': 'د. أوريجي', 'hi': 'डी. ओरिजी', 'bn': 'ডি. অরিজি'}}",67.011764705882,18.929411764706,17,home,,
Willy Boly,willy-boly,W. Boly,D,30,1805,M,,139310,"{'nameTranslation': {'ar': 'ويلي بولي', 'hi': 'विली बोली', 'bn': 'উইলি বলি'}, 'shortNameTranslation': {'ar': 'و. بولي', 'hi': 'डब्लू. बोली', 'bn': 'ডব্লিউ. বলি'}}",29.441176470588,58.652941176471,17,home,,
Orel Mangala,orel-mangala,O. Mangala,M,20,1539,M,,793988,"{'nameTranslation': {'ar': 'مانغالا، أوريل', 'hi': 'मंगला, ओरेल', 'bn': 'মঙ্গলা, ওরেল'}, 'shortNameTranslation': {'ar': 'أ. مانغالا', 'hi': 'ओ. मंगला', 'bn': 'ও. মঙ্গলা'}}",36.56,57.8,20,home,,
Harry Toffolo,harry-toffolo,H. Toffolo,D,15,379,M,,358218,"{'nameTranslation': {'ar': 'هاري توفولو', 'hi': 'हैरी टोफ़ोलो', 'bn': 'হ্যারি টফোলো'}, 'shortNameTranslation': {'ar': 'ه. توفولو', 'hi': 'एच. टोफ़ोलो', 'bn': 'এইচ. টফোলো'}}",36.668965517241,77.931034482759,29,home,,
Anthony Elanga,anthony-elanga,A. Elanga,M,20,10539,M,anthonyelanga,979232,"{'nameTranslation': {'ar': 'أنتوني إلانغا', 'hi': 'एंथनी एलंगा', 'bn': 'অ্যান্টনি এলাঙ্গা'}, 'shortNameTranslation': {'ar': 'أ. إلانغا', 'hi': 'ए. एलंगा', 'bn': 'এ. এলাঙ্গা'}}",61.197872340426,37.374468085106,47,home,,
Murillo,murillo,Murillo,D,5,9796,M,murillosantiago40,1199282,"{'nameTranslation': {'ar': 'موريو', 'hi': 'मुरिलो', 'bn': 'মুরিলো'}, 'shortNameTranslation': {'ar': 'موريو', 'hi': 'मुरिलो', 'bn': 'মুরিলো'}}",31.393023255814,52.506976744186,43,home,Murillo,
Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,6811,M,niakhate,758168,"{'nameTranslation': {'ar': 'موسى نياكاتي', 'hi': 'मूसा नियाखाटे', 'bn': 'মুসা নিয়াখাটে'}, 'shortNameTranslation': {'ar': 'م. نياكاتي', 'hi': 'एम. नियाखाटे', 'bn': 'এম. নিয়াখাটে'}}",33.874358974359,37.705128205128,39,home,,
Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,9379,M,Calteck10,867442,"{'nameTranslation': {'ar': 'كالوم هادسون أودوي', 'hi': 'कैलम हडसन-ओडोई', 'bn': 'ক্যালাম হাডসন-ওডোই'}, 'shortNameTranslation': {'ar': 'ك. هودسون أودوي', 'hi': 'सी. हडसन-ओडोई', 'bn': 'সি. হাডসন-ওডোই'}}",41.176,64.212,25,home,,
Ola Aina,ola-aina,O. Aina,D,34,4048,M,,800417,"{'nameTranslation': {'ar': 'أولا أينا', 'hi': 'ओला आइना', 'bn': 'ওলা আইনা'}, 'shortNameTranslation': {'ar': 'أ. أينا', 'hi': 'ओ. आइना', 'bn': 'ও. আইনা'}}",63.2,80.125,8,home,,
Ryan Yates,ryan-yates,R. Yates,M,22,881,M,,846252,"{'nameTranslation': {'ar': 'ريان ييتس', 'hi': 'रयान येट्स', 'bn': 'রায়ান ইয়েটস'}, 'shortNameTranslation': {'ar': 'ر. ييتس', 'hi': 'आर. येट्स', 'bn': 'আর. ইয়েটস'}}",47.772058823529,35.391176470588,68,home,,
Neco Williams,williams-neco,N. Williams,D,3,3163,M,,927356,"{'nameTranslation': {'ar': 'ويليامز، نيكو', 'hi': 'विलियम्स, नेको', 'bn': 'উইলিয়ামস, নেকো'}, 'shortNameTranslation': {'ar': 'ن. ويليامز', 'hi': 'एन. विलियम्स', 'bn': 'এন. উইলিয়ামস'}}",40.217777777778,17.134444444444,90,home,,
Chris Wood,chris-wood,C. Wood,F,11,7744,M,wodsy39,50480,"{'nameTranslation': {'ar': 'كريس وود', 'hi': 'क्रिस वुड', 'bn': 'ক্রিস উড'}, 'shortNameTranslation': {'ar': 'ك. وود', 'hi': 'सी. वुड', 'bn': 'সি. উড'}}",62.182432432432,45.17027027027,74,home,,
Danilo,danilo,Danilo,M,35,4572,M,Danilo,1064039,"{'nameTranslation': {'ar': 'دانيلو', 'hi': 'डेनिलो', 'bn': 'দানিলো'}, 'shortNameTranslation': {'ar': 'دانيلو', 'hi': 'डेनिलो', 'bn': 'দানিলো'}}",46.3,28.6,1,home,,
Matt Turner,matt-turner,M. Turner,G,30,1581,M,,833943,"{'nameTranslation': {'ar': 'مات تيرنر', 'hi': 'मैट टर्नर', 'bn': 'ম্যাট টার্নার'}, 'shortNameTranslation': {'ar': 'م. تيرنر', 'hi': 'एम. टर्नर', 'bn': 'এম. টার্নার'}}",10.4375,45.4,56,home,,
Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,6717,M,Morgangibbs27,865912,"{'nameTranslation': {'ar': 'مورغان غيبز-وايت', 'hi': 'मॉर्गन गिब्स-व्हाइट', 'bn': 'মরগান গিবস-হোয়াইট'}, 'shortNameTranslation': {'ar': 'م. غيبز-وايت', 'hi': 'एम. गिब्स-व्हाइट', 'bn': 'এম. গিবস-হোয়াইট'}}",57.893150684932,46.832876712329,73,home,,
Lewis Cook,lewis-cook,L. Cook,M,4,837,M,,548188,"{'nameTranslation': {'ar': 'لويس كوك', 'hi': 'लुईस कुक', 'bn': 'লুইস কুক'}, 'shortNameTranslation': {'ar': 'ل. كوك', 'hi': 'एल. कुक', 'bn': 'এল. কুক'}}",58.966666666667,50.544444444444,18,away,,
Kieffer Moore,kieffer-moore,K. Moore,F,19,1406,M,,298366,"{'nameTranslation': {'ar': 'كيفر مور', 'hi': 'किफ़र मूर', 'bn': 'কিফার মুর'}, 'shortNameTranslation': {'ar': 'ك. مور', 'hi': 'के. मूर', 'bn': 'কে. মুর'}}",71.325,51.25,8,away,,
David Brooks,david-brooks,D. Brooks,M,7,1194,M,,855731,"{'nameTranslation': {'ar': 'دافيد بروكس', 'hi': 'डेविड ब्रूक्स', 'bn': 'ডেভিড ব্রুকস'}, 'shortNameTranslation': {'ar': 'د. بروكس', 'hi': 'डी. ब्रूक्स', 'bn': 'ডি. ব্রুকস'}}",66.875,33.15,8,away,,
