minute,value
1.0,-5
2.0,-8
3.0,-28
4.0,-27
5.0,-14
6.0,-25
7.0,30
8.0,5
9.0,3
10.0,-42
11.0,-26
12.0,-67
13.0,-70
14.0,-45
15.0,-28
16.0,-21
17.0,-14
18.0,-11
19.0,-11
20.0,-23
21.0,-12
22.0,20
23.0,2
24.0,-25
25.0,-18
26.0,-17
27.0,-17
28.0,-38
29.0,-22
30.0,-21
31.0,30
32.0,5
33.0,-7
34.0,-13
35.0,-19
36.0,-41
37.0,25
38.0,-2
39.0,-2
40.0,22
41.0,-31
42.0,-13
43.0,27
44.0,-29
45.0,-21
45.5,-70
46.0,-6
47.0,26
48.0,8
49.0,-38
50.0,-25
51.0,-78
52.0,-54
53.0,-38
54.0,-19
55.0,-36
56.0,-22
57.0,-84
58.0,-59
59.0,-87
60.0,-60
61.0,-45
62.0,-97
63.0,-54
64.0,-26
65.0,-11
66.0,27
67.0,12
68.0,2
69.0,8
70.0,-7
71.0,-3
72.0,-8
73.0,-11
74.0,16
75.0,10
76.0,-7
77.0,-7
78.0,-30
79.0,-16
80.0,37
81.0,100
82.0,67
83.0,42
84.0,25
85.0,14
86.0,3
87.0,-57
88.0,-32
89.0,-4
90.0,-2
90.5,-21
