minute,value
1.0,-7
2.0,-10
3.0,-23
4.0,-20
5.0,-18
6.0,-17
7.0,-16
8.0,-31
9.0,-27
10.0,-24
11.0,-22
12.0,-20
13.0,-46
14.0,-37
15.0,-21
16.0,69
17.0,37
18.0,23
19.0,24
20.0,-24
21.0,-14
22.0,-6
23.0,18
24.0,68
25.0,42
26.0,16
27.0,41
28.0,17
29.0,1
30.0,10
31.0,35
32.0,16
33.0,44
34.0,-46
35.0,-18
36.0,22
37.0,7
38.0,21
39.0,21
40.0,22
41.0,38
42.0,78
43.0,39
44.0,1
45.0,-6
45.5,-22
46.0,8
47.0,16
48.0,-15
49.0,-47
50.0,-32
51.0,-18
52.0,-45
53.0,-38
54.0,-25
55.0,31
56.0,30
57.0,-29
58.0,-3
59.0,81
60.0,19
61.0,-48
62.0,-29
63.0,-90
64.0,-58
65.0,-32
66.0,31
67.0,12
68.0,13
69.0,-21
70.0,-3
71.0,6
72.0,-37
73.0,-27
74.0,-21
75.0,-19
76.0,-18
77.0,-14
78.0,-20
79.0,-8
80.0,17
81.0,45
82.0,-51
83.0,-31
84.0,-69
85.0,-45
86.0,-41
87.0,-90
88.0,-51
89.0,-14
90.0,-10
90.5,7
