minute,value
1.0,-2
2.0,-3
3.0,3
4.0,-2
5.0,31
6.0,19
7.0,29
8.0,63
9.0,32
10.0,50
11.0,13
12.0,-11
13.0,-22
14.0,-14
15.0,-34
16.0,-51
17.0,-28
18.0,-49
19.0,39
20.0,100
21.0,59
22.0,30
23.0,16
24.0,2
25.0,37
26.0,5
27.0,-29
28.0,-22
29.0,-26
30.0,-46
31.0,-33
32.0,-9
33.0,-25
34.0,35
35.0,8
36.0,-17
37.0,-10
38.0,-38
39.0,-27
40.0,-11
41.0,48
42.0,43
43.0,29
44.0,17
45.0,20
45.5,11
46.0,3
47.0,4
48.0,5
49.0,39
50.0,38
51.0,18
52.0,7
53.0,61
54.0,29
55.0,-18
56.0,-3
57.0,-3
58.0,-25
59.0,-46
60.0,-30
61.0,-23
62.0,-15
63.0,-23
64.0,-13
65.0,46
66.0,4
67.0,-6
68.0,-6
69.0,-16
70.0,-17
71.0,-42
72.0,-49
73.0,-47
74.0,-42
75.0,32
76.0,6
77.0,1
78.0,-5
79.0,-6
80.0,17
81.0,-8
82.0,-31
83.0,-20
84.0,-10
85.0,-5
86.0,-1
87.0,42
88.0,27
89.0,39
90.0,25
90.5,32
