name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId,firstName,lastName
Beto,beto,Beto,F,9,3261,M,987489,"{'nameTranslation': {'ar': 'بيتو', 'hi': 'बेटो', 'bn': 'বেটো'}, 'shortNameTranslation': {'ar': 'بيتو', 'hi': 'बेटो', 'bn': 'বেটো'}}",True,goal,assisted,right-foot,90,5749,349,regular,7.5,61.4,0,46.4,1.3,,,
Alexander Isak,alexander-isak,A. Isak,F,9,101689,M,823941,"{'nameTranslation': {'ar': 'ألكسندر إيزاك', 'hi': 'अलेक्जेंडर इसाक', 'bn': 'আলেকজান্ডার ইসাক'}, 'shortNameTranslation': {'ar': 'أ. إيزاك', 'hi': 'ए. इसाक', 'bn': 'এ. ইসাক'}}",False,miss,assisted,right-foot,90,5431,31,,14.1,52.2,0,41.2,6.9,AlexIsak,,
Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,1300,M,96535,"{'nameTranslation': {'ar': 'عبدالله دوكوري', 'hi': 'अब्दुलाये डौकोरे', 'bn': 'আবদুলায়ে ডকোরে'}, 'shortNameTranslation': {'ar': 'ع. دوكوري', 'hi': 'ए. डौकोरे', 'bn': 'এ. ডকোরে'}}",True,goal,assisted,right-foot,86,5133,2433,regular,12.0,53.4,0,52.1,0.6,,,
Jack Harrison,jack-harrison,J. Harrison,M,20,1080,M,829570,"{'nameTranslation': {'ar': 'جاك هاريسون', 'hi': 'जैक हैरिसन', 'bn': 'জ্যাক হ্যারিসন'}, 'shortNameTranslation': {'ar': 'ج. هاريسون', 'hi': 'जे. हैरिसन', 'bn': 'জে. হ্যারিসন'}}",True,block,regular,right-foot,85,5079,2379,,18.7,56.8,0,49.5,19.0,,,
Miguel Almirón,miguel-almiron,M. Almirón,M,10,8455,M,333373,"{'nameTranslation': {'ar': 'ميغيل ألميرون', 'hi': 'मिगुएल अल्मिरोन', 'bn': 'মিগুয়েল আলমিরন'}, 'shortNameTranslation': {'ar': 'م. ألميرون', 'hi': 'एम. अल्मिरोन', 'bn': 'এম. আলমিরন'}}",False,miss,assisted,head,82,4876,2176,,5.2,49.9,0,49.2,56.9,miguel_almiron,,
Lewis Miley,lewis-miley,L. Miley,M,67,3070,M,1400650,"{'nameTranslation': {'ar': 'لويس مايلي', 'hi': 'लुईस माइली', 'bn': 'লুইস মাইলি'}, 'shortNameTranslation': {'ar': 'ل. مايلي', 'hi': 'एल. माइली', 'bn': 'এল. মাইলি'}}",False,block,regular,right-foot,82,4875,2175,,12.0,60.0,0,50.3,19.0,,Lewis Miley,
Dwight McNeil,dwight-mcneil,D. McNeil,M,7,2030,M,935543,"{'nameTranslation': {'ar': 'دوايت مكنيل', 'hi': 'ड्वाइट मैकनील', 'bn': 'ডোয়াইট ম্যাকনিল'}, 'shortNameTranslation': {'ar': 'د. مكنيل', 'hi': 'डी. मैकनील', 'bn': 'ডি. ম্যাকনিল'}}",True,goal,regular,left-foot,79,4716,2016,regular,14.5,39.9,0,48.4,22.2,,Dwight,McNeil
Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,1300,M,96535,"{'nameTranslation': {'ar': 'عبدالله دوكوري', 'hi': 'अब्दुलाये डौकोरे', 'bn': 'আবদুলায়ে ডকোরে'}, 'shortNameTranslation': {'ar': 'ع. دوكوري', 'hi': 'ए. डौकोरे', 'bn': 'এ. ডকোরে'}}",True,block,assisted,head,75,4455,1755,,8.6,45.2,0,49.9,19.0,,,
Fabian Schär,fabian-schar,F. Schär,D,5,3205,M,101882,"{'nameTranslation': {'ar': 'فابيان شار', 'hi': 'फेबियन शार', 'bn': 'ফ্যাবিয়ান শার'}, 'shortNameTranslation': {'ar': 'ف. شار', 'hi': 'एफ. शार', 'bn': 'এফ. শার'}}",False,block,corner,right-foot,69,4108,1408,,28.7,60.5,0,51.9,19.0,,,
Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,17031,M,106337,"{'nameTranslation': {'ar': 'إدريسا غاي', 'hi': 'इद्रिसा गुये', 'bn': 'ইদ্রিসা গুইয়ে'}, 'shortNameTranslation': {'ar': 'إ. غاي', 'hi': 'आई. गुये', 'bn': 'আই. গুইয়ে'}}",True,miss,regular,left-foot,67,4003,1303,,21.2,44.0,0,51.8,61.1,iganagueye,,
