name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ
Richarlison,,,richarlison,Richarlison,F,9,46727,M,Richarlison,840217,"{'nameTranslation': {'ar': 'ريتشارليسون', 'hi': 'रिचर्डसन', 'bn': 'রিচার্লিসন'}, 'shortNameTranslation': {'ar': 'ريتشارليسون', 'hi': 'रिचर्डसन', 'bn': 'রিচার্লিসন'}}",False,block,assisted,right-foot,89,5307,2607,,12.8,45.6,0,46.2,18.1
Kevin Schade,,,kevin-schade,K. Schade,M,7,2784,M,,1006387,"{'nameTranslation': {'ar': 'كيفين شايد', 'hi': 'केविन शैड', 'bn': 'কেভিন শেড'}, 'shortNameTranslation': {'ar': 'ك. شايد', 'hi': 'के. शैड', 'bn': 'কে. স্কেড'}}",True,miss,assisted,right-foot,87,5178,2478,,13.2,71.1,0,38.0,76.4
Mads Roerslev,Mads,Roerslev,mads-roerslev,M. Roerslev,D,2,470,M,,826057,"{'nameTranslation': {'ar': 'مادس روزرفيل', 'hi': 'मैड्स रोर्सलेव', 'bn': 'ম্যাডস রোয়ার্সলেভ'}, 'shortNameTranslation': {'ar': 'م. روزرفيل', 'hi': 'एम. रोर्सलेव', 'bn': 'এম. রোয়ার্সলেভ'}}",True,block,throw-in-set-piece,right-foot,86,5152,2452,,19.5,45.2,0,51.9,19.0
Pape Matar Sarr,,,pape-matar-sarr,P. M. Sarr,M,29,33248,M,pape,1002711,"{'nameTranslation': {'ar': 'بابي مطر سار', 'hi': 'पापे मटर सर्र', 'bn': 'পোপ মাতার সরর'}, 'shortNameTranslation': {'ar': 'ب. م. سار', 'hi': 'पीएम मटर', 'bn': 'পি. এম. সর'}}",False,save,assisted,head,83,4957,2257,,8.1,52.8,0,50.2,24.7
Richarlison,,,richarlison,Richarlison,F,9,46727,M,Richarlison,840217,"{'nameTranslation': {'ar': 'ريتشارليسون', 'hi': 'रिचर्डसन', 'bn': 'রিচার্লিসন'}, 'shortNameTranslation': {'ar': 'ريتشارليسون', 'hi': 'रिचर्डसन', 'bn': 'রিচার্লিসন'}}",False,save,assisted,right-foot,64,3804,1104,,8.5,65.5,0,51.3,15.2
James Maddison,,,james-maddison,J. Maddison,M,10,16399,M,Madders,356398,"{'nameTranslation': {'ar': 'جيمس ماديسون', 'hi': 'जेम्स मैडिसन', 'bn': 'জেমস ম্যাডিসন'}, 'shortNameTranslation': {'ar': 'ج. ماديسون', 'hi': 'जे. मैडिसन', 'bn': 'জে. ম্যাডিসন'}}",False,block,assisted,right-foot,61,3649,949,,18.7,65.4,0,47.8,19.0
Micky van de Ven,,,micky-van-de-ven,M. van de Ven,D,37,11821,M,mickyvdven,998247,"{'nameTranslation': {'ar': 'ميكي فان دي فين', 'hi': 'मिकी वैन डे वेन', 'bn': 'মিকি ভ্যান ডি ভেন'}, 'shortNameTranslation': {'ar': 'م. فان دي فين', 'hi': 'एम. वैन डे वेन', 'bn': 'এম. ভ্যান ডি ভেন'}}",False,miss,corner,left-foot,60,3576,876,,13.1,28.7,0,51.1,81.9
Heung-min Son,,,heung-min-son,H. M. Son,F,7,126618,M,HMSon,111505,"{'nameTranslation': {'ar': 'هيونغ مين سون', 'hi': 'ह्युंग-मिन सोन', 'bn': 'হেউং-মিন সন'}, 'shortNameTranslation': {'ar': 'ه. م. سون', 'hi': 'एच.एम. सोन', 'bn': 'এইচ. এম. সন'}}",False,save,corner,left-foot,60,3568,868,,8.6,34.9,0,52.9,3.2
Dejan Kulusevski,,,dejan-kulusevski,D. Kulusevski,M,21,12068,M,dejan_k10,928124,"{'nameTranslation': {'ar': 'ديان كولوسيفسكي', 'hi': 'देजान कुलुसेवस्की', 'bn': 'দেজান কুলুসেভস্কি'}, 'shortNameTranslation': {'ar': 'د. كولوسيفسكي', 'hi': 'डी. कुलुसेवस्की', 'bn': 'ডি. কুলুসেভস্কি'}}",False,block,corner,left-foot,60,3566,866,,19.7,74.2,0,51.4,19.0
Mikkel Damsgaard,,,damsgaard-mikkel,M. Damsgaard,M,24,3573,M,,907072,"{'nameTranslation': {'ar': 'دامسغارد، ميكيل', 'hi': 'डैम्सगार्ड, मिकेल', 'bn': 'ডামসগার্ড, মিক্কেল'}, 'shortNameTranslation': {'ar': 'م. دامسغارد', 'hi': 'एम. डैम्सगार्ड', 'bn': 'এম. ড্যামসগার্ড'}}",True,save,regular,right-foot,58,3431,731,,14.5,51.0,0,52.6,13.3
