minute,value
1.0,0
2.0,-18
3.0,-5
4.0,14
5.0,71
6.0,44
7.0,95
8.0,72
9.0,41
10.0,19
11.0,21
12.0,6
13.0,15
14.0,-26
15.0,-6
16.0,10
17.0,-4
18.0,8
19.0,26
20.0,25
21.0,45
22.0,62
23.0,83
24.0,55
25.0,30
26.0,20
27.0,16
28.0,47
29.0,53
30.0,52
31.0,30
32.0,17
33.0,7
34.0,-8
35.0,-6
36.0,13
37.0,9
38.0,5
39.0,-14
40.0,-13
41.0,-11
42.0,54
43.0,38
44.0,32
45.0,41
45.5,73
46.0,1
47.0,-20
48.0,-5
49.0,6
50.0,4
51.0,-11
52.0,8
53.0,10
54.0,13
55.0,25
56.0,16
57.0,10
58.0,-58
59.0,-21
60.0,23
61.0,31
62.0,45
63.0,43
64.0,32
65.0,25
66.0,33
67.0,25
68.0,25
69.0,25
70.0,22
71.0,31
72.0,47
73.0,25
74.0,-22
75.0,-10
76.0,-53
77.0,-26
78.0,-8
79.0,8
80.0,10
81.0,17
82.0,59
83.0,23
84.0,-41
85.0,23
86.0,41
87.0,31
88.0,30
89.0,10
90.0,-5
90.5,44
