Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,GM,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
243,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,21,DVT vs GYO,false,true,false,true,false,2026-02-07,s0nrfs57rmz9q34989ubv09g,amfs0dhjwsobm10en9twg0q,2271,2271,Gyori ETO,Diosgyor,DVT,1,1,Played,T 1-1,2560278,DVT vs GYO (2026-02-07)
249,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,21,NYI vs MTK,false,true,false,false,true,2026-02-08,qlfemaolp9ds7myq3i9f807o,1cfck1c4i89gm3xx02d5xsl81,2717,2717,MTK,Nyíregyháza Spartacus,NYI,2,4,Played,L 2-4,2560274,NYI vs MTK (2026-02-08)
249,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,21,PUS vs ZTE,false,true,true,false,false,2026-02-08,qxrbo5e75nhln4i3lt9izztg,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Zalaegerszeg,Puskás,PUS,1,0,Played,W 1-0,2560275,PUS vs ZTE (2026-02-08)
249,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,21,PUS vs ZTE,true,false,false,false,true,2026-02-08,qxrbo5e75nhln4i3lt9izztg,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Puskás,Zalaegerszeg,ZTE,0,1,Played,L 0-1,2560275,PUS vs ZTE (2026-02-08)
249,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,21,NYI vs MTK,true,false,true,false,false,2026-02-08,qlfemaolp9ds7myq3i9f807o,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Nyíregyháza Spartacus,MTK,MTK,4,2,Played,W 4-2,2560274,NYI vs MTK (2026-02-08)
253,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,22,UJP vs DEB,true,false,true,false,false,2026-02-13,t1wt86bh7h2omz9tqsvjxb84,b7jek1bop3eoughds0xi22tte,225,225,Újpest,Debrecen,DEB,2,1,Played,W 2-1,2560281,UJP vs DEB (2026-02-13)
253,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,22,UJP vs DEB,false,true,false,false,true,2026-02-13,t1wt86bh7h2omz9tqsvjxb84,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Debrecen,Újpest,UJP,1,2,Played,L 1-2,2560281,UJP vs DEB (2026-02-13)
255,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,22,ZTE vs FTC,false,true,false,false,true,2026-02-14,te6d27c6lltfqrupm3nz63h0,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Ferencváros,Zalaegerszeg,ZTE,1,3,Played,L 1-3,2560282,ZTE vs FTC (2026-02-14)
255,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,22,MTK vs PUS,true,false,false,true,false,2026-02-14,tqlbpgwzihncpzv8ovshwljo,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,MTK,Puskás,PUS,2,2,Played,T 2-2,2560283,MTK vs PUS (2026-02-14)
255,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,22,ZTE vs FTC,true,false,true,false,false,2026-02-14,te6d27c6lltfqrupm3nz63h0,b3o0wckz4w3fusytybpgxftgm,227,227,Zalaegerszeg,Ferencváros,FTC,3,1,Played,W 3-1,2560282,ZTE vs FTC (2026-02-14)
255,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,22,PAK vs DVT,true,false,false,false,true,2026-02-14,spjk1jsjvxo4i4u52dvb0yl0,amfs0dhjwsobm10en9twg0q,2271,2271,Paks,Diosgyor,DVT,1,2,Played,L 1-2,2560280,PAK vs DVT (2026-02-14)
255,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,22,MTK vs PUS,false,true,false,true,false,2026-02-14,tqlbpgwzihncpzv8ovshwljo,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Puskás,MTK,MTK,2,2,Played,T 2-2,2560283,MTK vs PUS (2026-02-14)
255,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,22,PAK vs DVT,false,true,true,false,false,2026-02-14,spjk1jsjvxo4i4u52dvb0yl0,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Diosgyor,Paks,PAK,2,1,Played,W 2-1,2560280,PAK vs DVT (2026-02-14)
261,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,22,GYO vs KIS,false,true,false,false,true,2026-02-15,u3eoijwiwmra2g28uxu8z28k,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Kisvárda,Gyori ETO,GYO,0,1,Played,L 0-1,2560284,GYO vs KIS (2026-02-15)
261,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,22,KAZ vs NYI,false,true,true,false,false,2026-02-15,sd7brsdww0rvtyfxmz6hyhhw,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Nyíregyháza Spartacus,Kazincbarcika,KAZ,4,0,Played,W 4-0,2560279,KAZ vs NYI (2026-02-15)
261,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,22,GYO vs KIS,true,false,true,false,false,2026-02-15,u3eoijwiwmra2g28uxu8z28k,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Gyori ETO,Kisvárda,KIS,1,0,Played,W 1-0,2560284,GYO vs KIS (2026-02-15)
261,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,22,KAZ vs NYI,true,false,false,false,true,2026-02-15,sd7brsdww0rvtyfxmz6hyhhw,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Kazincbarcika,Nyíregyháza Spartacus,NYI,0,4,Played,L 0-4,2560279,KAZ vs NYI (2026-02-15)
265,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,23,UJP vs DVT,true,false,true,false,false,2026-02-21,vtjodnk9ncs3o1bb1lq8kefo,amfs0dhjwsobm10en9twg0q,2271,2271,Újpest,Diosgyor,DVT,2,1,Played,W 2-1,2560289,UJP vs DVT (2026-02-21)
265,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,23,NYI vs KIS,false,true,false,true,false,2026-02-21,ufy1tpt30fls84dumkzgesyc,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Kisvárda,Nyíregyháza Spartacus,NYI,2,2,Played,T 2-2,2560285,NYI vs KIS (2026-02-21)
265,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,23,KAZ vs PUS,false,true,true,false,false,2026-02-21,7ecs06o34jh5vy8igpb7f47o,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Puskás,Kazincbarcika,KAZ,2,0,Played,W 2-0,2560220,KAZ vs PUS (2026-02-21)
265,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,23,UJP vs DVT,false,true,false,false,true,2026-02-21,vtjodnk9ncs3o1bb1lq8kefo,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Diosgyor,Újpest,UJP,1,2,Played,L 1-2,2560289,UJP vs DVT (2026-02-21)
265,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,23,NYI vs KIS,true,false,false,true,false,2026-02-21,ufy1tpt30fls84dumkzgesyc,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Nyíregyháza Spartacus,Kisvárda,KIS,2,2,Played,T 2-2,2560285,NYI vs KIS (2026-02-21)
265,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,23,KAZ vs PUS,true,false,false,false,true,2026-02-21,7ecs06o34jh5vy8igpb7f47o,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Kazincbarcika,Puskás,PUS,0,2,Played,L 0-2,2560220,KAZ vs PUS (2026-02-21)
271,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,23,ZTE vs DEB,false,true,false,true,false,2026-02-22,vh7js6k6lbcn6t9leiilbtas,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Debrecen,Zalaegerszeg,ZTE,1,1,Played,T 1-1,2560288,ZTE vs DEB (2026-02-22)
271,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,23,ZTE vs DEB,true,false,false,true,false,2026-02-22,vh7js6k6lbcn6t9leiilbtas,b7jek1bop3eoughds0xi22tte,225,225,Zalaegerszeg,Debrecen,DEB,1,1,Played,T 1-1,2560288,ZTE vs DEB (2026-02-22)
271,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,23,PAK vs GYO,true,false,false,false,true,2026-02-22,w7qcvru15vvopv3bem3r5m38,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Paks,Gyori ETO,GYO,3,4,Played,L 3-4,2560290,PAK vs GYO (2026-02-22)
271,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,23,PAK vs GYO,false,true,true,false,false,2026-02-22,w7qcvru15vvopv3bem3r5m38,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Gyori ETO,Paks,PAK,4,3,Played,W 4-3,2560290,PAK vs GYO (2026-02-22)
275,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,23,MTK vs FTC,false,true,true,false,false,2026-02-23,v4udq02ttkhr0ofbud9j6o0k,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Ferencváros,MTK,MTK,3,1,Played,W 3-1,2560287,MTK vs FTC (2026-02-23)
275,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,23,MTK vs FTC,true,false,false,false,true,2026-02-23,v4udq02ttkhr0ofbud9j6o0k,b3o0wckz4w3fusytybpgxftgm,227,227,MTK,Ferencváros,FTC,1,3,Played,L 1-3,2560287,MTK vs FTC (2026-02-23)
277,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,24,DEB vs MTK,true,false,false,true,false,2026-02-27,x94p1l9w6t5qjjf4lwzvuck4,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Debrecen,MTK,MTK,2,2,Played,T 2-2,2560293,DEB vs MTK (2026-02-27)
277,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,24,DEB vs MTK,false,true,false,true,false,2026-02-27,x94p1l9w6t5qjjf4lwzvuck4,b7jek1bop3eoughds0xi22tte,225,225,MTK,Debrecen,DEB,2,2,Played,T 2-2,2560293,DEB vs MTK (2026-02-27)
279,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,24,GYO vs UJP,false,true,false,false,true,2026-02-28,wk63rbfi8ysxwafv94ujs8pg,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Újpest,Gyori ETO,GYO,1,2,Played,L 1-2,2560291,GYO vs UJP (2026-02-28)
279,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,24,DVT vs ZTE,false,true,false,true,false,2026-02-28,wwm2rtg51zxkqh6yqxwtbwgk,amfs0dhjwsobm10en9twg0q,2271,2271,Zalaegerszeg,Diosgyor,DVT,1,1,Played,T 1-1,2560292,DVT vs ZTE (2026-02-28)
279,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,24,KIS vs PAK,true,false,true,false,false,2026-02-28,yagec06vd5ew3ggeqa1d3z84,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Kisvárda,Paks,PAK,2,1,Played,W 2-1,2560296,KIS vs PAK (2026-02-28)
279,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,24,KIS vs PAK,false,true,false,false,true,2026-02-28,yagec06vd5ew3ggeqa1d3z84,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Paks,Kisvárda,KIS,1,2,Played,L 1-2,2560296,KIS vs PAK (2026-02-28)
279,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,24,DVT vs ZTE,true,false,false,true,false,2026-02-28,wwm2rtg51zxkqh6yqxwtbwgk,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Diosgyor,Zalaegerszeg,ZTE,1,1,Played,T 1-1,2560292,DVT vs ZTE (2026-02-28)
279,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,24,GYO vs UJP,true,false,true,false,false,2026-02-28,wk63rbfi8ysxwafv94ujs8pg,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Gyori ETO,Újpest,UJP,2,1,Played,W 2-1,2560291,GYO vs UJP (2026-02-28)
285,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,24,FTC vs KAZ,true,false,true,false,false,2026-03-01,xliad73i1c7wytarnik4hno4,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Ferencváros,Kazincbarcika,KAZ,2,1,Played,W 2-1,2560294,FTC vs KAZ (2026-03-01)
285,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,24,PUS vs NYI,true,false,false,false,true,2026-03-01,xy484a6zwhh6oqug3fpgz4lw,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Puskás,Nyíregyháza Spartacus,NYI,1,2,Played,L 1-2,2560295,PUS vs NYI (2026-03-01)
285,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,24,PUS vs NYI,false,true,true,false,false,2026-03-01,xy484a6zwhh6oqug3fpgz4lw,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Nyíregyháza Spartacus,Puskás,PUS,2,1,Played,W 2-1,2560295,PUS vs NYI (2026-03-01)
285,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,24,FTC vs KAZ,false,true,false,false,true,2026-03-01,xliad73i1c7wytarnik4hno4,b3o0wckz4w3fusytybpgxftgm,227,227,Kazincbarcika,Ferencváros,FTC,1,2,Played,L 1-2,2560294,FTC vs KAZ (2026-03-01)
289,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,25,KIS vs PUS,true,false,true,false,false,2026-03-06,10cw6o8ef7yzgpzr721texgyc,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Kisvárda,Puskás,PUS,1,0,Played,W 1-0,2560302,KIS vs PUS (2026-03-06)
289,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,25,KIS vs PUS,false,true,false,false,true,2026-03-06,10cw6o8ef7yzgpzr721texgyc,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Puskás,Kisvárda,KIS,0,1,Played,L 0-1,2560302,KIS vs PUS (2026-03-06)
291,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,25,UJP vs PAK,true,false,false,true,false,2026-03-07,100hqy97dejekxs87kwsof384,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Újpest,Paks,PAK,0,0,Played,T 0-0,2560301,UJP vs PAK (2026-03-07)
291,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,25,ZTE vs GYO,true,false,true,false,false,2026-03-07,zo1y72mxmasba3k9zrxchrmc,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Zalaegerszeg,Gyori ETO,GYO,2,1,Played,W 2-1,2560300,ZTE vs GYO (2026-03-07)
291,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,25,UJP vs PAK,false,true,false,true,false,2026-03-07,100hqy97dejekxs87kwsof384,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Paks,Újpest,UJP,0,0,Played,T 0-0,2560301,UJP vs PAK (2026-03-07)
291,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,25,ZTE vs GYO,false,true,false,false,true,2026-03-07,zo1y72mxmasba3k9zrxchrmc,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Gyori ETO,Zalaegerszeg,ZTE,1,2,Played,L 1-2,2560300,ZTE vs GYO (2026-03-07)
295,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,25,NYI vs FTC,false,true,true,false,false,2026-03-08,ymspcccufns6189hzqb7dz4k,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Ferencváros,Nyíregyháza Spartacus,NYI,3,1,Played,W 3-1,2560297,NYI vs FTC (2026-03-08)
295,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,25,KAZ vs DEB,false,true,true,false,false,2026-03-08,yz2r65sm0khq17uhcgnkahas,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Debrecen,Kazincbarcika,KAZ,3,0,Played,W 3-0,2560298,KAZ vs DEB (2026-03-08)
295,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,25,MTK vs DVT,true,false,false,true,false,2026-03-08,zbjvpizaydl7gdx5tvek49p0,amfs0dhjwsobm10en9twg0q,2271,2271,MTK,Diosgyor,DVT,1,1,Played,T 1-1,2560299,MTK vs DVT (2026-03-08)
295,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,25,MTK vs DVT,false,true,false,true,false,2026-03-08,zbjvpizaydl7gdx5tvek49p0,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Diosgyor,MTK,MTK,1,1,Played,T 1-1,2560299,MTK vs DVT (2026-03-08)
295,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,25,NYI vs FTC,true,false,false,false,true,2026-03-08,ymspcccufns6189hzqb7dz4k,b3o0wckz4w3fusytybpgxftgm,227,227,Nyíregyháza Spartacus,Ferencváros,FTC,1,3,Played,L 1-3,2560297,NYI vs FTC (2026-03-08)
295,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,25,KAZ vs DEB,true,false,false,false,true,2026-03-08,yz2r65sm0khq17uhcgnkahas,b7jek1bop3eoughds0xi22tte,225,225,Kazincbarcika,Debrecen,DEB,0,3,Played,L 0-3,2560298,KAZ vs DEB (2026-03-08)
301,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,26,GYO vs MTK,false,true,false,true,false,2026-03-13,11gt9hfj0r9a9zsy0v2n994wk,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,MTK,Gyori ETO,GYO,0,0,Played,T 0-0,2560305,GYO vs MTK (2026-03-13)
301,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,26,DVT vs KAZ,true,false,false,false,true,2026-03-13,11tdzx00v8wsxf2509or8xa8k,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Diosgyor,Kazincbarcika,KAZ,0,4,Played,L 0-4,2560306,DVT vs KAZ (2026-03-13)
301,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,26,GYO vs MTK,true,false,false,true,false,2026-03-13,11gt9hfj0r9a9zsy0v2n994wk,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Gyori ETO,MTK,MTK,0,0,Played,T 0-0,2560305,GYO vs MTK (2026-03-13)
301,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,26,DVT vs KAZ,false,true,true,false,false,2026-03-13,11tdzx00v8wsxf2509or8xa8k,amfs0dhjwsobm10en9twg0q,2271,2271,Kazincbarcika,Diosgyor,DVT,4,0,Played,W 4-0,2560306,DVT vs KAZ (2026-03-13)
305,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,26,UJP vs KIS,true,false,true,false,false,2026-03-14,10rilou3qn7vy0e7zkuqmzor8,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Újpest,Kisvárda,KIS,2,1,Played,W 2-1,2560303,UJP vs KIS (2026-03-14)
305,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,26,DEB vs NYI,true,false,false,true,false,2026-03-14,1262tuwn7ylcfo0q0mryalslw,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Debrecen,Nyíregyháza Spartacus,NYI,1,1,Played,T 1-1,2560307,DEB vs NYI (2026-03-14)
305,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,26,PAK vs ZTE,false,true,false,true,false,2026-03-14,1142o49cgamp5nn6io3fhoa38,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Zalaegerszeg,Paks,PAK,1,1,Played,T 1-1,2560304,PAK vs ZTE (2026-03-14)
305,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,26,UJP vs KIS,false,true,false,false,true,2026-03-14,10rilou3qn7vy0e7zkuqmzor8,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Kisvárda,Újpest,UJP,1,2,Played,L 1-2,2560303,UJP vs KIS (2026-03-14)
305,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,26,PAK vs ZTE,true,false,false,true,false,2026-03-14,1142o49cgamp5nn6io3fhoa38,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Paks,Zalaegerszeg,ZTE,1,1,Played,T 1-1,2560304,PAK vs ZTE (2026-03-14)
