Date,Home,Away,HomeGoals,AwayGoals,Match_URL,HomePoints,AwayPoints,HomePointsDropped,AwayPointsDropped
2025-04-21,Kecskemét,Újpest,0,0,https://fbref.com/en/matches/d00fe16e/Kecskemet-Ujpest-April-21-2025-NB-I,1,1,0.0,0.0
2025-04-25,Nyíregyháza,Debrecen,1,0,https://fbref.com/en/matches/fc5efa63/Nyiregyhaza-Debrecen-April-25-2025-NB-I,3,0,0.0,0.0
2025-04-26,Puskás,Vidi,3,1,https://fbref.com/en/matches/6e8453da/Puskas-Akademia-Vidi-April-26-2025-NB-I,3,0,0.0,0.0
2025-04-26,Győr,Paks,2,0,https://fbref.com/en/matches/0ddc3263/Gyor-Paks-April-26-2025-NB-I,3,0,0.0,0.0
2025-04-26,Újpest,Diósgyőr,1,1,https://fbref.com/en/matches/d9574845/Ujpest-Diosgyor-April-26-2025-NB-I,1,1,2.0,0.0
2025-04-27,MTK Budapest,Ferencváros,2,3,https://fbref.com/en/matches/d562c2be/MTK-Budapest-Ferencvaros-April-27-2025-NB-I,0,3,0.0,0.0
2025-04-27,Zalaegerszeg,Kecskemét,0,0,https://fbref.com/en/matches/8cf2e40d/Zalaegerszeg-Kecskemet-April-27-2025-NB-I,1,1,0.0,0.0
2025-05-03,Újpest,Győr,2,3,https://fbref.com/en/matches/b47f23e6/Ujpest-Gyor-May-3-2025-NB-I,0,3,0.0,0.0
2025-05-03,Debrecen,MTK Budapest,0,0,https://fbref.com/en/matches/6c91956c/Debrecen-MTK-Budapest-May-3-2025-NB-I,1,1,0.0,0.0
2025-05-03,Ferencváros,Puskás,1,1,https://fbref.com/en/matches/0247c476/Ferencvaros-Puskas-Akademia-May-3-2025-NB-I,1,1,0.0,0.0
2025-05-04,Diósgyőr,Zalaegerszeg,1,1,https://fbref.com/en/matches/c37f3bf8/Diosgyor-Zalaegerszeg-May-4-2025-NB-I,1,1,2.0,0.0
2025-05-04,Kecskemét,Nyíregyháza,2,2,https://fbref.com/en/matches/bc194bce/Kecskemet-Nyiregyhaza-May-4-2025-NB-I,1,1,0.0,2.0
2025-05-04,Vidi,Paks,0,2,https://fbref.com/en/matches/f54b17a4/Vidi-Paks-May-4-2025-NB-I,0,3,0.0,0.0
2025-05-09,Győr,Vidi,1,0,https://fbref.com/en/matches/e173876a/Gyor-Vidi-May-9-2025-NB-I,3,0,0.0,0.0
2025-05-10,Puskás,Debrecen,4,2,https://fbref.com/en/matches/12180aea/Puskas-Akademia-Debrecen-May-10-2025-NB-I,3,0,0.0,0.0
2025-05-10,MTK Budapest,Kecskemét,2,1,https://fbref.com/en/matches/a08f8068/MTK-Budapest-Kecskemet-May-10-2025-NB-I,3,0,0.0,0.0
2025-05-10,Paks,Ferencváros,2,3,https://fbref.com/en/matches/58a7c246/Paks-Ferencvaros-May-10-2025-NB-I,0,3,3.0,0.0
2025-05-11,Zalaegerszeg,Újpest,0,0,https://fbref.com/en/matches/36b1f64f/Zalaegerszeg-Ujpest-May-11-2025-NB-I,1,1,0.0,0.0
2025-05-11,Nyíregyháza,Diósgyőr,1,0,https://fbref.com/en/matches/13ffd3b3/Nyiregyhaza-Diosgyor-May-11-2025-NB-I,3,0,0.0,0.0
2025-05-16,Kecskemét,Puskás,0,1,https://fbref.com/en/matches/b9720e7f/Kecskemet-Puskas-Akademia-May-16-2025-NB-I,0,3,0.0,0.0
2025-05-16,Újpest,Nyíregyháza,2,2,https://fbref.com/en/matches/dd6842ef/Ujpest-Nyiregyhaza-May-16-2025-NB-I,1,1,2.0,2.0
2025-05-17,Zalaegerszeg,Győr,0,0,https://fbref.com/en/matches/3bba4707/Zalaegerszeg-Gyor-May-17-2025-NB-I,1,1,0.0,0.0
2025-05-17,Diósgyőr,MTK Budapest,2,1,https://fbref.com/en/matches/75a7d36a/Diosgyor-MTK-Budapest-May-17-2025-NB-I,3,0,0.0,3.0
2025-05-18,Debrecen,Paks,0,0,https://fbref.com/en/matches/5d762178/Debrecen-Paks-May-18-2025-NB-I,1,1,0.0,0.0
2025-05-18,Ferencváros,Vidi,3,0,https://fbref.com/en/matches/9efdbbe2/Ferencvaros-Vidi-May-18-2025-NB-I,3,0,0.0,0.0
2025-05-23,Paks,Kecskemét,1,1,https://fbref.com/en/matches/daccc70d/Paks-Kecskemet-May-23-2025-NB-I,1,1,0.0,0.0
2025-05-24,MTK Budapest,Újpest,1,3,https://fbref.com/en/matches/d867c2da/MTK-Budapest-Ujpest-May-24-2025-NB-I,0,3,0.0,0.0
2025-05-24,Vidi,Debrecen,0,3,https://fbref.com/en/matches/713181bd/Vidi-Debrecen-May-24-2025-NB-I,0,3,0.0,0.0
2025-05-24,Győr,Ferencváros,1,2,https://fbref.com/en/matches/0315af7c/Gyor-Ferencvaros-May-24-2025-NB-I,0,3,0.0,0.0
2025-05-24,Puskás,Diósgyőr,4,3,https://fbref.com/en/matches/02580438/Puskas-Akademia-Diosgyor-May-24-2025-NB-I,3,0,0.0,3.0
2025-05-25,Nyíregyháza,Zalaegerszeg,0,0,https://fbref.com/en/matches/3f40c9fc/Nyiregyhaza-Zalaegerszeg-May-25-2025-NB-I,1,1,0.0,0.0
