minute,value
1.0,4
2.0,6
3.0,-4
4.0,-26
5.0,-8
6.0,9
7.0,12
8.0,23
9.0,6
10.0,-22
11.0,-33
12.0,-16
13.0,-6
14.0,5
15.0,5
16.0,17
17.0,6
18.0,25
19.0,15
20.0,-33
21.0,32
22.0,28
23.0,20
24.0,16
25.0,50
26.0,32
27.0,22
28.0,11
29.0,81
30.0,51
31.0,27
32.0,12
33.0,17
34.0,15
35.0,62
36.0,87
37.0,76
38.0,44
39.0,25
40.0,28
41.0,18
42.0,16
43.0,38
44.0,28
45.0,-18
45.5,-14
46.0,4
47.0,4
48.0,-9
49.0,-3
50.0,-21
51.0,-47
52.0,-20
53.0,19
54.0,5
55.0,4
56.0,24
57.0,48
58.0,55
59.0,39
60.0,31
61.0,23
62.0,25
63.0,66
64.0,47
65.0,63
66.0,41
67.0,27
68.0,25
69.0,22
70.0,16
71.0,41
72.0,37
73.0,27
74.0,28
75.0,95
76.0,60
77.0,80
78.0,46
79.0,25
80.0,61
81.0,56
82.0,67
83.0,48
84.0,25
85.0,19
86.0,56
87.0,91
88.0,61
89.0,44
90.0,32
90.5,147
