minute,value
1.0,6
2.0,9
3.0,11
4.0,12
5.0,24
6.0,58
7.0,32
8.0,-27
9.0,-4
10.0,-10
11.0,-5
12.0,5
13.0,8
14.0,26
15.0,25
16.0,20
17.0,10
18.0,3
19.0,11
20.0,76
21.0,47
22.0,83
23.0,51
24.0,33
25.0,26
26.0,41
27.0,13
28.0,1
29.0,-19
30.0,-8
31.0,24
32.0,-44
33.0,21
34.0,44
35.0,46
36.0,31
37.0,100
38.0,68
39.0,40
40.0,27
41.0,43
42.0,24
43.0,19
44.0,16
45.0,34
45.5,35
46.0,7
47.0,-22
48.0,18
49.0,-6
50.0,8
51.0,53
52.0,35
53.0,21
54.0,14
55.0,-18
56.0,-13
57.0,13
58.0,56
59.0,41
60.0,33
61.0,30
62.0,25
63.0,40
64.0,47
65.0,1
66.0,-4
67.0,-2
68.0,25
69.0,49
70.0,48
71.0,38
72.0,27
73.0,26
74.0,63
75.0,62
76.0,42
77.0,31
78.0,52
79.0,54
80.0,31
81.0,17
82.0,10
83.0,4
84.0,-15
85.0,-18
86.0,-11
87.0,-6
88.0,-4
89.0,-51
90.0,-40
90.5,1
