tournament_name,match_id,match_name,team1,team1_score,team2,team2_score,total_games,week,patch,date,url
LCK Spring 2023,47554,NS vs BRION,BRION,0,Nongshim RedForce,2,2,WEEK9,13.5,2023-03-17,https://gol.gg/game/stats/47554/page-summary/
LCK Spring 2023,47551,KDF vs KT Rolster,Kwangdong Freecs,0,KT Rolster,2,2,WEEK9,13.5,2023-03-17,https://gol.gg/game/stats/47551/page-summary/
LCK Spring 2023,47548,HLE vs GEN,Hanwha Life eSports,0,Gen.G eSports,2,2,WEEK9,13.5,2023-03-16,https://gol.gg/game/stats/47548/page-summary/
LCK Spring 2023,47545,T1 vs Dplus KIA,Dplus KIA,0,T1,2,2,WEEK9,13.5,2023-03-16,https://gol.gg/game/stats/47545/page-summary/
LCK Spring 2023,47542,LSB vs BRION,Liiv SANDBOX,2,BRION,0,2,WEEK9,13.5,2023-03-15,https://gol.gg/game/stats/47542/page-summary/
LCK Spring 2023,47539,KDF vs DRX,Kwangdong Freecs,2,DRX,1,3,WEEK9,13.5,2023-03-15,https://gol.gg/game/stats/47539/page-summary/
LCK Spring 2023,47244,KDF vs GEN,Gen.G eSports,1,Kwangdong Freecs,2,3,WEEK8,13.4,2023-03-12,https://gol.gg/game/stats/47244/page-summary/
LCK Spring 2023,47241,BRION vs Dplus KIA,Dplus KIA,2,BRION,1,3,WEEK8,13.4,2023-03-12,https://gol.gg/game/stats/47241/page-summary/
LCK Spring 2023,47238,T1 vs HLE,T1,2,Hanwha Life eSports,1,3,WEEK8,13.4,2023-03-11,https://gol.gg/game/stats/47238/page-summary/
LCK Spring 2023,47235,LSB vs DRX,Liiv SANDBOX,2,DRX,1,3,WEEK8,13.4,2023-03-11,https://gol.gg/game/stats/47235/page-summary/
LCK Spring 2023,47232,KT Rolster vs BRION,BRION,0,KT Rolster,2,2,WEEK8,13.4,2023-03-10,https://gol.gg/game/stats/47232/page-summary/
LCK Spring 2023,47229,NS vs Dplus KIA,Dplus KIA,2,Nongshim RedForce,0,2,WEEK8,13.4,2023-03-10,https://gol.gg/game/stats/47229/page-summary/
LCK Spring 2023,47226,T1 vs DRX,T1,2,DRX,0,2,WEEK8,13.4,2023-03-09,https://gol.gg/game/stats/47226/page-summary/
LCK Spring 2023,47223,LSB vs GEN,Gen.G eSports,2,Liiv SANDBOX,0,2,WEEK8,13.4,2023-03-09,https://gol.gg/game/stats/47223/page-summary/
LCK Spring 2023,47220,KT Rolster vs HLE,KT Rolster,2,Hanwha Life eSports,1,3,WEEK8,13.4,2023-03-08,https://gol.gg/game/stats/47220/page-summary/
LCK Spring 2023,47217,NS vs KDF,Kwangdong Freecs,2,Nongshim RedForce,1,3,WEEK8,13.4,2023-03-08,https://gol.gg/game/stats/47217/page-summary/
LCK Spring 2023,46885,GEN vs BRION,BRION,0,Gen.G eSports,2,2,WEEK7,13.4,2023-03-05,https://gol.gg/game/stats/46885/page-summary/
LCK Spring 2023,46882,LSB vs KT Rolster,Liiv SANDBOX,0,KT Rolster,2,2,WEEK7,13.4,2023-03-05,https://gol.gg/game/stats/46882/page-summary/
LCK Spring 2023,46879,NS vs DRX,Nongshim RedForce,1,DRX,2,3,WEEK7,13.4,2023-03-04,https://gol.gg/game/stats/46879/page-summary/
LCK Spring 2023,46876,HLE vs Dplus KIA,Hanwha Life eSports,0,Dplus KIA,2,2,WEEK7,13.4,2023-03-04,https://gol.gg/game/stats/46876/page-summary/
LCK Spring 2023,46873,T1 vs BRION,BRION,0,T1,2,2,WEEK7,13.4,2023-03-03,https://gol.gg/game/stats/46873/page-summary/
LCK Spring 2023,46870,LSB vs KDF,Liiv SANDBOX,1,Kwangdong Freecs,2,3,WEEK7,13.4,2023-03-03,https://gol.gg/game/stats/46870/page-summary/
LCK Spring 2023,46867,NS vs HLE,Hanwha Life eSports,2,Nongshim RedForce,0,2,WEEK7,13.4,2023-03-02,https://gol.gg/game/stats/46867/page-summary/
LCK Spring 2023,46864,KT Rolster vs GEN,KT Rolster,2,Gen.G eSports,1,3,WEEK7,13.4,2023-03-02,https://gol.gg/game/stats/46864/page-summary/
LCK Spring 2023,46861,Dplus KIA vs DRX,DRX,0,Dplus KIA,2,2,WEEK7,13.4,2023-03-01,https://gol.gg/game/stats/46861/page-summary/
LCK Spring 2023,46858,T1 vs KDF,Kwangdong Freecs,0,T1,2,2,WEEK7,13.4,2023-03-01,https://gol.gg/game/stats/46858/page-summary/
LCK Spring 2023,46403,KDF vs HLE,Hanwha Life eSports,2,Kwangdong Freecs,0,2,WEEK6,13.3,2023-02-26,https://gol.gg/game/stats/46403/page-summary/
LCK Spring 2023,46400,BRION vs DRX,BRION,1,DRX,2,3,WEEK6,13.3,2023-02-26,https://gol.gg/game/stats/46400/page-summary/
LCK Spring 2023,46397,NS vs LSB,Nongshim RedForce,1,Liiv SANDBOX,2,3,WEEK6,13.3,2023-02-25,https://gol.gg/game/stats/46397/page-summary/
LCK Spring 2023,46394,T1 vs KT Rolster,T1,2,KT Rolster,0,2,WEEK6,13.3,2023-02-25,https://gol.gg/game/stats/46394/page-summary/
LCK Spring 2023,46391,KDF vs Dplus KIA,Dplus KIA,2,Kwangdong Freecs,0,2,WEEK6,13.3,2023-02-24,https://gol.gg/game/stats/46391/page-summary/
LCK Spring 2023,46388,GEN vs DRX,Gen.G eSports,2,DRX,0,2,WEEK6,13.3,2023-02-24,https://gol.gg/game/stats/46388/page-summary/
LCK Spring 2023,46385,T1 vs LSB,T1,2,Liiv SANDBOX,0,2,WEEK6,13.3,2023-02-23,https://gol.gg/game/stats/46385/page-summary/
LCK Spring 2023,46382,HLE vs BRION,Hanwha Life eSports,2,BRION,1,3,WEEK6,13.3,2023-02-23,https://gol.gg/game/stats/46382/page-summary/
LCK Spring 2023,46379,KT Rolster vs Dplus KIA,KT Rolster,0,Dplus KIA,2,2,WEEK6,13.3,2023-02-22,https://gol.gg/game/stats/46379/page-summary/
LCK Spring 2023,46376,NS vs GEN,Nongshim RedForce,0,Gen.G eSports,2,2,WEEK6,13.3,2023-02-22,https://gol.gg/game/stats/46376/page-summary/
LCK Spring 2023,45931,LSB vs Dplus KIA,Dplus KIA,0,Liiv SANDBOX,2,2,WEEK5,13.3,2023-02-19,https://gol.gg/game/stats/45931/page-summary/
LCK Spring 2023,45928,T1 vs GEN,T1,2,Gen.G eSports,1,3,WEEK5,13.3,2023-02-19,https://gol.gg/game/stats/45928/page-summary/
LCK Spring 2023,45925,NS vs KT Rolster,Nongshim RedForce,0,KT Rolster,2,2,WEEK5,13.3,2023-02-18,https://gol.gg/game/stats/45925/page-summary/
LCK Spring 2023,45922,KDF vs BRION,Kwangdong Freecs,1,BRION,2,3,WEEK5,13.3,2023-02-18,https://gol.gg/game/stats/45922/page-summary/
LCK Spring 2023,45919,HLE vs DRX,Hanwha Life eSports,2,DRX,0,2,WEEK5,13.3,2023-02-17,https://gol.gg/game/stats/45919/page-summary/
LCK Spring 2023,45916,T1 vs LSB,Liiv SANDBOX,1,T1,2,3,WEEK5,13.3,2023-02-17,https://gol.gg/game/stats/45916/page-summary/
LCK Spring 2023,45913,KDF vs GEN,Kwangdong Freecs,1,Gen.G eSports,2,3,WEEK5,13.3,2023-02-16,https://gol.gg/game/stats/45913/page-summary/
LCK Spring 2023,45910,BRION vs Dplus KIA,BRION,0,Dplus KIA,2,2,WEEK5,13.3,2023-02-16,https://gol.gg/game/stats/45910/page-summary/
LCK Spring 2023,45907,NS vs HLE,Nongshim RedForce,0,Hanwha Life eSports,2,2,WEEK5,13.3,2023-02-15,https://gol.gg/game/stats/45907/page-summary/
LCK Spring 2023,45904,KT Rolster vs DRX,DRX,0,KT Rolster,2,2,WEEK5,13.3,2023-02-15,https://gol.gg/game/stats/45904/page-summary/
LCK Spring 2023,45639,T1 vs DRX,T1,2,DRX,0,2,WEEK4,13.1,2023-02-12,https://gol.gg/game/stats/45639/page-summary/
LCK Spring 2023,45636,HLE vs Dplus KIA,Dplus KIA,2,Hanwha Life eSports,0,2,WEEK4,13.1,2023-02-12,https://gol.gg/game/stats/45636/page-summary/
LCK Spring 2023,45633,KT Rolster vs GEN,KT Rolster,2,Gen.G eSports,1,3,WEEK4,13.1,2023-02-11,https://gol.gg/game/stats/45633/page-summary/
LCK Spring 2023,45630,NS vs KDF,Kwangdong Freecs,2,Nongshim RedForce,0,2,WEEK4,13.1,2023-02-11,https://gol.gg/game/stats/45630/page-summary/
LCK Spring 2023,45627,LSB vs DRX,DRX,1,Liiv SANDBOX,2,3,WEEK4,13.1,2023-02-10,https://gol.gg/game/stats/45627/page-summary/
LCK Spring 2023,45624,HLE vs BRION,BRION,1,Hanwha Life eSports,2,3,WEEK4,13.1,2023-02-10,https://gol.gg/game/stats/45624/page-summary/
LCK Spring 2023,45782,NS vs GEN,Gen.G eSports,2,Nongshim RedForce,0,2,WEEK4,13.1,2023-02-09,https://gol.gg/game/stats/45782/page-summary/
LCK Spring 2023,45779,KT Rolster vs Dplus KIA,Dplus KIA,1,KT Rolster,2,3,WEEK4,13.1,2023-02-09,https://gol.gg/game/stats/45779/page-summary/
LCK Spring 2023,45621,T1 vs BRION,T1,2,BRION,0,2,WEEK4,13.1,2023-02-08,https://gol.gg/game/stats/45621/page-summary/
LCK Spring 2023,45618,LSB vs KDF,Liiv SANDBOX,2,Kwangdong Freecs,1,3,WEEK4,13.1,2023-02-08,https://gol.gg/game/stats/45618/page-summary/
LCK Spring 2023,45278,KDF vs Dplus KIA,Kwangdong Freecs,1,Dplus KIA,2,3,WEEK3,13.1,2023-02-05,https://gol.gg/game/stats/45278/page-summary/
LCK Spring 2023,45275,KT Rolster vs BRION,BRION,0,KT Rolster,2,2,WEEK3,13.1,2023-02-05,https://gol.gg/game/stats/45275/page-summary/
LCK Spring 2023,45272,T1 vs NS,T1,2,Nongshim RedForce,1,3,WEEK3,13.1,2023-02-04,https://gol.gg/game/stats/45272/page-summary/
LCK Spring 2023,45269,HLE vs DRX,Hanwha Life eSports,2,DRX,1,3,WEEK3,13.1,2023-02-04,https://gol.gg/game/stats/45269/page-summary/
LCK Spring 2023,45266,LSB vs GEN,Gen.G eSports,2,Liiv SANDBOX,1,3,WEEK3,13.1,2023-02-03,https://gol.gg/game/stats/45266/page-summary/
LCK Spring 2023,45263,KDF vs KT Rolster,KT Rolster,0,Kwangdong Freecs,2,2,WEEK3,13.1,2023-02-03,https://gol.gg/game/stats/45263/page-summary/
LCK Spring 2023,45260,T1 vs HLE,Hanwha Life eSports,2,T1,1,3,WEEK3,13.1,2023-02-02,https://gol.gg/game/stats/45260/page-summary/
LCK Spring 2023,45257,BRION vs DRX,DRX,1,BRION,2,3,WEEK3,13.1,2023-02-02,https://gol.gg/game/stats/45257/page-summary/
LCK Spring 2023,45254,GEN vs Dplus KIA,Gen.G eSports,2,Dplus KIA,0,2,WEEK3,13.1,2023-02-01,https://gol.gg/game/stats/45254/page-summary/
LCK Spring 2023,45251,NS vs LSB,Liiv SANDBOX,2,Nongshim RedForce,0,2,WEEK3,13.1,2023-02-01,https://gol.gg/game/stats/45251/page-summary/
LCK Spring 2023,44914,KDF vs DRX,Kwangdong Freecs,0,DRX,2,2,WEEK2,13.1,2023-01-29,https://gol.gg/game/stats/44914/page-summary/
LCK Spring 2023,44911,HLE vs GEN,Hanwha Life eSports,1,Gen.G eSports,2,3,WEEK2,13.1,2023-01-29,https://gol.gg/game/stats/44911/page-summary/
LCK Spring 2023,44908,LSB vs BRION,BRION,1,Liiv SANDBOX,2,3,WEEK2,13.1,2023-01-28,https://gol.gg/game/stats/44908/page-summary/
LCK Spring 2023,44905,T1 vs Dplus KIA,T1,2,Dplus KIA,1,3,WEEK2,13.1,2023-01-28,https://gol.gg/game/stats/44905/page-summary/
LCK Spring 2023,44902,KT Rolster vs HLE,Hanwha Life eSports,0,KT Rolster,2,2,WEEK2,13.1,2023-01-27,https://gol.gg/game/stats/44902/page-summary/
LCK Spring 2023,44899,NS vs DRX,DRX,1,Nongshim RedForce,2,3,WEEK2,13.1,2023-01-27,https://gol.gg/game/stats/44899/page-summary/
LCK Spring 2023,44896,T1 vs KDF,T1,2,Kwangdong Freecs,0,2,WEEK2,13.1,2023-01-26,https://gol.gg/game/stats/44896/page-summary/
LCK Spring 2023,44893,GEN vs BRION,Gen.G eSports,2,BRION,0,2,WEEK2,13.1,2023-01-26,https://gol.gg/game/stats/44893/page-summary/
LCK Spring 2023,44890,LSB vs KT Rolster,Liiv SANDBOX,2,KT Rolster,1,3,WEEK2,13.1,2023-01-25,https://gol.gg/game/stats/44890/page-summary/
LCK Spring 2023,44887,NS vs Dplus KIA,Nongshim RedForce,0,Dplus KIA,2,2,WEEK2,13.1,2023-01-25,https://gol.gg/game/stats/44887/page-summary/
LCK Spring 2023,44573,NS vs KT Rolster,KT Rolster,2,Nongshim RedForce,1,3,WEEK1,13.1,2023-01-22,https://gol.gg/game/stats/44573/page-summary/
LCK Spring 2023,44570,LSB vs HLE,Hanwha Life eSports,1,Liiv SANDBOX,2,3,WEEK1,13.1,2023-01-22,https://gol.gg/game/stats/44570/page-summary/
LCK Spring 2023,44567,KDF vs BRION,Kwangdong Freecs,1,BRION,2,3,WEEK1,13.1,2023-01-21,https://gol.gg/game/stats/44567/page-summary/
LCK Spring 2023,44564,GEN vs DRX,Gen.G eSports,2,DRX,0,2,WEEK1,13.1,2023-01-21,https://gol.gg/game/stats/44564/page-summary/
LCK Spring 2023,44561,LSB vs Dplus KIA,Dplus KIA,2,Liiv SANDBOX,0,2,WEEK1,13.1,2023-01-20,https://gol.gg/game/stats/44561/page-summary/
LCK Spring 2023,44558,T1 vs KT Rolster,T1,2,KT Rolster,1,3,WEEK1,13.1,2023-01-20,https://gol.gg/game/stats/44558/page-summary/
LCK Spring 2023,44555,NS vs BRION,Nongshim RedForce,0,BRION,2,2,WEEK1,13.1,2023-01-19,https://gol.gg/game/stats/44555/page-summary/
LCK Spring 2023,44552,KDF vs HLE,Kwangdong Freecs,0,Hanwha Life eSports,2,2,WEEK1,13.1,2023-01-19,https://gol.gg/game/stats/44552/page-summary/
LCK Spring 2023,44549,T1 vs GEN,T1,2,Gen.G eSports,0,2,WEEK1,13.1,2023-01-18,https://gol.gg/game/stats/44549/page-summary/
LCK Spring 2023,44546,Dplus KIA vs DRX,Dplus KIA,2,DRX,0,2,WEEK1,13.1,2023-01-18,https://gol.gg/game/stats/44546/page-summary/
LCK Spring Playoffs 2023,48766,T1 vs GEN,T1,1,Gen.G eSports,3,4,FINALS,13.5,2023-04-09,https://gol.gg/game/stats/48766/page-summary/
LCK Spring Playoffs 2023,48617,GEN vs KT Rolster,Gen.G eSports,3,KT Rolster,1,4,ROUND3,13.5,2023-04-08,https://gol.gg/game/stats/48617/page-summary/
LCK Spring Playoffs 2023,48360,KT Rolster vs HLE,KT Rolster,3,Hanwha Life eSports,1,4,ROUND2,13.5,2023-04-02,https://gol.gg/game/stats/48360/page-summary/
LCK Spring Playoffs 2023,48365,T1 vs GEN,T1,3,Gen.G eSports,1,4,ROUND3,13.5,2023-04-01,https://gol.gg/game/stats/48365/page-summary/
LCK Spring Playoffs 2023,48280,GEN vs HLE,Gen.G eSports,3,Hanwha Life eSports,1,4,ROUND2,13.5,2023-03-26,https://gol.gg/game/stats/48280/page-summary/
LCK Spring Playoffs 2023,48275,T1 vs KT Rolster,T1,3,KT Rolster,2,5,ROUND2,13.5,2023-03-25,https://gol.gg/game/stats/48275/page-summary/
LCK Spring Playoffs 2023,48151,Dplus KIA vs HLE,Dplus KIA,1,Hanwha Life eSports,3,4,ROUND1,13.5,2023-03-23,https://gol.gg/game/stats/48151/page-summary/
LCK Spring Playoffs 2023,48146,KT Rolster vs LSB,Liiv SANDBOX,1,KT Rolster,3,4,ROUND1,13.5,2023-03-22,https://gol.gg/game/stats/48146/page-summary/
MSI 2023,49062,JD Gaming vs BLG,JD Gaming,3,Bilibili Gaming,1,4,FINALS,13.8,2023-05-21,https://gol.gg/game/stats/49062/page-summary/
MSI 2023,49058,T1 vs BLG,Bilibili Gaming,3,T1,1,4,BRACKET,13.8,2023-05-20,https://gol.gg/game/stats/49058/page-summary/
MSI 2023,49055,BLG vs GEN,Bilibili Gaming,3,Gen.G eSports,0,3,BRACKET,13.8,2023-05-19,https://gol.gg/game/stats/49055/page-summary/
MSI 2023,49050,T1 vs JD Gaming,JD Gaming,3,T1,2,5,BRACKET,13.8,2023-05-18,https://gol.gg/game/stats/49050/page-summary/
MSI 2023,49045,GEN vs Cloud9,Gen.G eSports,3,Cloud9,0,3,BRACKET,13.8,2023-05-17,https://gol.gg/game/stats/49045/page-summary/
MSI 2023,49040,BLG vs G2 Esports,G2 Esports,1,Bilibili Gaming,3,4,BRACKET,13.8,2023-05-16,https://gol.gg/game/stats/49040/page-summary/
MSI 2023,49036,Cloud9 vs GG,Golden Guardians,1,Cloud9,3,4,BRACKET,13.8,2023-05-14,https://gol.gg/game/stats/49036/page-summary/
MSI 2023,49026,BLG vs JD Gaming,JD Gaming,3,Bilibili Gaming,0,3,BRACKET,13.8,2023-05-14,https://gol.gg/game/stats/49026/page-summary/
MSI 2023,49031,G2 Esports vs MAD Lions,MAD Lions,0,G2 Esports,3,3,BRACKET,13.8,2023-05-13,https://gol.gg/game/stats/49031/page-summary/
MSI 2023,49021,GEN vs T1,Gen.G eSports,2,T1,3,5,BRACKET,13.8,2023-05-13,https://gol.gg/game/stats/49021/page-summary/
MSI 2023,49018,JD Gaming vs GG,JD Gaming,3,Golden Guardians,0,3,BRACKET,13.8,2023-05-12,https://gol.gg/game/stats/49018/page-summary/
MSI 2023,49013,Cloud9 vs BLG,Cloud9,0,Bilibili Gaming,3,3,BRACKET,13.8,2023-05-11,https://gol.gg/game/stats/49013/page-summary/
MSI 2023,49008,MAD Lions vs T1,MAD Lions,0,T1,3,3,BRACKET,13.8,2023-05-10,https://gol.gg/game/stats/49008/page-summary/
MSI 2023,49003,GEN vs G2 Esports,Gen.G eSports,3,G2 Esports,1,4,BRACKET,13.8,2023-05-09,https://gol.gg/game/stats/49003/page-summary/
MSI 2023,49000,GG vs PSG Talon,Golden Guardians,3,PSG Talon,0,3,PLAY-IN,13.8,2023-05-07,https://gol.gg/game/stats/49000/page-summary/
MSI 2023,48998,PSG Talon vs LOUD,PSG Talon,2,LOUD,0,2,PLAY-IN,13.8,2023-05-06,https://gol.gg/game/stats/48998/page-summary/
MSI 2023,48995,GG vs Movistar R7,Golden Guardians,2,Movistar R7,0,2,PLAY-IN,13.8,2023-05-06,https://gol.gg/game/stats/48995/page-summary/
MSI 2023,48993,LOUD vs DFM,LOUD,2,Detonation FocusMe,0,2,PLAY-IN,13.8,2023-05-05,https://gol.gg/game/stats/48993/page-summary/
MSI 2023,48990,Movistar R7 vs GAM Esports,GAM Esports,1,Movistar R7,2,3,PLAY-IN,13.8,2023-05-05,https://gol.gg/game/stats/48990/page-summary/
MSI 2023,48987,G2 Esports vs PSG Talon,G2 Esports,2,PSG Talon,0,2,PLAY-IN,13.8,2023-05-04,https://gol.gg/game/stats/48987/page-summary/
MSI 2023,48984,BLG vs GG,Bilibili Gaming,2,Golden Guardians,1,3,PLAY-IN,13.8,2023-05-04,https://gol.gg/game/stats/48984/page-summary/
MSI 2023,48976,GG vs GAM Esports,Golden Guardians,2,GAM Esports,0,2,PLAY-IN,13.8,2023-05-03,https://gol.gg/game/stats/48976/page-summary/
MSI 2023,48973,BLG vs Movistar R7,Bilibili Gaming,2,Movistar R7,0,2,PLAY-IN,13.8,2023-05-03,https://gol.gg/game/stats/48973/page-summary/
MSI 2023,48970,G2 Esports vs LOUD,G2 Esports,2,LOUD,0,2,PLAY-IN,13.8,2023-05-02,https://gol.gg/game/stats/48970/page-summary/
MSI 2023,48967,PSG Talon vs DFM,PSG Talon,2,Detonation FocusMe,0,2,PLAY-IN,13.8,2023-05-02,https://gol.gg/game/stats/48967/page-summary/
LPL Summer 2023,51514,WBG vs EDG,Weibo Gaming,2,Edward Gaming,0,2,WEEK7,13.12,2023-07-17,https://gol.gg/game/stats/51514/page-summary/
LPL Summer 2023,51511,RNG vs LGD Gaming,Royal Never Give Up,2,LGD Gaming,0,2,WEEK7,13.12,2023-07-17,https://gol.gg/game/stats/51511/page-summary/
LPL Summer 2023,51460,AL vs OMG,Anyone s Legend,0,OMG,2,2,WEEK7,13.12,2023-07-17,https://gol.gg/game/stats/51460/page-summary/
LPL Summer 2023,51508,Rare Atom vs OMG,Rare Atom,0,OMG,2,2,WEEK7,13.12,2023-07-16,https://gol.gg/game/stats/51508/page-summary/
LPL Summer 2023,51505,TT vs JD Gaming,TT,0,JD Gaming,2,2,WEEK7,13.12,2023-07-16,https://gol.gg/game/stats/51505/page-summary/
LPL Summer 2023,51502,Team WE vs BLG,Team WE,0,Bilibili Gaming,2,2,WEEK7,13.12,2023-07-16,https://gol.gg/game/stats/51502/page-summary/
LPL Summer 2023,51499,Ultra Prime vs IG,Ultra Prime,1,Invictus Gaming,2,3,WEEK7,13.12,2023-07-15,https://gol.gg/game/stats/51499/page-summary/
LPL Summer 2023,51496,NIP vs LNG Esports,Ninjas in Pyjamas,0,LNG Esports,2,2,WEEK7,13.12,2023-07-15,https://gol.gg/game/stats/51496/page-summary/
LPL Summer 2023,51493,Team WE vs FPX,Team WE,0,Funplus Phoenix,2,2,WEEK7,13.12,2023-07-15,https://gol.gg/game/stats/51493/page-summary/
LPL Summer 2023,51490,RNG vs WBG,Royal Never Give Up,1,Weibo Gaming,2,3,WEEK7,13.12,2023-07-14,https://gol.gg/game/stats/51490/page-summary/
LPL Summer 2023,51487,AL vs Top Esports,Anyone s Legend,0,Top Esports,2,2,WEEK7,13.12,2023-07-14,https://gol.gg/game/stats/51487/page-summary/
LPL Summer 2023,51484,LGD Gaming vs Ultra Prime,LGD Gaming,1,Ultra Prime,2,3,WEEK7,13.12,2023-07-14,https://gol.gg/game/stats/51484/page-summary/
LPL Summer 2023,51481,OMG vs EDG,OMG,2,Edward Gaming,1,3,WEEK7,13.12,2023-07-13,https://gol.gg/game/stats/51481/page-summary/
LPL Summer 2023,51478,IG vs WBG,Invictus Gaming,2,Weibo Gaming,0,2,WEEK7,13.12,2023-07-13,https://gol.gg/game/stats/51478/page-summary/
LPL Summer 2023,51475,JD Gaming vs Rare Atom,JD Gaming,2,Rare Atom,0,2,WEEK7,13.12,2023-07-13,https://gol.gg/game/stats/51475/page-summary/
LPL Summer 2023,51472,BLG vs RNG,Bilibili Gaming,2,Royal Never Give Up,1,3,WEEK7,13.12,2023-07-12,https://gol.gg/game/stats/51472/page-summary/
LPL Summer 2023,51469,FPX vs NIP,Funplus Phoenix,2,Ninjas in Pyjamas,0,2,WEEK7,13.12,2023-07-12,https://gol.gg/game/stats/51469/page-summary/
LPL Summer 2023,51466,LNG Esports vs TT,LNG Esports,2,TT,1,3,WEEK7,13.12,2023-07-12,https://gol.gg/game/stats/51466/page-summary/
LPL Summer 2023,51463,Team WE vs JD Gaming,Team WE,0,JD Gaming,2,2,WEEK7,13.12,2023-07-11,https://gol.gg/game/stats/51463/page-summary/
LPL Summer 2023,51457,Ultra Prime vs Top Esports,Ultra Prime,0,Top Esports,2,2,WEEK7,13.12,2023-07-11,https://gol.gg/game/stats/51457/page-summary/
LPL Summer 2023,51454,NIP vs Rare Atom,Ninjas in Pyjamas,2,Rare Atom,0,2,WEEK7,13.12,2023-07-10,https://gol.gg/game/stats/51454/page-summary/
LPL Summer 2023,51451,LNG Esports vs LGD Gaming,LNG Esports,2,LGD Gaming,1,3,WEEK7,13.12,2023-07-10,https://gol.gg/game/stats/51451/page-summary/
LPL Summer 2023,50973,JD Gaming vs IG,Invictus Gaming,2,JD Gaming,1,3,WEEK6,13.12,2023-07-09,https://gol.gg/game/stats/50973/page-summary/
LPL Summer 2023,50970,EDG vs FPX,Edward Gaming,2,Funplus Phoenix,1,3,WEEK6,13.12,2023-07-09,https://gol.gg/game/stats/50970/page-summary/
LPL Summer 2023,50967,AL vs WBG,Weibo Gaming,2,Anyone s Legend,0,2,WEEK6,13.12,2023-07-09,https://gol.gg/game/stats/50967/page-summary/
LPL Summer 2023,50964,OMG vs TT,OMG,0,TT,2,2,WEEK6,13.12,2023-07-08,https://gol.gg/game/stats/50964/page-summary/
LPL Summer 2023,50961,Team WE vs RNG,Team WE,1,Royal Never Give Up,2,3,WEEK6,13.12,2023-07-08,https://gol.gg/game/stats/50961/page-summary/
LPL Summer 2023,50958,BLG vs NIP,Bilibili Gaming,2,Ninjas in Pyjamas,0,2,WEEK6,13.12,2023-07-08,https://gol.gg/game/stats/50958/page-summary/
LPL Summer 2023,50955,Top Esports vs OMG,Top Esports,2,OMG,1,3,WEEK6,13.12,2023-07-07,https://gol.gg/game/stats/50955/page-summary/
LPL Summer 2023,50952,WBG vs Ultra Prime,Weibo Gaming,2,Ultra Prime,0,2,WEEK6,13.12,2023-07-07,https://gol.gg/game/stats/50952/page-summary/
LPL Summer 2023,50949,LGD Gaming vs EDG,LGD Gaming,0,Edward Gaming,2,2,WEEK6,13.12,2023-07-07,https://gol.gg/game/stats/50949/page-summary/
LPL Summer 2023,50946,TT vs IG,TT,2,Invictus Gaming,0,2,WEEK6,13.12,2023-07-06,https://gol.gg/game/stats/50946/page-summary/
LPL Summer 2023,50943,Rare Atom vs Team WE,Team WE,2,Rare Atom,0,2,WEEK6,13.12,2023-07-06,https://gol.gg/game/stats/50943/page-summary/
LPL Summer 2023,50940,AL vs LNG Esports,Anyone s Legend,0,LNG Esports,2,2,WEEK6,13.12,2023-07-06,https://gol.gg/game/stats/50940/page-summary/
LPL Summer 2023,50937,BLG vs Top Esports,Bilibili Gaming,2,Top Esports,0,2,WEEK6,13.12,2023-07-05,https://gol.gg/game/stats/50937/page-summary/
LPL Summer 2023,50934,Ultra Prime vs OMG,Ultra Prime,0,OMG,2,2,WEEK6,13.12,2023-07-05,https://gol.gg/game/stats/50934/page-summary/
LPL Summer 2023,50931,FPX vs JD Gaming,Funplus Phoenix,0,JD Gaming,2,2,WEEK6,13.12,2023-07-05,https://gol.gg/game/stats/50931/page-summary/
LPL Summer 2023,50928,EDG vs TT,Edward Gaming,1,TT,2,3,WEEK6,13.12,2023-07-04,https://gol.gg/game/stats/50928/page-summary/
LPL Summer 2023,50925,WBG vs Team WE,Weibo Gaming,1,Team WE,2,3,WEEK6,13.12,2023-07-04,https://gol.gg/game/stats/50925/page-summary/
LPL Summer 2023,50922,RNG vs NIP,Royal Never Give Up,1,Ninjas in Pyjamas,2,3,WEEK6,13.12,2023-07-04,https://gol.gg/game/stats/50922/page-summary/
LPL Summer 2023,50919,LGD Gaming vs Team WE,LGD Gaming,2,Team WE,0,2,WEEK6,13.12,2023-07-03,https://gol.gg/game/stats/50919/page-summary/
LPL Summer 2023,50916,IG vs AL,Invictus Gaming,2,Anyone s Legend,1,3,WEEK6,13.12,2023-07-03,https://gol.gg/game/stats/50916/page-summary/
LPL Summer 2023,50604,OMG vs LNG Esports,LNG Esports,2,OMG,0,2,WEEK5,13.12,2023-07-02,https://gol.gg/game/stats/50604/page-summary/
LPL Summer 2023,50601,Top Esports vs Rare Atom,Rare Atom,0,Top Esports,2,2,WEEK5,13.12,2023-07-02,https://gol.gg/game/stats/50601/page-summary/
LPL Summer 2023,50598,FPX vs BLG,Bilibili Gaming,2,Funplus Phoenix,0,2,WEEK5,13.12,2023-07-02,https://gol.gg/game/stats/50598/page-summary/
LPL Summer 2023,50595,Team WE vs EDG,Edward Gaming,2,Team WE,1,3,WEEK5,13.12,2023-07-01,https://gol.gg/game/stats/50595/page-summary/
LPL Summer 2023,50592,Ultra Prime vs JD Gaming,JD Gaming,2,Ultra Prime,0,2,WEEK5,13.12,2023-07-01,https://gol.gg/game/stats/50592/page-summary/
