minute,value
1.0,6
2.0,26
3.0,69
4.0,87
5.0,61
6.0,53
7.0,22
8.0,7
9.0,9
10.0,16
11.0,6
12.0,-47
13.0,-13
14.0,-3
15.0,-11
16.0,40
17.0,27
18.0,33
19.0,23
20.0,-44
21.0,-62
22.0,-34
23.0,-47
24.0,-33
25.0,-68
26.0,-50
27.0,-73
28.0,-31
29.0,-20
30.0,20
31.0,9
32.0,37
33.0,-52
34.0,-14
35.0,-66
36.0,-40
37.0,-35
38.0,-22
39.0,-79
40.0,-89
41.0,-56
42.0,-35
43.0,-25
44.0,-40
45.0,-24
45.5,-6
46.0,-7
47.0,10
48.0,50
49.0,27
50.0,20
51.0,-19
52.0,-16
53.0,-10
54.0,-55
55.0,-28
56.0,-28
57.0,-11
58.0,-29
59.0,-58
60.0,-36
61.0,-13
62.0,-7
63.0,-4
64.0,-9
65.0,-18
66.0,-6
67.0,5
68.0,-25
69.0,-20
70.0,-40
71.0,-28
72.0,21
73.0,14
74.0,-10
75.0,-8
76.0,-17
77.0,12
78.0,15
79.0,9
80.0,-9
81.0,-9
82.0,-35
83.0,-6
84.0,63
85.0,31
86.0,13
87.0,42
88.0,19
89.0,-29
90.0,-1
90.5,-45
