name,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,firstName,lastName
Amadou Onana,amadou-onana,A. Onana,M,24,6827,M,its_onana,923973,"{'nameTranslation': {'ar': 'أمادو أونانا', 'hi': 'अमादौ ओनाना', 'bn': 'আমাদৌ ওনানা'}, 'shortNameTranslation': {'ar': 'أ. أونانا', 'hi': 'ए. ओनाना', 'bn': 'এ. ওনানা'}}",44.766666666667,58.827777777778,18,home,,
Youssef Chermiti,youssef-chermiti,Y. Chermiti,F,9,1566,M,,1145627,"{'nameTranslation': {'ar': 'يوسف شرميطي', 'hi': 'यूसुफ़ चेरमीटी', 'bn': 'ইউসুফ চেরমিতি'}, 'shortNameTranslation': {'ar': 'ي. شرميطي', 'hi': 'वाई. चेरमीटी', 'bn': 'ওয়াই. চেরমিতি'}}",66.624489795918,49.338775510204,49,home,,
James Garner,james-garner,J. Garner,M,37,2524,M,,927361,"{'nameTranslation': {'ar': 'جيمس غارنر', 'hi': 'जेम्स गार्नर', 'bn': 'জেমস গার্নার'}, 'shortNameTranslation': {'ar': 'ج. غارنر', 'hi': 'जे. गार्नर', 'bn': 'জে. গার্নার'}}",54.854838709677,46.775806451613,62,home,,
Michael Keane,michael-keane,M. Keane,D,5,1521,M,,110846,"{'nameTranslation': {'ar': 'مايكل كين', 'hi': 'माइकल कीन', 'bn': 'মাইকেল কিন'}, 'shortNameTranslation': {'ar': 'م. كين', 'hi': 'एम. कीन', 'bn': 'এম. কিন'}}",60.2,8.0,1,home,,
Ashley Young,ashley-young,A. Young,D,15,1765,M,,10589,"{'nameTranslation': {'ar': 'آشلي يونغ', 'hi': 'एश्ले यंग', 'bn': 'অ্যাশলে ইয়াং'}, 'shortNameTranslation': {'ar': 'آ. يونغ', 'hi': 'एक यंग', 'bn': 'এ. ইয়াং'}}",39.873684210526,86.102631578947,76,home,,
Ben Godfrey,ben-godfrey,B. Godfrey,D,22,591,M,,754698,"{'nameTranslation': {'ar': 'بن غودفري', 'hi': 'बेन गॉडफ्रे', 'bn': 'বেন গডফ্রে'}, 'shortNameTranslation': {'ar': 'ب. غودفري', 'hi': 'बी. गॉडफ्रे', 'bn': 'বি. গডফ্রে'}}",48.4,17.363888888889,72,home,,
Dwight McNeil,dwight-mcneil,D. McNeil,M,7,2030,M,,935543,"{'nameTranslation': {'ar': 'دوايت مكنيل', 'hi': 'ड्वाइट मैकनील', 'bn': 'ডোয়াইট ম্যাকনিল'}, 'shortNameTranslation': {'ar': 'د. مكنيل', 'hi': 'डी. मैकनील', 'bn': 'ডি. ম্যাকনিল'}}",65.95,69.156944444444,72,home,Dwight,McNeil
Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,17031,M,iganagueye,106337,"{'nameTranslation': {'ar': 'إدريسا غاي', 'hi': 'इद्रिसा गुये', 'bn': 'ইদ্রিসা গুইয়ে'}, 'shortNameTranslation': {'ar': 'إ. غاي', 'hi': 'आई. गुये', 'bn': 'আই. গুইয়ে'}}",51.705194805195,54.763636363636,77,home,,
Jack Harrison,jack-harrison,J. Harrison,M,20,1080,M,,829570,"{'nameTranslation': {'ar': 'جاك هاريسون', 'hi': 'जैक हैरिसन', 'bn': 'জ্যাক হ্যারিসন'}, 'shortNameTranslation': {'ar': 'ج. هاريسون', 'hi': 'जे. हैरिसन', 'bn': 'জে. হ্যারিসন'}}",58.428301886792,17.009433962264,53,home,,
Jordan Pickford,jordan-pickford,J. Pickford,G,1,7467,M,jpickford1,138530,"{'nameTranslation': {'ar': 'جوردان بيكفورد', 'hi': 'जॉर्डन पिकफोर्ड', 'bn': 'জর্ডান পিকফোর্ড'}, 'shortNameTranslation': {'ar': 'ج. بيكفورد', 'hi': 'जे. पिकफोर्ड', 'bn': 'জে.পিকফোর্ড'}}",13.398648648649,53.717567567568,74,home,,
Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,1300,M,,96535,"{'nameTranslation': {'ar': 'عبدالله دوكوري', 'hi': 'अब्दुलाये डौकोरे', 'bn': 'আবদুলায়ে ডকোরে'}, 'shortNameTranslation': {'ar': 'ع. دوكوري', 'hi': 'ए. डौकोरे', 'bn': 'এ. ডকোরে'}}",52.469491525424,55.496610169492,59,home,,
Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,2559,M,,979563,"{'nameTranslation': {'ar': 'جاراد برانثويت', 'hi': 'जेर्राड ब्रैंथवेट', 'bn': 'জারাদ ব্র্যানথওয়েট'}, 'shortNameTranslation': {'ar': 'ج. برانثويت', 'hi': 'जे. ब्रैंथवेट', 'bn': 'জে. ব্র্যানথওয়েট'}}",33.690277777778,66.205555555556,72,home,,
James Tarkowski,james-tarkowski,J. Tarkowski,D,6,2332,M,,145188,"{'nameTranslation': {'ar': 'جيمس تاركوفسكي', 'hi': 'जेम्स टार्कोव्स्की', 'bn': 'জেমস তারকোভস্কি'}, 'shortNameTranslation': {'ar': 'ج. تاركوفسكي', 'hi': 'जे. टार्कोव्स्की', 'bn': 'জে. তারকোভস্কি'}}",39.817333333333,35.432,75,home,,
Mads Roerslev,mads-roerslev,M. Roerslev,D,2,470,M,,826057,"{'nameTranslation': {'ar': 'مادس روزرفيل', 'hi': 'मैड्स रोर्सलेव', 'bn': 'ম্যাডস রোয়ার্সলেভ'}, 'shortNameTranslation': {'ar': 'م. روزرفيل', 'hi': 'एम. रोर्सलेव', 'bn': 'এম. রোয়ার্সলেভ'}}",52.144444444444,9.0555555555556,9,away,Mads,Roerslev
Keane Lewis-Potter,keane-lewis-potter,K. Lewis-Potter,D,23,979,M,,972421,"{'nameTranslation': {'ar': 'كيان لويس-بوتر', 'hi': 'कीन लुईस-पॉटर', 'bn': 'কিন লুইস-পটার'}, 'shortNameTranslation': {'ar': 'ك. لويس-بوتر', 'hi': 'के. लुईस-पॉटर', 'bn': 'কে. লুইস-পটার'}}",52.857142857143,85.157142857143,28,away,,
Yoane Wissa,yoane-wissa,Y. Wissa,F,9,43905,M,yowissa,805123,"{'nameTranslation': {'ar': 'يوني ويسا', 'hi': 'योआने विस्सा', 'bn': 'জন উইসা'}, 'shortNameTranslation': {'ar': 'ي. ويسا', 'hi': 'वाई. विस्सा', 'bn': 'ওয়াই. উইসা'}}",50.96875,69.44375,32,away,,
Kevin Schade,kevin-schade,K. Schade,M,7,2784,M,,1006387,"{'nameTranslation': {'ar': 'كيفين شايد', 'hi': 'केविन शैड', 'bn': 'কেভিন শেড'}, 'shortNameTranslation': {'ar': 'ك. شايد', 'hi': 'के. शैड', 'bn': 'কে. স্কেড'}}",73.928571428571,46.828571428571,7,away,,
Yehor Yarmolyuk,yarmoliuk-yehor,Y. Yarmolyuk,M,18,2447,M,,1031258,"{'nameTranslation': {'ar': 'يارموليوك، يهور', 'hi': 'यार्मोलीउक, योहोर', 'bn': 'ইয়ারমোলিক, ইহোর'}, 'shortNameTranslation': {'ar': 'ي. يارموليوك', 'hi': 'वाई. यार्मोलीउक', 'bn': 'ওয়াই. ইয়ারমোলিক'}}",62.77,48.55,10,away,,
Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,3573,M,,907072,"{'nameTranslation': {'ar': 'دامسغارد، ميكيل', 'hi': 'डैम्सगार्ड, मिकेल', 'bn': 'ডামসগার্ড, মিক্কেল'}, 'shortNameTranslation': {'ar': 'م. دامسغارد', 'hi': 'एम. डैम्सगार्ड', 'bn': 'এম. ড্যামসগার্ড'}}",68.171875,66.8125,32,away,,
Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,1013,M,,814873,"{'nameTranslation': {'ar': 'فيتالي جانيلت', 'hi': 'विटाली जेनेल्ट', 'bn': 'ভিটালি জেনেল্ট'}, 'shortNameTranslation': {'ar': 'ف. جانيلت', 'hi': 'वी. जेनेल्ट', 'bn': 'ভি. জেনেল্ট'}}",47.588679245283,66.616981132075,53,away,,
