minute,value
1.0,-1
2.0,-2
3.0,13
4.0,-9
5.0,-2
6.0,-69
7.0,-10
8.0,-12
9.0,-9
10.0,-9
11.0,-3
12.0,-7
13.0,9
14.0,-34
15.0,-26
16.0,-22
17.0,-20
18.0,-20
19.0,-17
20.0,-55
21.0,-88
22.0,-54
23.0,-24
24.0,-11
25.0,-8
26.0,3
27.0,5
28.0,23
29.0,47
30.0,29
31.0,13
32.0,36
33.0,25
34.0,20
35.0,14
36.0,77
37.0,57
38.0,31
39.0,-18
40.0,-3
41.0,-10
42.0,-14
43.0,-5
44.0,58
45.0,73
45.5,43
46.0,-3
47.0,-5
48.0,-6
49.0,-6
50.0,-48
51.0,-35
52.0,-17
53.0,-6
54.0,4
55.0,53
56.0,38
57.0,28
58.0,56
59.0,54
60.0,83
61.0,47
62.0,26
63.0,59
64.0,32
65.0,-17
66.0,45
67.0,25
68.0,10
69.0,5
70.0,3
71.0,-26
72.0,-24
73.0,-16
74.0,-11
75.0,-37
76.0,-66
77.0,-41
78.0,-26
79.0,-18
80.0,-10
81.0,-5
82.0,-5
83.0,-5
84.0,-5
85.0,-5
86.0,-69
87.0,-28
88.0,-13
89.0,-3
90.0,-1
90.5,4
