minute,value
1.0,3
2.0,4
3.0,5
4.0,53
5.0,28
6.0,47
7.0,23
8.0,68
9.0,31
10.0,2
11.0,-61
12.0,-99
13.0,-49
14.0,-30
15.0,-17
16.0,-9
17.0,9
18.0,-7
19.0,-11
20.0,-11
21.0,-12
22.0,-29
23.0,-18
24.0,103
25.0,56
26.0,45
27.0,53
28.0,36
29.0,43
30.0,55
31.0,45
32.0,27
33.0,51
34.0,24
35.0,5
36.0,10
37.0,3
38.0,-6
39.0,11
40.0,10
41.0,40
42.0,66
43.0,47
44.0,41
45.0,33
45.5,32
46.0,7
47.0,-16
48.0,-21
49.0,-34
50.0,-20
51.0,-24
52.0,-25
53.0,-42
54.0,-11
55.0,-2
56.0,3
57.0,6
58.0,24
59.0,-41
60.0,-41
61.0,-14
62.0,-7
63.0,54
64.0,58
65.0,55
66.0,38
67.0,58
68.0,37
69.0,43
70.0,21
71.0,7
72.0,-4
73.0,-6
74.0,16
75.0,12
76.0,12
77.0,1
78.0,14
79.0,14
80.0,62
81.0,28
82.0,-23
83.0,-11
84.0,-15
85.0,-29
86.0,-9
87.0,51
88.0,20
89.0,-19
90.0,-17
90.5,13
