minute,value
1.0,2
2.0,1
3.0,3
4.0,11
5.0,11
6.0,10
7.0,48
8.0,54
9.0,34
10.0,11
11.0,29
12.0,22
13.0,19
14.0,17
15.0,18
16.0,17
17.0,17
18.0,16
19.0,-13
20.0,-8
21.0,-33
22.0,-42
23.0,-28
24.0,-14
25.0,21
26.0,15
27.0,21
28.0,31
29.0,29
30.0,8
31.0,18
32.0,16
33.0,9
34.0,9
35.0,1
36.0,6
37.0,13
38.0,5
39.0,41
40.0,13
41.0,28
42.0,22
43.0,77
44.0,48
45.0,34
45.5,30
46.0,2
47.0,1
48.0,-18
49.0,-11
50.0,-55
51.0,-36
52.0,-37
53.0,-15
54.0,20
55.0,7
56.0,2
57.0,-27
58.0,-62
59.0,-44
60.0,-30
61.0,-38
62.0,-18
63.0,-5
64.0,22
65.0,15
66.0,9
67.0,8
68.0,28
69.0,2
70.0,-19
71.0,-42
72.0,-18
73.0,39
74.0,23
75.0,21
76.0,-18
77.0,-9
78.0,-6
79.0,-10
80.0,-12
81.0,-74
82.0,-38
83.0,-17
84.0,-2
85.0,35
86.0,23
87.0,7
88.0,1
89.0,-7
90.0,-10
90.5,17
