minute,value
1.0,3
2.0,4
3.0,-8
4.0,-11
5.0,-28
6.0,-1
7.0,-22
8.0,-30
9.0,-19
10.0,-7
11.0,-22
12.0,-40
13.0,-16
14.0,-51
15.0,-26
16.0,-10
17.0,5
18.0,44
19.0,27
20.0,19
21.0,8
22.0,4
23.0,-1
24.0,-7
25.0,-7
26.0,-1
27.0,3
28.0,35
29.0,38
30.0,31
31.0,12
32.0,23
33.0,36
34.0,35
35.0,17
36.0,1
37.0,6
38.0,-42
39.0,-20
40.0,-10
41.0,-1
42.0,4
43.0,4
44.0,4
45.0,-15
45.5,7
46.0,20
47.0,15
48.0,11
49.0,23
50.0,50
51.0,19
52.0,23
53.0,17
54.0,45
55.0,34
56.0,16
57.0,3
58.0,-24
59.0,-13
60.0,-8
61.0,36
62.0,21
63.0,16
64.0,28
65.0,47
66.0,21
67.0,16
68.0,-30
69.0,-6
70.0,17
71.0,13
72.0,23
73.0,36
74.0,23
75.0,42
76.0,44
77.0,26
78.0,16
79.0,62
80.0,36
81.0,33
82.0,48
83.0,22
84.0,11
85.0,28
86.0,40
87.0,23
88.0,-23
89.0,-11
90.0,-7
90.5,82
