minute,value
1.0,1
2.0,32
3.0,25
4.0,15
5.0,23
6.0,19
7.0,8
8.0,2
9.0,-3
10.0,17
11.0,39
12.0,38
13.0,26
14.0,25
15.0,30
16.0,11
17.0,1
18.0,-19
19.0,-23
20.0,-54
21.0,-25
22.0,-21
23.0,-48
24.0,-24
25.0,35
26.0,17
27.0,38
28.0,28
29.0,55
30.0,32
31.0,36
32.0,28
33.0,29
34.0,47
35.0,48
36.0,32
37.0,31
38.0,28
39.0,25
40.0,28
41.0,50
42.0,11
43.0,12
44.0,28
45.0,22
45.5,55
46.0,-5
47.0,25
48.0,32
49.0,37
50.0,27
51.0,16
52.0,19
53.0,19
54.0,16
55.0,23
56.0,-25
57.0,-85
58.0,-43
59.0,-23
60.0,33
61.0,20
62.0,79
63.0,66
64.0,46
65.0,24
66.0,66
67.0,2
68.0,11
69.0,18
70.0,16
71.0,11
72.0,14
73.0,54
74.0,37
75.0,27
76.0,27
77.0,49
78.0,31
79.0,74
80.0,52
81.0,87
82.0,57
83.0,63
84.0,40
85.0,27
86.0,19
87.0,32
88.0,24
89.0,37
90.0,39
90.5,55
