minute,value
1.0,7
2.0,18
3.0,14
4.0,8
5.0,11
6.0,33
7.0,22
8.0,16
9.0,13
10.0,27
11.0,20
12.0,17
13.0,44
14.0,31
15.0,-48
16.0,-12
17.0,-1
18.0,-25
19.0,-6
20.0,9
21.0,21
22.0,100
23.0,72
24.0,43
25.0,32
26.0,18
27.0,40
28.0,46
29.0,31
30.0,21
31.0,20
32.0,11
33.0,-24
34.0,-11
35.0,-6
36.0,-18
37.0,-70
38.0,-32
39.0,-4
40.0,-9
41.0,-13
42.0,19
43.0,9
44.0,8
45.0,3
45.5,26
46.0,-23
47.0,-9
48.0,27
49.0,53
50.0,40
51.0,33
52.0,48
53.0,95
54.0,55
55.0,38
56.0,63
57.0,36
58.0,17
59.0,13
60.0,37
61.0,16
62.0,12
63.0,3
64.0,-16
65.0,-32
66.0,-17
67.0,-68
68.0,-52
69.0,-6
70.0,11
71.0,24
72.0,22
73.0,17
74.0,-34
75.0,16
76.0,35
77.0,56
78.0,36
79.0,26
80.0,17
81.0,11
82.0,2
83.0,17
84.0,66
85.0,46
86.0,34
87.0,28
88.0,33
89.0,-17
90.0,-2
90.5,-55
