name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId,firstName,lastName
John McGinn,john-mcginn,J. McGinn,M,7,3796,M,250223,"{'nameTranslation': {'ar': 'جون ماكجين', 'hi': 'जॉन मैकगिन', 'bn': 'জন ম্যাকগিন'}, 'shortNameTranslation': {'ar': 'ج. ماكجين', 'hi': 'जे. मैकगिन', 'bn': 'জে. ম্যাকগিন'}}",False,block,assisted,right-foot,85,5040,2340,,7.7,57.0,0,47.9,19.0,,,
Leon Bailey,leon-bailey,L. Bailey,M,31,7430,M,808590,"{'nameTranslation': {'ar': 'ليون بيلي', 'hi': 'लियोन बेली', 'bn': 'লিওন বেইলি'}, 'shortNameTranslation': {'ar': 'ل. بيلي', 'hi': 'एल. बेली', 'bn': 'এল. বেইলি'}}",False,miss,assisted,head,77,4590,1890,,11.0,60.2,0,63.4,8.3,leonbailey,,
Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,9703,M,331737,"{'nameTranslation': {'ar': 'يوري تيليمانس', 'hi': 'यूरी टिएलमान्स', 'bn': 'ইউরি টাইলেম্যানস'}, 'shortNameTranslation': {'ar': 'ي. تيليمانس', 'hi': 'वाई. टिएलमान्स', 'bn': 'ওয়াই. টাইলেম্যানস'}}",False,miss,assisted,right-foot,70,4173,1473,,21.9,53.7,0,49.6,84.7,youritielemans,,
Leon Bailey,leon-bailey,L. Bailey,M,31,7430,M,808590,"{'nameTranslation': {'ar': 'ليون بيلي', 'hi': 'लियोन बेली', 'bn': 'লিওন বেইলি'}, 'shortNameTranslation': {'ar': 'ل. بيلي', 'hi': 'एल. बेली', 'bn': 'এল. বেইলি'}}",False,miss,assisted,head,68,4073,1373,,4.3,53.6,0,43.4,65.3,leonbailey,,
Moussa Diaby,diaby-moussa,M. Diaby,M,19,7519,M,855817,"{'nameTranslation': {'ar': 'موسى ديابي', 'hi': 'डायबी, मूसा', 'bn': 'ডায়াবি, মুসা'}, 'shortNameTranslation': {'ar': 'م. ديابي', 'hi': 'एम. डायबी', 'bn': 'এম. ডায়াবি'}}",False,save,assisted,left-foot,68,4028,1328,,15.3,58.4,0,53.2,0.6,moussadiaby,,
Leon Bailey,leon-bailey,L. Bailey,M,31,7430,M,808590,"{'nameTranslation': {'ar': 'ليون بيلي', 'hi': 'लियोन बेली', 'bn': 'লিওন বেইলি'}, 'shortNameTranslation': {'ar': 'ل. بيلي', 'hi': 'एल. बेली', 'bn': 'এল. বেইলি'}}",False,miss,assisted,left-foot,59,3498,798,,10.9,64.2,0,58.3,87.5,leonbailey,,
Douglas Luiz,douglas-luiz,D. Luiz,M,12,11414,M,867887,"{'nameTranslation': {'ar': 'دوغلاس لويز', 'hi': 'डगलस लुइज़', 'bn': 'ডগলাস লুই'}, 'shortNameTranslation': {'ar': 'د. لويز', 'hi': 'डी. लुइज़', 'bn': 'ডি. লুইজ'}}",False,block,assisted,right-foot,58,3445,745,,31.6,45.0,0,49.8,19.0,Douglas_Luiz,,
Ollie Watkins,ollie-watkins,O. Watkins,F,11,19613,M,555386,"{'nameTranslation': {'ar': 'أولي واتكينز', 'hi': 'ओली वॉटकिंस', 'bn': 'অলি ওয়াটকিন্স'}, 'shortNameTranslation': {'ar': 'أ. واتكينز', 'hi': 'ओ. वॉटकिंस', 'bn': 'ও. ওয়াটকিন্স'}}",False,miss,assisted,head,55,3264,564,,8.8,47.2,0,39.3,20.8,OllieWatkins,,
Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,3140,M,871765,"{'nameTranslation': {'ar': 'نيكولاس دومينغيز', 'hi': 'निकोलस डोमिन्ग्यूज़', 'bn': 'নিকোলাস ডোমিংগুয়েজ'}, 'shortNameTranslation': {'ar': 'ن. دومينغيز', 'hi': 'एन. डोमिन्ग्यूज़', 'bn': 'এন. ডোমিঙ্গুয়েজ'}}",True,save,regular,right-foot,50,2948,248,,8.8,38.4,0,50.6,1.3,,,
Ollie Watkins,ollie-watkins,O. Watkins,F,11,19613,M,555386,"{'nameTranslation': {'ar': 'أولي واتكينز', 'hi': 'ओली वॉटकिंस', 'bn': 'অলি ওয়াটকিন্স'}, 'shortNameTranslation': {'ar': 'أ. واتكينز', 'hi': 'ओ. वॉटकिंस', 'bn': 'ও. ওয়াটকিন্স'}}",False,save,assisted,left-foot,46,2736,36,,7.3,28.0,0,53.9,1.3,OllieWatkins,,
