minute,value
1.0,3
2.0,2
3.0,1
4.0,25
5.0,72
6.0,37
7.0,16
8.0,4
9.0,-6
10.0,-14
11.0,-14
12.0,-36
13.0,-44
14.0,-10
15.0,-22
16.0,-10
17.0,-25
18.0,-3
19.0,-27
20.0,-8
21.0,-13
22.0,-11
23.0,-11
24.0,-9
25.0,-10
26.0,-33
27.0,-63
28.0,-43
29.0,-27
30.0,-18
31.0,-14
32.0,-10
33.0,-10
34.0,-10
35.0,-10
36.0,-11
37.0,-11
38.0,-97
39.0,-36
40.0,-23
41.0,-19
42.0,-18
43.0,-36
44.0,-33
45.0,-26
45.5,5
46.0,-2
47.0,21
48.0,11
49.0,5
50.0,-11
51.0,15
52.0,14
53.0,24
54.0,-44
55.0,-25
56.0,-62
57.0,-43
58.0,-45
59.0,-30
60.0,-47
61.0,-29
62.0,-25
63.0,-22
64.0,-22
65.0,15
66.0,-25
67.0,-35
68.0,-26
69.0,-75
70.0,-86
71.0,-55
72.0,-39
73.0,-48
74.0,-30
75.0,-50
76.0,-30
77.0,-19
78.0,-11
79.0,-7
80.0,-65
81.0,-74
82.0,-52
83.0,-39
84.0,-29
85.0,-35
86.0,-26
87.0,-23
88.0,-46
89.0,-35
90.0,-32
90.5,-39
